错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
可是遗憾的是，有些夫妻没办法继续生活下去。,200103533525250034,日本,2,200103,我对离婚问题的看法,75,75,65,75,74,354,B,
一行人{CJX}十二个[F個]，浩浩荡[F蕩]荡[F蕩]，早上起程坐飞[F飛]机，然后[F後]坐巴士，再坐小艇才到达[F達]目的地。,200111512512250002,菲律宾,2,200111,我的一个假期,70,75,65,58,74,331,C,
我当时在念小学二年级，常随着堂哥堂姐们进出。,200103680519201604,马来西亚,2,200103,我的童年,85,90,83,83,100,437,A,
由于我吵着爸爸买一辆脚踏车给我{CJjy}，爸爸便在我四岁那年的生日送我一辆脚踏车。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
有时我感觉到我的心现在像石头{CC2石}一样硬，但想起你们时，我的眼泪不由得会流下来。,200104124635100402,俄罗斯,1,200104,一封写给父母的信,75,65,49,51,63,290,未参加,
那时家里情况不太好，可我想到中国去学习。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
而且，我知道你们对我多么好。,200105550523250036,韩国,2,200105,一封写给父母的信,65,70,52,54,51,278,未参加,
有一天我能找个好工作，以后的日子就我来包。,200105550523150297,韩国,1,200105,一封写给父母的信,70,70,71,56,63,318,C,
爸、妈！,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
我这么改变{CC变}的原因可能是从那时候……[BD。]韩国经济危机的时候，我们公司也实行了裁员。,200105550523250466,韩国,2,200105,一封写给父母的信,65,75,33,56,51,267,未参加,
虽然{CJ-zhuy您}现在心里很难过，但您的背后{CC后背}总是有我们。,200105550523150517,韩国,1,200105,一封写给父母的信,70,70,47,44,47,266,未参加,
妈妈，我真心真意地[B得]尊敬您。,200105550523250527,韩国,2,200105,一封写给父母的信,70,65,60,35,58,274,未参加,
我心里很着急，东南西北也分不清，感到不安，不由得落起泪{CQ来}了。,200105212525200016,日本,2,200105,我的一个假期,70,75,75,63,70,342,C,
大約10分钟{CQ后}我的身体也暖了起来，还登到象鼻山顶[F頂]喊了两声[BQ]Hello[BQ]。,200105212525200047,日本,2,200105,我的一个假期,70,80,80,63,79,362,C,
在这里我们过了半个月的悠闲的日子。,200105209520100025,蒙古国,1,200105,我的一个假期,75,55,55,46,52,268,未参加,
到了医院[BQ，]进{CQ了}外祖母的病房，我发现{CD了}母亲的回答是和实际的不一样{CJsd}，外祖母跟去年不一样{CJ+zxy的样子}[BQ，]在床上坐[B座]着，我现在想，快死亡的人的样子是真是她那样的{CJsd}。,200105209525200023,日本,2,200105,我的一个假期,65,60,70,35,55,268,未参加,
这[F這]是我们[F們]第一次在中国[F國]过[F過]节[F節]日的{CJsd}。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
这是因为每个人都希望别人替他抬水，他们认[B从]为挑水的工作是由别人来管{CJsd}，自己不用想。,200105109540200100,印度尼西亚,2,200105,由“三个和尚没水喝”想到的……,70,80,63,64,75,342,C,
他说：[BC，]“我觉得第一个和尚太自私啊！,200105109525200782,日本,2,200105,由“三个和尚没水喝”想到的……,75,70,70,69,59,332,C,
但是三个人的话情况就不一样，[BC。]如果自己不做也还有两个人之间哪一个可能会做，[BC。]三个人各自这么想，[BC。]所以问题总是不能解决。,200105109525100838,日本,1,200105,由“三个和尚没水喝”想到的……,70,65,70,55,73,319,C,
