错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
如果一个美满的家庭，只因为一些小事，夫妻间发生口角，渐{CJcd}引发成争吵，绝裂，最终以离婚收场，那就太不值得了。,200103533519250030,马来西亚,2,200103,我对离婚问题的看法,80,85,70,56,87,372,B,
他们觉得条件已成熟，就不顾家人的反对结婚了。,200103533533250025,新加坡,2,200103,我对离婚问题的看法,75,85,77,75,70,375,B,
每个人都有他的童年故事，我也不例外。,200110540540150022,印度尼西亚,1,200110,我的童年,80,85,44,44,83,330,未参加,
无论什么事{CD还}{CD必须}[BD，]一定要自己做，不要养成依赖父母的习惯。,200110540540150123,印度尼西亚,1,200110,我的童年,75,85,77,39,88,357,未参加,
那里可以看到海豚在桥下休息、各种各样模型的巧克力和著名的阿克监狱（alcatrag）。,200111512512150008,菲律宾,1,200111,我的一个假期,75,70,52,56,68,310,C,
你们还记得我已经学过好几年的英语，我现在的工作就是教英语，我给中国小孩儿讲课。,200104124538200134,伊朗,2,200104,一封写给父母的信,80,65,47,44,45,269,未参加,
这次我写信主要想告诉你们我{CD的}毕业之后的打算，而且想跟你们商量一[B以]下。,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
非常想你们的{CJ-zxy××}×××2001年4月15日,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
5月13日您的女儿××,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
还有，我买了车，是二手车，但还很不错，回家后，一家人一起去海边。,200105550523150032,韩国,1,200105,一封写给父母的信,65,75,60,51,67,305,C,
真是对不起，我会寄[B计]一些礼物，希望爸{CD的}谅[B亮]解。,200105550523150032,韩国,1,200105,一封写给父母的信,65,75,60,51,67,305,C,
亲爱的爸爸，妈妈:[BC;]你们好！,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
我是待业青年，还依靠父母，真不好意思。,200105550523250046,韩国,2,200105,一封写给父母的信,70,65,52,61,56,290,C,
这段时间内我可以{CQ做}准备{CJX}{CQ为}我的未来。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
那天，我没有时间而没买礼物，只给您钱了。,200105550523250299,韩国,2,200105,一封写给父母的信,60,65,41,44,49,242,未参加,
不过我的想法跟他不一样。,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
身体好吗？,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
当然妈妈的职业跟《[BC<]月牙儿》[BC>]里的妈妈不一样，[BC。]但是那[B哪]个小女孩儿很爱她的妈妈，[BC。]我也是的。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
我也不知道。,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
2001年5月12日××,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
对我{CJX}从未钓过鱼的来说，钓鱼是很无聊的，浪费时间，但[BD，]那时候，我才发现原来钓鱼是那么的有趣，而且教我钓鱼是需要很大的耐心{CJsd}。,200105212540200009,印度尼西亚,2,200105,我的一个假期,70,90,77,68,92,390,B,
在这里我要写的就是去年放寒假的时候{CJ-zxy的事}。,200105212540200041,印度尼西亚,2,200105,我的一个假期,75,75,65,63,48,316,C,
我又愤怒又伤心，不懂有些人为什么这样{CC这么}{CJX}{CJ-sy做}又无聊又无耻的行为。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
那次我还去黑山共和国的海边。,200105209635100041,俄罗斯,1,200105,我的一个假期,75,75,52,35,37,264,未参加,
院子里有各种各样的花和树。,200105201525200088,日本,2,200105,我的一个假期,80,90,87,72,83,407,B,
善良的农民的热情让我感到真正的温暖。,200105215525100011,日本,1,200105,我的一个假期,65,70,65,58,72,316,C,
哈尔滨的环保意识{CC意说}不如北京强。,200105109525200601,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,73,64,59,330,C,
当时，我对这种状况有些不安和危机感。,200105109525200602,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,68,71,86,359,C,
最近在日本，“自由打工人”越来越{CD来}多，它是指没有固定的工作马马虎虎地打工的年轻人。,200105109525200606,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,54,62,53,297,C,
”他们俩从小就在寺庙里生活，连母亲的长相也不知道。,200105109525200704,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,73,53,86,339,C,
跟刚刚结婚的人一起，[BC。]虽然自己决定跟那个人到死生活下去，但是应该免不了一些不安。,200106570525250005,日本,2,200106,如何看待“妻子回家”,65,80,58,58,58,307,C,
为的是确保我们考到好成绩，将来在社会上能出人头地。,200203533533250015,新加坡,2,200203,记对我影响最大的一个人,85,80,79,75,82,394,B,
看来伦理界人士尚要走很远的路。,200205204610200022,法国,2,200205,如何看待“安乐死”,80,90,66,76,77,384,B,
