错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我已经长大了，今年三十岁了，如果我过去在韩国出生的话，我呢，早就成家已经有了两三个孩子了。,200105550523250346,韩国,2,200105,一封写给父母的信,70,70,49,68,61,306,C,
这次暑假，虽然不是去看什么名胜[B声]古迹，但我觉得在这次假期里，我获得不少知识，和朋友们的感情也更加密切。,200105212540200009,印度尼西亚,2,200105,我的一个假期,70,90,77,68,92,390,B,
可以做跟平时不一样的事情。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
为了5块钱，憋得面红耳赤，我知道朋友是好意不愿让我花冤枉钱的{CJsd}。,200105215525200003,日本,2,200105,我的一个假期,75,80,65,58,72,341,C,
我在中国待了快四年了，我总觉得中国这个国家，不但发展很快{CC1显著}，而且变化大。,200105109525100709,日本,1,200105,由“三个和尚没水喝”想到的……,65,50,54,51,53,254,未参加,
三个人在思想{CC思考}上、[BC，]行为上不一致的话，把最理想的状态先描述出来{CC4设起来}也没有用，首先应该把三个人的目标和达到目标的过程、方法等统一起来，然后三个和尚一起向那目标——[BC，]就是抬水喝迈进。,200105109525100751,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,50,62,82,302,未参加,
人在一个{CQ人}的时候有这样一个心理，如果我不{CC没}做，我就没得水喝。,200102522522250007,缅甸,2,200102,由“三个和尚没水喝”想到的……,90,85,81,75,88,416,B,
所以我也铭记母亲的教导，在生活的四周围，在朋友之间，在社会上，能付出时别忘了那些需要帮助的人。,200203533540250011,印度尼西亚,2,200203,记对我影响最大的一个人,85,80,79,77,95,409,B,
第三，[BC、]举行安乐死的时候应该有法律规定的第三者，[BC、]比如说医生、心理学家{CD者}等。,200205204525200156,日本,2,200205,如何看待“安乐死”,65,75,44,79,70,320,未参加,
对于{CC关于}人情[BQ，]法律也管不了。,200205209525100063,日本,1,200205,如何看待“安乐死”,70,45,60,56,51,263,未参加,
我们该充分{CC十分}地讨论安乐死话题。,200205201525200021,日本,2,200205,如何看待“安乐死”,65,70,77,65,68,331,C,
那时因为我很小，所以那时家人的情况记得不太清楚，但我一辈子也忘不了我妈那么疲备的样子，天天去医院看爷爷。,200205201525200175,日本,2,200205,如何看待“安乐死”,80,80,55,56,65,328,C,
因这一现象的存在，使得“代沟”问题在人们的生活中越来越明显{CC2明显化}。,200210602801250024,澳大利亚,2,200210,如何解决“代沟”问题,90,80,73,82,95,415,B,
其次[BD，]是病人本人要在见[F見]证[F證]人下表示自己因极[F極]度痛苦、[BC，]授权[F權]別人为[F爲]他施行“安乐[F樂]死”。,200210543919150006,加拿大,1,200210,如何看待“安乐死”,70,80,84,93,91,408,B,
目前社会上出现的一个大问题就是“父母与子女”[BD，]两代人鸿沟问题。,200210540540150021,印度尼西亚,1,200210,如何解决“代沟”问题,75,85,67,71,82,373,B,
一个教育背景好的家庭{CQ的}每个家庭成员[BD，]有良好的行为方式、生活态度及价值观念，父母与子女之间均有良好的沟通，年少的会尊老敬老；年老的即长辈{CC晚辈}会关心年少的。,200210540540150044,印度尼西亚,1,200210,如何解决“代沟”问题,70,60,65,71,82,333,C,
所以随着时代前进这是作为现代父母最重要的一点。,200210540540250060,印度尼西亚,2,200210,如何解决“代沟”问题,85,85,84,78,91,418,A,
而今就不同了，儿女长大结婚了就各自在自己的小屋里{CD生活}。,200210540540150092,印度尼西亚,1,200210,如何解决“代沟”问题,65,70,73,65,75,334,C,
他们总是想一下做{CJ+buy成}大事业，不愿模仿家长脚踏实地{CQ地}做。,200210540540150135,印度尼西亚,1,200210,如何解决“代沟”问题,65,60,53,60,77,298,未参加,
总的来说，在社会上[BQ，]对这种人的待遇不那么好。,200205109523200979,韩国,2,200205,如何面对挫折,70,60,59,43,48,265,未参加,
内容描写了一男一女两位现代的都市人，虽然同住一座楼房，却不曾相见，只因为一个习惯利用左边的升降机，另一个却只用右边的升降。,200305533533250034,新加坡,2,200305,我最喜欢读的一本书,75,75,79,70,83,372,B,
我们一般生活在人与人之间的交流中。,200305576525200012,日本,2,200305,静音环境对人体的危害,75,85,83,60,91,387,B,
一想到这样的状况，我就受不了。,200305576525100019,日本,1,200305,静音环境对人体的危害,65,65,36,63,74,287,未参加,
自然，学习的时间也越来越少了。,200305576525200029,日本,2,200305,静音环境对人体的危害,65,65,56,65,71,306,C,
他们出生的时候已经听不见世界上的声音。,200305576525200048,日本,2,200305,静音环境对人体的危害,65,65,41,41,43,239,未参加,
根据有关调查{CD表明}，目前全世界的烟民人数越来越多。,200405109529201183,泰国,2,200405,吸烟对个人健康和公众利益的影响,90,80,74,58,73,370,B,
本人是荷兰公民，从出生开始一直在荷兰生活。,200405109614101856,荷兰,1,200405,吸烟对个人健康和公众利益的影响,55,75,79,70,88,352,C,
我赞同某市政府出台的一项规定，在公共场所边走边抽烟的人将被罚款。,200405109540200344,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,65,60,54,66,63,291,未参加,
我的意思是很多人不仅不喜欢在一个抽烟者旁边，甚至讨厌有这种德行的人。P},200405109619101291,罗马尼亚,1,200405,吸烟对个人健康和公众利益的影响,55,60,46,46,57,245,未参加,
每次去外面吃饭，吃完以后，我得去外面抽烟。,200405205633100163,意大利,1,200405,吸烟对个人健康和公众利益的影响,65,85,52,39,54,285,未参加,
世界上的人们每个人都喜[C]爱[C]自由，但个人的自由方式是不同的。,200405522522150003,缅甸,1,200405,吸烟对个人健康和公众利益的影响,75,65,30,58,37,252,未参加,
这[F這]样[F樣]的处[F處]罚[F罰]，迄今为止{CC迄止为[F為]止}已经[F經]是对[F對]吸烟者[BD，]最为[F為]严厉的惩罚[F罰]措施。,200405522522150016,缅甸,1,200405,吸烟对个人健康和公众利益的影响,85,85,74,74,82,395,B,
也对自己的儿女不好，也会带来{CJX}给他[B它]们很多病。,200405522522250027,缅甸,2,200405,吸烟对个人健康和公众利益的影响,75,80,58,31,54,289,未参加,
在公众场合吸烟，对自己健康无{CC没}益，而且还会涉及到其他人，[BC。]在你身边的人。,200405522522250034,缅甸,2,200405,吸烟对个人健康和公众利益的影响,65,85,69,60,77,346,C,
因为在这一类的公共场所，有不同{CD阶层}年龄段的人，如老人、小孩和孕妇。,200405209519100069,马来西亚,1,200405,吸烟对个人健康和公众利益的影响,95,95,85,84,88,446,A,
第一接触的人是父母，所以受到他们的影响是很自然的。,200505109525200220,日本,2,200505,父母是孩子的第一任老师,75,65,69,69,79,344,C,
我妈妈是家庭主妇，结婚以后不工作，一直待在家里干活。,200505109525200220,日本,2,200505,父母是孩子的第一任老师,75,65,69,69,79,344,C,
可是，最近{CQ的}年轻的妈妈给孩子{CJX}不会这样{CQ的}教育。,200505109525200330,日本,2,200505,父母是孩子的第一任老师,55,75,53,63,69,300,未参加,
因此我在[B再]此强调，父母作为孩子的第一任老师，孩子出生{CC生出}之前一定要做好思想准备。,200505109525100540,日本,1,200505,父母是孩子的第一任老师,70,70,63,65,77,333,C,
父母是人生最初见到的人，最{CJX}影响大的人，养孩子长大的人{CJba}，难道还称不上人生的第一任老师？,200505109525101423,日本,1,200505,父母是孩子的第一任老师,65,80,64,51,85,333,C,
由此可见，[BC、]我的人生中的最大的老师还是父母。,200505217525200049,日本,2,200505,父母是孩子的第一任老师,65,80,46,47,63,289,未参加,
如果没有父母的话，很难生存。,200505217525200167,日本,2,200505,父母是孩子的第一任老师,55,50,41,57,69,251,未参加,
当时我父亲想让我当一个绘画家，我母亲想让我当一个{CD弹}钢琴家的。,200505204525200264,日本,2,200505,父母是孩子的第一任老师,55,55,52,43,56,241,未参加,
我很感谢[F謝]他们给[C]我一个好的教育[C]。,200505204525200363,日本,2,200505,父母是孩子的第一任老师,65,80,63,57,76,329,C,
不知不觉，[BC、]孩子是很象父母。,200505204525100427,日本,1,200505,父母是孩子的第一任老师,40,40,39,39,43,173,未参加,
因为人生在世上，那时什么也都不知道，只有父母培养我，影响我，教育我。,200505204525200430,日本,2,200505,父母是孩子的第一任老师,90,55,67,63,72,336,C,
但我觉得人无完人，一个人是没有那么完美的。,200505204525200483,日本,2,200505,父母是孩子的第一任老师,90,60,73,67,74,354,C,
比如在大学写论文时，我不睡觉一直写论文。,200505204525200575,日本,2,200505,父母是孩子的第一任老师,55,70,58,61,65,293,C,
我想一想{CJcd}在哪儿吃饭时，突然想起我曾经跟她说过的地方，[BC。]我就到那儿去找了{CC一}找她，但没找到。,200105205525100020,日本,1,200105,我的一个假期,70,70,52,56,61,297,C,
今年的五一节[F節]，我们一家四口人在上海过的{CJsd}。,200105205512200061,菲律宾,2,200105,我的一个假期,75,80,80,49,63,338,C,
如此过了数月，渐觉原来人在异[F異]乡是要承受那么多的煎熬。,200110801519150001,马来西亚,1,200110,我的一个假期,90,95,75,75,96,429,B,
在委托第二次接受团体（即各中小企业）研修的工作中，发生{CQ了}各种各样的问题或纠纷什么的。,200112576525100004,日本,1,200112,如何面对挫折,70,60,65,67,74,321,C,
能克服这些困难或者挫折而发展的人被认为强[F強]者{CJs}，从一个方面来看，是对的。,200112576525200014,日本,2,200112,如何面对挫折,80,55,68,57,59,305,C,
我在公司{CQ的}时间是早上九点到晚上七、八点。,200105217525200046,日本,2,200105,我的一个假期,70,80,65,51,44,300,C,
不是咖啡厅而是传统的茶馆！,200105204525200037,日本,2,200105,我的一个假期,70,90,82,70,72,377,B,
还是{CC2要}努力工作挣钱吧！,200105204525200037,日本,2,200105,我的一个假期,70,90,82,70,72,377,B,
去年春节假期前有{CD了}学校的期末考试，因为我{CD的}外婆的病情{CC病状}不好，所以我考完试[BD，]就回国了。,200105204525200077,日本,2,200105,我的一个假期,60,70,60,49,59,283,未参加,
因为我丈夫是在老挝做公务[F務]员的，老挝的公务[F務]员的工资一个月只有5{CD块}美元，这{CC1这样}怎么够用呢？,200105204525200087,日本,2,200105,我的一个假期,65,80,82,70,81,366,B,
我认为你有好多优点。,200105550523250068,韩国,2,200105,一封写给父母的信,70,60,47,39,40,241,未参加,
我的一生中，{CJ+zhuy我}遇到无数的人，无数的事情有些是容易忘记{CJs}，在我的脑海里很难再回忆起[B走]来，然而有一件事让{CC对}我刻骨铭心，我不能忘怀。,200105550523150076,韩国,1,200105,一封写给父母的信,70,75,52,44,51,281,未参加,
可是我爸爸爱做好好先生。,200105550523250079,韩国,2,200105,一封写给父母的信,75,80,63,65,72,346,C,
亲爱的爸爸，妈妈：爸爸，妈妈，您好！,200105550523250080,韩国,2,200105,一封写给父母的信,70,75,63,68,63,328,C,
压力很多。,200105550523150088,韩国,1,200105,一封写给父母的信,70,70,49,44,49,270,未参加,
其实；我长这么大，从来没与您们分居，在信中不知该从何说起{CC何从所云}？,200105550523250083,韩国,2,200105,一封写给父母的信,70,75,60,56,61,311,C,
你们最近的生活怎么样？,200105550523150098,韩国,1,200105,一封写给父母的信,65,70,52,39,54,266,未参加,
我当交换学生去中国留学可能是最大的一件事。,200105550523250099,韩国,2,200105,一封写给父母的信,70,70,71,73,67,339,C,
也许你这种{CC这么}说法过分，我把{CC认为}这句话当我生活的标语{CJba}。,200105550523150117,韩国,1,200105,一封写给父母的信,70,65,38,56,45,260,未参加,
现在我很着急，因为我快要大学毕业{CQ了}。,200105550523150119,韩国,1,200105,一封写给父母的信,0,70,41,25,56,187,未参加,
