错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
各人有各人的苦衷。,200109529529151004,泰国,1,200109,我的童年,70,85,42,32,81,302,未参加,
就去当小学教师。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
我嘛，[BC！]是全家读书最好的，就免了这份痛了。,200110540540250027,印度尼西亚,2,200110,我的童年,75,90,63,58,61,341,C,
常常听到祖母说，我是让一个印尼工人背着走到棉兰市的。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
我学会了快速反应，对突如其来的问题作出正确又迅速的回答。,200111512512250003,菲律宾,2,200111,我的一个假期,80,95,87,75,98,430,B,
现在想[B相]听听你们的意见，你们觉得我怎么样才好？,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
我觉得他会带来未来的希望。,200105550523150025,韩国,1,200105,一封写给父母的信,70,65,77,68,67,333,C,
北京的餐厅是一流的。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
所以我希望爸爸早日享受爸爸所喜欢的爱好。,200105550523250042,韩国,2,200105,一封写给父母的信,75,70,44,73,72,323,未参加,
我很担心您们的身体健康，弟弟也{CJX}后天可能回家{CD的}。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
真有意思。,200105550523250295,韩国,2,200105,一封写给父母的信,80,70,47,61,42,290,C,
爸爸，妈妈，我以后好好学习当一个在社会上有用的人才。,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
好不好！,200105550523250331,韩国,2,200105,一封写给父母的信,70,75,47,44,47,272,未参加,
但是，我的确得说这是想起来爸爸[Ppapa]妈妈。,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
我一点也不能懂爸爸的意思。[BC．],200105550523250465,韩国,2,200105,一封写给父母的信,60,75,38,49,51,259,未参加,
树[D树]绿绿的，又有白雪在那儿{WWJ},200105212540200002,印度尼西亚,2,200105,我的一个假期,80,75,72,63,59,340,B,
过了几天之后我去了成都访问中国朋友。,200105201525200083,日本,2,200105,我的一个假期,70,80,50,49,61,300,未参加,
旅游之前我很害怕东北冬天的寒冷，所以准备了四件毛衣、一件羽绒服和一件军大衣。,200105302525100061,日本,1,200105,我的一个假期,65,80,44,75,76,328,未参加,
我来去吧！,200105109525200704,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,73,53,86,339,C,
比如说，如果好多人想考一个大学，那么，{CD为了}好多人{CJ-zy就}没有机会考上大学，因为自然地只有一部分的考生可以考上{CD了}。,200105109631200723,希腊,2,200105,由“三个和尚没水喝”想到的……,80,65,48,42,37,260,未参加,
下面，试谈我对这篇短文的理解和感受。,200105109525200803,日本,2,200105,由“三个和尚没水喝”想到的……,80,70,77,53,82,352,C,
所以他们常常叫我们学华文，要[C]增[B参]加知[B智]识，认真[C]学习华文，华文是很重要的，总有一天会{CC为}变成全世界通用{CQ的}。,200102522522250017,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,75,33,44,26,237,未参加,
”这样他们{CJ+zxy的心里[B理]}都产生了计[F計]较的心理，[BC。]谁[F誰]也不到山底下去抬水。,200102522522250020,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,85,57,66,88,358,C,
现在的世界是{CD进[F進]行}高科技的世界，电脑[F腦]是对人类[F類]是很重要{CJZR}。,200203522522250030,缅甸,2,200203,记对我影响最大的一个人,75,75,28,31,41,240,未参加,
比如说实行安乐死谁实行呢？,200205204525100039,日本,1,200205,如何看待“安乐死”,60,65,27,47,56,238,未参加,
丈夫帮助妻子自杀，是在死者的要求下进行的，[BC。]但是法律上不行的行为{CJs}。,200205204525200086,日本,2,200205,如何看待“安乐死”,65,70,33,47,68,269,未参加,
第二个理由是，虽然妻子得了一种不治之症{CC不治之病}，[BC。]但是她还是活着，还没死。,200205204525200102,日本,2,200205,如何看待“安乐死”,70,85,52,72,63,334,C,
