错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
唯个人修养待以升华，一切方能侃侃而谈。,200103533519250014,马来西亚,2,200103,我对离婚问题的看法,80,85,77,70,100,406,B,
所谓“没有爱情的婚姻”也许说的是那些不是自由恋爱或是通过相亲，又或是有某种利益为目的的婚姻吧？,200103533533150020,新加坡,1,200103,我对离婚问题的看法,85,65,75,49,57,320,C,
下课休息时，有的同学到厕所小便，有的在球场遊戏，直到放学回家。,200110540540150005,印度尼西亚,1,200110,我的童年,70,90,52,75,90,370,C,
中国人虽然廖廖{CQ无几}但在族群的日常生活里都用土音很重的广西话{CC调}相互沟[F溝]通。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
以上因素把龙[F龍]目岛[F島]成了一个特殊的旅游[F遊]胜[B腾]地{CJba}。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
虽然我绝少{CQ有}返回[B方]的机会，但常能与一些童年{CC老年}老友在泗水见面，怀旧一番也是人风乐事一桩呀。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
我们家中的共同点[BD，]就是有浓厚的旅游遗传因子，因此，从小就和家人到处旅行，北上南下，吃尽美食，在我的童年中，已是非常幸运了。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
乡下地方常有酬神戏。,200103680519201619,马来西亚,2,200103,我的童年,80,90,80,93,98,436,B,
这个湖的景色非常漂亮。,200104124520200255,蒙古国,2,200104,一封写给父母的信,65,85,52,44,65,301,未参加,
因为我快要毕业了，但还没打好{CC打出}良好的语言基础，真让我感到遗憾。,200104124520200319,蒙古国,2,200104,一封写给父母的信,70,65,47,49,85,302,未参加,
送给我100元。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
虽然我也知道不应该这样对待您，可是，对我来说，这是我的很难改变的性格。,200105550523250325,韩国,2,200105,一封写给父母的信,75,80,63,65,74,348,C,
我每次接到您的信的时候，都很高兴。,200105550523250466,韩国,2,200105,一封写给父母的信,65,75,33,56,51,267,未参加,
我当然很健康，别担心。,200105550523250529,韩国,2,200105,一封写给父母的信,65,65,55,61,63,293,C,
每天都一样{CC5每天都像每天}，我从五点钟[B中]起床，然后去跑步。,200105212542200007,越南,2,200105,我的一个假期,70,75,55,28,68,285,未参加,
比如天天跟熟悉的朋友一起吃饭，出去玩儿，去买东西，我真没想到那么愉快，那么高兴。,200105212525100046,日本,1,200105,我的一个假期,70,75,34,61,68,297,未参加,
我去他的家，每天浇花的任务都{CC由}我来管。,200105201525200088,日本,2,200105,我的一个假期,80,90,87,72,83,407,B,
到了第二天，大家都渴得很了，一想到山下的水，都想下山了。,200105109627100274,瑞士,1,200105,由“三个和尚没水喝”想到的……,70,60,50,35,55,255,未参加,
要是我能把假期的时间利用好的话[B活]，我的成绩[C]也会提高的。,200105215525100001,日本,1,200105,我的一个假期,65,65,57,56,70,297,C,
每个人分担工作，自己用的水自己去挑。,200105109525100691,日本,1,200105,由“三个和尚没水喝”想到的……,70,60,61,64,57,297,C,
暴力[B利]教师也一样[BQ。]{CP他们一个人的时候{CC2时}并{CC却}没有暴力[B利]行动[BQ，]但是一个人开始{CJ-sy实施}暴力[BQ，]连一个别的教师也开始暴力[BQ，]但他们心中希望{CD的}别人阻止自己，阻止自己的行动，又说那时没有人勇敢地{CC的}阻止{CD的}他们的行动。P},200105109525100743,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,61,58,61,288,C,
这{CQ篇}短文是中国比较著名的故事之一。,200105109525100840,日本,1,200105,由“三个和尚没水喝”想到的……,70,70,70,53,64,315,C,
如果父母都有工作的话，孩子就一个人在家，没有人照顾孩子。,200106570525150004,日本,1,200106,如何看待“妻子回家”,65,85,52,74,77,343,C,
但有一天又来了一个和尚，就{CD是}变成两个和尚了，于是两[F兩]个人就抬水喝，[BC。]如“川流不息”{CQ地}共同抬水。,200102522522250017,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,75,33,44,26,237,未参加,
父亲对祖母与伯父的孝顺是让我深受[L]感动的。,200203533533250001,新加坡,2,200203,记对我影响最大的一个人,85,85,71,70,91,397,B,
现代的医学已经可以治疗过去的一些“不治之症”了。,200205204525100076,日本,1,200205,如何看待“安乐死”,65,70,44,63,65,293,未参加,
现在，我国（日本）也有和这件事件相似的事。,200205204525100110,日本,1,200205,如何看待“安乐死”,70,80,66,63,44,313,C,
难[F難]免痛苦，患难[F難]，因为[F爲]这[F這]是人生的一部分。,200205204922200118,美国,2,200205,如何看待“安乐死”,90,75,58,54,46,317,C,
例如基督教基本上禁止人们自杀[F殺]，这是因为社会有生命{CC人命}是上帝给人们的观念。,200205204525100168,日本,1,200205,如何看待“安乐死”,75,85,60,65,70,348,C,
从法律的角度，我是倾向于严格执行法律的{CD态[F態]度}。,200205204525100168,日本,1,200205,如何看待“安乐死”,75,85,60,65,70,348,C,
但这种{CC这样}情况下，法院要再考虑一点，[BC。]家里人并不是不爱她，[BC。]因为他们爱她所以受不了她痛苦的样子。,200205204525100178,日本,1,200205,如何看待“安乐死”,65,70,21,60,46,248,未参加,
我们想来想去，最终决定解除{CC止断}他的痛苦。,200205212542100044,越南,1,200205,如何看待“安乐死”,65,55,71,38,80,291,未参加,
“安乐死”一词对现代的人来说已不陌[B某]生了。,200205224525200003,日本,2,200205,如何看待“安乐死”,85,80,83,67,94,402,B,
所以家里人觉得很痛苦，不过没有任何给他做的事，不能帮助他的话，觉得比病人更痛苦。,200205224525200033,日本,2,200205,如何看待“安乐死”,65,70,41,72,58,292,未参加,
生活在高度发达{CC成长}{CQ的}社会里，法律不管有情无情，应该是维护我们的权利的。,200205209525200005,日本,2,200205,如何看待“安乐死”,75,80,74,88,77,385,B,
目前我们知道这个道理，所以众多国家明显禁止自杀[F殺]行为。,200205209525100042,日本,1,200205,如何看待“安乐死”,75,90,83,90,84,416,A,
”说的也是。,200205201525200008,日本,2,200205,如何看待“安乐死”,80,80,69,63,68,352,C,
只有住在很大房子每天吃好吃{CQ的}才能感到幸福的人也有，只要跟喜欢的人在一起就感到幸福的人也有。,200205201525200145,日本,2,200205,如何看待“安乐死”,80,80,49,58,46,305,C,
生命是宝贵的，而生命是属于个[B各]人的，所以有关生死的决定也只能由个[B各]人去做。,200205215922100004,美国,1,200205,如何看待“安乐死”,85,75,80,67,84,383,B,
但西方，特别欧洲是个人{CC个个}主义较强的地方，所以有个人说“这是我的自由的{CC而}权利来做的”[BQ，]那就差不多通过世俗之间{CJ}。,200205215525100023,日本,1,200205,如何看待“安乐死”,60,65,33,60,39,240,未参加,
与[F與]某些人关[F關]系[F係]可以很密切，但与[F與]另一些人关[F關]系[F係]则[F則]可以很疏远{CC疏离[F離]}。,200210602801250020,澳大利亚,2,200210,如何解决“代沟”问题,75,75,56,73,82,351,C,
我看在特殊的情况下可以分清{CC分明}杀[F殺]人与[F與]为人解脱痛苦的不同。[BC？],200210512512250004,菲律宾,2,200210,如何看待“安乐死”,75,70,31,47,44,256,未参加,
就我个人来讲，本人希望{CQ如果}自己陷入“安乐死”的时候有人来帮助{CC2帮}结束生命的话，社会也应该尊重我{CC他}的意思，[BC。]并且为了避免“安乐死”后的各种问题，{CJ-zy应}尽早制定些法律来规定围绕着“安乐死”的方方面面的事。,200210543525250002,日本,2,200210,如何看待“安乐死”,70,75,78,62,91,365,C,
那么，两代人之间存在的“代沟”问题要如何解决呢？,200210602801250024,澳大利亚,2,200210,如何解决“代沟”问题,90,80,73,82,95,415,B,
奖[F獎]赏的方式与方法都大同小异[F異]，不是难题；但是批评的方式与方法就必须细[F細]微小心，全是心理上跟面子问题有关的得失。,200210529529251001,泰国,2,200210,如何解决“代沟”问题,70,60,40,69,68,292,未参加,
现在社会改[C]变，有很多东西、事情以前是没有的但是现在有了[L]。[D作],200210529529151013,泰国,1,200210,如何解决“代沟”问题,65,60,42,58,44,252,未参加,
做为下一代的青年{CC年青}们也该孝顺长辈，体谅父母{CD的养育之情}，处处[D地]为父母着想。,200210540540250076,印度尼西亚,2,200210,如何解决“代沟”问题,80,70,84,71,77,372,B,
《曹雪芹小传》是我最喜欢的一本书。,200305533533150002,新加坡,1,200305,我最喜欢读的一本书,75,70,68,80,94,376,C,
我希望学习中文的外国朋友也有机会一读此书。,200305533525250038,日本,2,200305,我最喜欢读的一本书,65,65,68,75,65,322,C,
整天没有事情要做{CD的}。,200305576525200016,日本,2,200305,静音环境对人体的危害,70,85,80,76,71,374,B,
总之{CC只之}，{CQ在}我们的生活中，声响是不可缺少的。,200305576525200036,日本,2,200305,静音环境对人体的危害,65,70,71,76,80,348,C,
以[B一]身作则是最好的方法。,200405109540100892,印度尼西亚,1,200405,吸烟对个人健康和公众利益的影响,75,85,74,60,66,353,B,
政府对吸烟这一问题{CC话题}也采取了很多措施，如：在公共场所边走边抽烟的人将被罚款。,200405109540101248,印度尼西亚,1,200405,吸烟对个人健康和公众利益的影响,75,65,59,60,64,310,C,
我认为吸烟不但对个人健康有害，而且也会影响到别人的健康。,200405109540200206,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,75,80,67,46,67,326,C,
总之，吸烟一点儿也没有好处。,200405212540200108,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,75,90,58,42,56,315,C,
我觉得这是一个好事[B是]。,200405224922200080,美国,2,200405,吸烟对个人健康和公众利益的影响,75,65,47,37,47,258,未参加,
由于{CC因此}无以言说{CC无以为报}的种种因素，人们都想找个[F個]出路，来发泄{CC发狂}一下，因[L]此用{CC有}吸烟来发泄{CC惩罚}所有的不满。,200405522522210005,缅甸,2,200405,吸烟对个人健康和公众利益的影响,65,55,35,47,51,235,未参加,
第二点[C]，影响了不抽烟的人{CD之}享受清新空气[F氣]的权[F權]力[BQ，]也直接造成其他人被迫吸二手烟，进[F進]而影响了公众[F眾]的健康。,200405209715100119,几内亚比绍,1,200405,吸烟对个人健康和公众利益的影响,85,90,85,70,76,402,A,
她有好多爱好，比如画画、打太极拳、游泳等等。,200505109525200220,日本,2,200505,父母是孩子的第一任老师,75,65,69,69,79,344,C,
在学校，老师们一般都提前做准备把自己的知识告诉学生。,200505109525200407,日本,2,200505,父母是孩子的第一任老师,75,85,65,67,76,361,B,
特别是{CJ+dy这}幼年时期{CD的}父母对孩子的教育直接影响孩子的人格的构成，成年之后难以[C]改正的长处与短处大都{CJ+sy是}跟{CC在}这段[C]时间的教育有关。,200505109525100482,日本,1,200505,父母是孩子的第一任老师,60,60,77,65,84,328,未参加,
因为孩子出生在这个世界后一直到长大都由父母来照顾，[BC。]最起码孩子上学{CJX}到那时为止[B至]，整天和父母在一起。,200505109525200556,日本,2,200505,父母是孩子的第一任老师,70,90,77,65,66,361,C,
一般[B盘[F盤]]日本男人不做{CC当}家务，但我父亲是与众不同的。,200505109525100710,日本,1,200505,父母是孩子的第一任老师,65,65,55,31,61,261,未参加,
我同意“父母是孩子的第一任老师”的意见。,200505109525200640,日本,2,200505,父母是孩子的第一任老师,75,70,69,58,59,320,C,
上述[C]四[C]个原则是{CJ+zhuy我}做{CC1当做}孩子的第一任老师[F師]的条件。,200505204525100156,日本,1,200505,父母是孩子的第一任老师,60,60,48,47,69,266,未参加,
”等[C]等[C]。,200505204525200347,日本,2,200505,父母是孩子的第一任老师,65,90,58,57,61,322,C,
”这样，以后我借的东西尽快还给人家。,200505204525200347,日本,2,200505,父母是孩子的第一任老师,65,90,58,57,61,322,C,
我的父母{CD是}{CQ在}我小时候常常批评我。{CP如果我不去学院上课{CC逃课},200505204525200445,日本,2,200505,父母是孩子的第一任老师,60,65,39,45,56,248,未参加,
无论好坏的习惯孩子都能学{CC1学习}{CJ-buy到}{CJ+by这样行为}。,200505204525200469,日本,2,200505,父母是孩子的第一任老师,65,60,41,51,36,236,未参加,
据心理学者说，人出生以后首先要做的是“确认自己的存在”。,200505204525100500,日本,1,200505,父母是孩子的第一任老师,70,70,58,75,74,335,C,
所以我认为做父母的应孩要[C]当孩子的模范{CC模仿}，因为我刚才前面说到了，孩子是看看{CJcd}父母的每一个行为、[BC，]发言{CJ-sy而学习的}。,200505204525100517,日本,1,200505,父母是孩子的第一任老师,75,55,54,51,69,289,未参加,
我的朋友是四川人，我想去他的家乡。,200105205525100045,日本,1,200105,我的一个假期,65,55,42,51,37,232,未参加,
虽然我去{CC来}过上海，但是不是很熟悉，[BC。]连住的地方都还没定下来，我不知道去哪里好。,200105205525200092,日本,2,200105,我的一个假期,80,80,85,63,87,387,B,
星期六一大早，我就听见爸爸叫我。,200110919919100011,加拿大,1,200110,我的一个假期,95,75,92,68,92,417,B,
因此，错过{CC2来不及}了报名期限。,200112576525200008,日本,2,200112,如何面对挫折,70,65,60,69,61,311,C,
他们告诉了我，他们也经过和我一样的过程。,200112576525100018,日本,1,200112,如何面对挫折,80,75,86,79,76,387,B,
每天该干什么，用不着去看记事本，清清楚楚地记在脑子里了：起床--[BC→]吃饭--[BC→]上班--[BC→]下班--[BC→]上课--[BC→]吃饭--[BC→]看书或作业--[BC→]睡觉，就这[L]么简单。,200105271525200007,日本,2,200105,我的一个假期,70,75,57,65,59,315,C,
走在一条很熟悉[B习]的马路上，忽然发现以前没见过的一家小商店那么{CJX}洋溢着{CQ具有}异[B导]国情调的气氛[BQ，]十分吸引我。[BC，],200105271525200007,日本,2,200105,我的一个假期,70,75,57,65,59,315,C,
这是为什么，至今我还不知道原因。,200105271525100029,日本,1,200105,我的一个假期,80,75,67,79,94,386,B,
那时候是最愉快的时间。,200105271525200020,日本,2,200105,我的一个假期,65,70,52,58,48,279,未参加,
如果有不喜欢樱花的日本人，{CJ-zhuy他}一定是害怕虫子的。,200105271525100042,日本,1,200105,我的一个假期,70,80,47,61,66,314,C,
在回中国的飞机上，我打开{CC开}了送我来的弟弟的女朋友给我的礼物。,200105271525200037,日本,2,200105,我的一个假期,75,70,42,46,55,277,未参加,
现[F現]在我在大连[F連]有工作。,200105217525100008,日本,1,200105,我的一个假期,70,70,67,70,90,355,C,
经过江南的各个都市我终于到了绍兴。,200105217525100050,日本,1,200105,我的一个假期,65,65,65,56,55,290,C,
不仅亲眼看到{CQ了}美丽的景色，而且了解了那一段不幸的历史与中国人民对日本军国主义的仇恨及对现代日本人的友好。,200105217525200017,日本,2,200105,我的一个假期,70,85,70,65,85,367,C,
对我来说，不管假期长短，过的方法都{CC还}是一样{CJsd}，[BC。]跟朋友见面、[BC，]买东西、[BC，]看书、[BC，]看电视等，没什么特别的事。,200105204525200032,日本,2,200105,我的一个假期,65,65,70,72,74,330,C,
如果{CJX}现在的生活{CD上}，周末{CJ-zhuy我}也出去，反而我{CJ-zy会}对这{CC过}感觉到很麻烦。[BC，],200105204525200058,日本,2,200105,我的一个假期,70,70,47,35,59,269,未参加,
