错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
但因为种种的原因，导致这样{CC的}离婚现象的发生。,200103533533250012,新加坡,2,200103,我对离婚问题的看法,80,80,75,70,61,358,B,
我只能在工作中找到自我的价值。,200110540540250007,印度尼西亚,2,200110,我的童年,70,90,77,73,88,391,B,
每天都是这样。,200110540540250128,印度尼西亚,2,200110,我的童年,65,85,41,37,40,258,未参加,
这种玩意儿是考眼力，考功夫的。,200103680519201610,马来西亚,2,200103,我的童年,75,90,70,78,98,405,B,
听说最近几天{CD在}乌兰巴托下雪了，这未免也太奇怪了吧！,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
现在一定很冷，你们要多穿点衣服，要不会着[B招]凉的，你年纪{CC年龄}大{CC高}了，要注意身体。,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
我考的是高等的，所以相当难，不过我想凭我的聪明智慧应该没问题。,200104124545100427,乌兹别克斯坦,1,200104,一封写给父母的信,65,80,60,44,70,307,C,
妈妈：您好！,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
您们别担心我，我过得{CQ很}好，还有每天努力学习，身体{CC健[B建]康}也很好。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
已经到了十二点，.我今天写到这儿。[BC.],200105550523250033,韩国,2,200105,一封写给父母的信,70,70,44,39,51,262,未参加,
下次我一定会准备给你们{CD的}很红很红的“父母花”。,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
最近你们对我一半{CC一边}满意一半{CC一边}不满意，[BC。]我也知道。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
”她说：“越来越不好。,200105212525100005,日本,1,200105,我的一个假期,70,85,70,68,81,366,B,
我跟她一起去了好多地方。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
而且有中国唯一的钢琴博物馆。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
虽然我跟他们俩是初次见面，但是我朋友跟我说过很多她们俩的故事，所以我马上感觉到已经认识她们很久{CQ了}。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
