错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
如果双方真的没有感情，当初就不要结婚，这会使到双方的心理受伤害{CJjy}，也包括双方的家人。,200103533533250008,新加坡,2,200103,我对离婚问题的看法,80,75,70,44,57,317,C,
不要人云亦云，说什么结婚是[BQ“]恋爱的坟墓[BQ”]。,200103533533250031,新加坡,2,200103,我对离婚问题的看法,80,90,90,70,83,408,B,
如今我已学到了{CC3成长[F長]}各种方面语[F語]言、学问[F問]、经验[F驗][BQ，]能够[F夠]在这社会脚踏实地，替社会作一些善事。,200109529529251011,泰国,2,200109,我的童年,75,75,27,21,30,218,未参加,
为着这个缘故，太太常为了孩子买玩具之事跟我吵嘴，说我太过宠爱他们，怕宠坏了吧！,200110540540150004,印度尼西亚,1,200110,我的童年,70,85,60,58,88,353,C,
当我童年的时候，我过着一个很调皮喜爱打架又好玩的生活{CC时期}。,200110540540150006,印度尼西亚,1,200110,我的童年,65,75,47,39,56,269,未参加,
我还有很多书要看，很多课程要复习，这一次考试我还会让你们为我感到骄傲[Pjiaoao]！,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
妈妈出差回来了吧？,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
我那次去罗马度假的时候，下边的事发生了：一天早上，我走到圣彼得广场的时候，就看到通向梵地冈进口那边有一大群人{CC4人群}。[BC，],200105610616150201,德国,1,200105,我的一个假期,80,80,57,49,83,341,未参加,
我很担心您们的身体健康，弟弟也{CJX}后天可能回家{CD的}。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
我已经休学过两次。,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
你要我理解你，那么{CJ-zhuy你}为什么不理解我呢？,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
如果那时没有你们的慧眼，我现在没有对生活有自信心的现在的我{CJZR}，我用这封信由衷{CQ地}表示感谢。,200105550523250466,韩国,2,200105,一封写给父母的信,65,75,33,56,51,267,未参加,
在跟她见{CD了}面时，我可以说是在工作上的所有[L]烦恼、[BC，]辛苦都完全清除了，现在的我可以讲在大连的八天的时间不是很长的，但是获得{CC享受}了很美的感受，留下了不少的美好的回忆[B了]。,200105212525100046,日本,1,200105,我的一个假期,70,75,34,61,68,297,未参加,
我回东京时，首先做的还是跟朋友们见面。,200105209525200037,日本,2,200105,我的一个假期,70,85,67,61,66,341,C,
我一定会再去苏州。,200105201525200010,日本,2,200105,我的一个假期,70,85,82,72,90,391,B,
所以大家要同甘苦，共患难！,200105109525200502,日本,2,200105,由“三个和尚没水喝”想到的……,65,80,66,80,84,363,C,
看起来，有三位和尚应该使{CC便}挑水这件事变得更方便。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
比如{CC比喻}说，只一个人住的时候，他{CC1人家}应该自己做家务。,200105109525200685,日本,2,200105,由“三个和尚没水喝”想到的……,65,60,41,66,48,263,未参加,
