错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我好想念你[BQ，]妈妈，我好想念您的那份母爱。,200110540540150011,印度尼西亚,1,200110,我的童年,75,90,66,44,63,332,C,
祝安好！,200104124801200035,澳大利亚,2,200104,一封写给父母的信,75,90,77,75,85,396,B,
您的血压没有问题吗？,200104124545100107,乌兹别克斯坦,1,200104,一封写给父母的信,75,90,47,54,58,318,C,
到外国我才认识到对我{CJX}父母的比重很大。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
那时，我上高中二年级，成绩又不那么理想[BQ，]能不能考上大学也是不知道的。,200105550523150015,韩国,1,200105,一封写给父母的信,75,75,71,54,65,330,C,
今年的父母节，我虽然不能给您买礼物，但明年我一定给您一个贵的皮包补[F補]偿[B尝]今年的。,200105550523250021,韩国,2,200105,一封写给父母的信,65,65,63,56,61,294,C,
爸爸、妈妈：[BC！]你们好！,200105550523150029,韩国,1,200105,一封写给父母的信,65,70,47,58,58,284,C,
她最近瘦了很多，不过这是她自己愿意做的。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
所以您该保重您的身体，妈！,200105550523150055,韩国,1,200105,一封写给父母的信,70,70,55,47,67,297,未参加,
父亲！,200105550523150293,韩国,1,200105,一封写给父母的信,80,70,77,73,79,369,B,
虽然我的成绩不理想，可是我很努力。,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
比如：中国菜、中国人、中国天气、[BC，]中国文化等等。,200105550523150330,韩国,1,200105,一封写给父母的信,70,75,47,39,42,262,未参加,
以前我不孝顺父母{CD了}，但现在女儿长大了[BQ，]虽然离开了父母，但我的心整天跟父母在一起[BQ。]小的时候女儿做错的事，请爸妈都原谅[B浪]我吧！,200105550523250329,韩国,2,200105,一封写给父母的信,75,70,52,44,58,288,未参加,
学校里有七{CC7}座食堂，{CQ还有}图书馆，游泳池等。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
我希望你们身体健[B建]康！,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
我现在努力学习，为了我的将来，不断地坚持下去。,200105550523150517,韩国,1,200105,一封写给父母的信,70,70,47,44,47,266,未参加,
对我来说这是我第[C]一次到英语圈{CJ-zxy国家}的旅游{CD了}[BQ，]而且我的英语水平不是那么高。,200105212525200042,日本,2,200105,我的一个假期,65,70,32,32,44,229,未参加,
我只{CC才}爱到旅客稍微少一点的地方去。,200105209525100033,日本,1,200105,我的一个假期,70,65,50,54,44,269,未参加,
去那儿的人一定会喜欢那儿。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
大家都希望别人替自己办事。,200105109525200694,日本,2,200105,由“三个和尚没水喝”想到的……,65,80,54,60,53,300,C,
这故事让{CC认}我们知道大家合作的重要性。,200105109525200814,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,43,69,64,290,未参加,
大家都这么想的话，谁敢承担自己的任务呢？,200105109525200856,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,59,80,68,335,C,
在一个晴朗的早晨，当[F當]我做完早操之后[F後]，小惠就跑到我身边来[F來]{CQ了}。[BC，],200102522522250011,缅甸,2,200102,由“三个和尚没水喝”想到的……,75,90,64,73,91,387,B,
父亲以他的生活经验，尤其是他对中国的了解，教了我许多在书本上无法得到的讯息。,200203533533250019,新加坡,2,200203,记对我影响最大的一个人,80,65,79,81,79,372,B,
所以我们应该重视生命。,200205204525200013,日本,2,200205,如何看待“安乐死”,65,65,52,79,75,320,C,
现在在世界上很多国家面临着这个“安乐死”的问题。,200205204525100068,日本,1,200205,如何看待“安乐死”,65,70,52,63,65,301,C,
表面上的理解就是这[F這]么感情化。,200205204922200118,美国,2,200205,如何看待“安乐死”,90,75,58,54,46,317,C,
我认为安乐死有道理。,200205204525200181,日本,2,200205,如何看待“安乐死”,65,55,71,54,68,295,C,
如果他们想象我的心里，就会了解我的意思。,200205212525100040,日本,1,200205,如何看待“安乐死”,70,65,49,70,58,298,C,
消极安乐死是决定不采用积极治疗，停止维持生命的装置的方法。,200205201525200021,日本,2,200205,如何看待“安乐死”,65,70,77,65,68,331,C,
就以我本人来举个例子，自年幼父母亲把我送到外国去念[C]书，我所遇到的人和事物，都是以个人观点来行事，一切都自己来解决，当然个人的感情就显得孤立。[BC，],200210540540150005,印度尼西亚,1,200210,如何解决“代沟”问题,80,70,67,76,64,347,C,
但与此同时，作为社会中生活的人，我们也应该帮助那些一直处于失败之地的人重新走进幸福的生活，这样整个社会对挫折的“抵抗力”才会提高。,200205109615100787,捷克,1,200205,如何面对挫折,80,90,81,82,82,410,B,
听到这个消[B肖]息[BQ，]我决定{CC解决}{CC了}帮助妈妈。,200205109548100901,塔吉克斯坦,1,200205,如何面对挫折,70,65,42,36,48,247,未参加,
放心吧，我已退出学生会监察会和口艺圈了。,200205680519250006,马来西亚,2,200205,一封写给父母的信,65,80,46,71,80,330,C,
没有我在身边照顾[F顧]，一定要好好照顾[F顧]身体。,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
我一定会回来的。,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
儿：[BC.]××,200205680519150036,马来西亚,1,200205,一封写给父母的信,80,70,68,65,80,353,C,
工作上一切都很顺利，希望不久后可以申请调回家乡分行，到时可以就近照顾[F顧]你们{CC您们}。,200205680519250031,马来西亚,2,200205,一封写给父母的信,75,80,65,75,88,374,B,
