错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我班的一个学生就是因父母离异，他便自暴自弃，成天{CC弄天}做[B作]些违规法秩的事。[BC，],200103533533250022,新加坡,2,200103,我对离婚问题的看法,85,75,87,72,96,407,B,
（这并不是我所想的，是周围朋友给予我的一些生活启发{CC问题}，也是我们常谈的一些家常事。,200103533533250023,新加坡,2,200103,我对离婚问题的看法,75,80,67,72,76,361,B,
我和哥哥总是坐在一个班里[L]。,200110540540250020,印度尼西亚,2,200110,我的童年,65,85,36,39,54,269,未参加,
爸爸去世那一年，我才五岁。,200110540540250027,印度尼西亚,2,200110,我的童年,75,90,63,58,61,341,C,
有一次，看到别的{CC位}同学都订新书，我很羡慕，回家向母亲[F親]说，今年课本不一样，要再买，给我骗过去了，她也只好答应给钱。,200110540540250107,印度尼西亚,2,200110,我的童年,60,80,60,58,70,315,C,
他特地在船头插上一枝鲜红的三角旗，好让我认他的船。,200103680519201612,马来西亚,2,200103,我的童年,85,85,86,83,93,427,A,
我觉得首先要把最早考试的那门课开始较好{CJba}，反正全部都要温习，所以甭去考虑太多，时间要紧。,200104124610200377,法国,2,200104,一封写给父母的信,70,85,47,49,56,299,未参加,
最近怎么样？,200105550523250033,韩国,2,200105,一封写给父母的信,70,70,44,39,51,262,未参加,
我真失望[B亡]{CJX}{CQ对}我自己。,200105550523150333,韩国,1,200105,一封写给父母的信,65,65,41,44,36,235,未参加,
所以你们放心！,200105550523250343,韩国,2,200105,一封写给父母的信,65,80,58,51,54,296,C,
妈也知道我在国外住了一年，那个时候我长大了不少，我真的感谢上帝。,200105550523250518,韩国,2,200105,一封写给父母的信,70,65,36,35,38,230,未参加,
现在也不知道怎么对他们表示感谢好。,200105224525200008,日本,2,200105,我的一个假期,70,75,77,79,83,373,B,
他们说[F說]什么[F麼]什么[F麼]富贵[F貴]呀、发财[F財]呀等奇奇怪怪的话[F話]。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
第二天，我们到玄武湖游[F遊]玩，但人实在太多，最后跟几[F幾]位朋友走散{CC分散}了。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
她说春节之间的{CD好}几天对越南来说{CJ-sy是}特别的日子。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
因为那个越南女士教给我许多事，刻在每个人的心上，整个旅游期间{CC之间}，我们没有遇到麻烦事，都{CQ很}安全、[BC，]顺利、[BC，]愉快地{CJ-sy结束}旅行了。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
我姥[B老]爷不爱说话，每天早上四点起来就开始写论文。,200105201525200088,日本,2,200105,我的一个假期,80,90,87,72,83,407,B,
我读完“三个和尚没水喝”的文章，就想起来了我的坏{CC球}毛病。,200105109525200499,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,70,77,75,349,B,
因为挑水是一个人干的。,200105109525200507,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,50,71,73,315,C,
很多人喜欢容易的事、[BC，]不辛苦的事。,200105109525200695,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,36,55,50,255,未参加,
有时候觉得辛苦。,200105109525100718,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,57,53,77,295,未参加,
不靠别人，认真地[B得]工作。,200105109525200814,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,43,69,64,290,未参加,
公寓里面的人都以为别人去救她，所以自己不用去。,200105109525200841,日本,2,200105,由“三个和尚没水喝”想到的……,70,65,57,66,61,305,C,
自己应该做，但觉得很麻烦。,200105109525200846,日本,2,200105,由“三个和尚没水喝”想到的……,60,55,21,40,41,198,未参加,
因为我有点了解要用安乐死的人家的感情，[BC。]所以我赞成安乐死的使用。,200205204525100005,日本,1,200205,如何看待“安乐死”,65,60,52,49,61,270,未参加,
当然生命对人只有一次。,200205204525100044,日本,1,200205,如何看待“安乐死”,70,70,52,45,58,283,未参加,
另一种是脑死的病人，他们虽然活着，但却什么都不能做。,200205204529100072,泰国,1,200205,如何看待“安乐死”,70,65,55,26,51,253,未参加,
再说，人的生命更不应该由他人来控制。,200205212525100023,日本,1,200205,如何看待“安乐死”,75,65,66,79,89,361,C,
我认为世界上大部分的人对“安乐死”这个概念不太了解。,200205212525200037,日本,2,200205,如何看待“安乐死”,80,75,74,79,77,376,B,
实行“安乐死”这种行为是断绝人的生命，[BC。]断绝人的生命相当{CC相等}于杀人吗？,200205209525100032,日本,1,200205,如何看待“安乐死”,75,85,80,70,77,380,B,
她{CQ的}死因是脑梗[B硬]塞。,200205209525100045,日本,1,200205,如何看待“安乐死”,65,65,52,72,44,282,C,
而且我期待医学的更好的发展。,200205209525100045,日本,1,200205,如何看待“安乐死”,65,65,52,72,44,282,C,
进行安乐死的最大的意义就在这一点。,200205209525200029,日本,2,200205,如何看待“安乐死”,80,85,88,76,89,412,B,
感到痛苦而死的也有，不感到痛苦而死的人也有。,200205201525100072,日本,1,200205,如何看待“安乐死”,85,75,35,51,68,306,未参加,
除了中国之外许多国家都有类似的问题。,200205201525200094,日本,2,200205,如何看待“安乐死”,75,70,52,70,54,310,C,
很多长辈们都是因为放不下面子，所以很少主动和晚辈沟通，因而扩大了彼此之间的代沟。,200210602801250019,澳大利亚,2,200210,如何解决“代沟”问题,80,85,84,89,93,425,A,
虽[F雖]然放弃[F棄]生命是一种[F種]极度{CC极[F極]力}悲观的想法，但要长[F長]期和病魔抗争[F爭]下去[BD。]绝非一件易事。[BC；],200210543634250003,英国,2,200210,如何看待“安乐死”,70,85,56,73,55,331,C,
所以多了解孩子们的行为、[BC，]交友、[BC，]活动范围，甚至他们所看的书、[BC，]电视节目、[BC，]电影等都有助于父母与孩子间的沟通。,200210540540250060,印度尼西亚,2,200210,如何解决“代沟”问题,85,85,84,78,91,418,A,
他们的生活一般来讲是比现在的差。{CP上一辈千辛万苦把下一辈养大，供他们读书，是很希望后一辈能过着比他们更好更幸福的生活{CJsd},200210540540250063,印度尼西亚,2,200210,如何解决“代沟”问题,65,80,62,80,77,352,C,
而以我个人而言，“代沟”是可以解决{CC沟通}的，那要看我们怎样对待这个问题。,200210540540250076,印度尼西亚,2,200210,如何解决“代沟”问题,80,70,84,71,77,372,B,
代沟问题通常出现在婆媳之间，常常因为{CC为了}双方对某某事情的观点不一，但其出发点总是好的。[BC，],200210540540150093,印度尼西亚,1,200210,如何解决“代沟”问题,65,75,56,76,79,338,C,
如今我们在世，对自己有过[F過]影响的人也曾有过[F過]。,200203522522110008,缅甸,1,200203,记对我影响最大的一个人,70,70,31,35,41,235,未参加,
每天回[B会]到家都疲惫极了。,200205109519200479,马来西亚,2,200205,如何面对挫折,70,90,78,71,77,379,B,
人应该想[BQ，]每逢遇到困难，应该先冷静下来，不用紧张，慢慢想出办法解决问题，困难只是一种挑[B调]战。,200205109529200548,泰国,2,200205,如何面对挫折,80,80,56,49,53,310,未参加,
实际上，他们没有从他们的失败中吸取教训，以为{CJX}他们因为{CC2因}考试的难度{CJ-sy增加}而永远不会考试及格。,200205109610101076,法国,1,200205,如何面对挫折,80,80,65,71,57,345,B,
不是有一句著名的话说[BD：]“失败是成功的母亲”吗？,200205109610101076,法国,1,200205,如何面对挫折,80,80,65,71,57,345,B,
可喜的是[BQ，]最终我倒[B到]找到了一家有名的好大学[BQ，]有我想读的专业。,200205109634201080,英国,2,200205,如何面对挫折,65,70,76,89,64,350,C,
