错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
例如：性格上的不和、婚外情、社会地位的变化、感情破裂、经济问题、没有好好地经营婚姻等[BQ，]都会造成离婚，导致家庭破裂。,200103533533250010,新加坡,2,200103,我对离婚问题的看法,80,85,72,68,90,389,B,
常常听到祖母说，我是让一个印尼工人背着走到棉兰市的。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
课外活动最让我感到荣幸。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
随着年龄的增长我们已渐渐长大，刚好在我七岁那年，我家附近的米店{CJ-sy发生}火灾。[BC，],200103680519101603,马来西亚,1,200103,我的童年,80,80,75,72,85,384,B,
只是，后来明白什么是“死亡”后，除了明白亲爱的外公就是因“死”而离开我，也明白了我的童年就此结束。,200103680519201619,马来西亚,2,200103,我的童年,80,90,80,93,98,436,B,
妈，我在这边的生活一切都很好。,200104124501200069,中国,2,200104,一封写给父母的信,90,75,55,49,72,335,未参加,
祝你们身体健康。,200104124510100275,朝鲜,1,200104,一封写给父母的信,80,90,68,73,81,387,B,
我正在努力复习所有的课程，所以你们不用担心，我一定会取{CQ得}好成绩！,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
爸爸、[BC，]妈妈，你们好！,200104124610200377,法国,2,200104,一封写给父母的信,70,85,47,49,56,299,未参加,
别担心[BQ，]我{CQ会}更努[B务]力找好工作减[B感]少{CD了}爸爸的负担。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
我当时一边看着风景，一边{CQ觉得}很可惜，因为您们还没来过{CC到}这儿，所以我现在有一个愿望，[BC。]那就是这样的，[BC。]虽然我还没经济独立，可是我马上大学毕业，找工作，那么我一定让{CC把}您们去桂林旅游{CJba}，到那个时候，{CD少点}等着我吧！,200105550523150049,韩国,1,200105,一封写给父母的信,75,85,63,61,47,324,C,
如今{CD剩}儿女长[F長]大成人，不就图能积点德吗？[BC，],200105550523250291,韩国,2,200105,一封写给父母的信,65,90,58,51,65,320,C,
爸爸妈妈！,200105550523150330,韩国,1,200105,一封写给父母的信,70,75,47,39,42,262,未参加,
我每次看那些钟表{CC表钟}，觉得很好看、很有用。,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
谁言寸草心，报得三春晖？[BD┘],200105550523150499,韩国,1,200105,一封写给父母的信,85,85,41,68,70,344,未参加,
这是我在中国度过的最好的假期，同时也是最美好的回忆。,200105209525100026,日本,1,200105,我的一个假期,80,75,80,75,98,399,B,
一月二日，我跟朋友乘坐火车前往西安。,200105209529100050,泰国,1,200105,我的一个假期,80,95,80,70,76,396,B,
这次{CJ-sy是}我第二次韩国旅行。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
这位女士{CJ-sy是}在北京长大的越南华侨，[BC。]所以我们用汉语交流。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
先决定抬水的顺序{CC顺番}。,200105109525200599,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,48,62,53,291,C,
我觉得这样想是不应该的。,200105109525200604,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,63,75,66,325,C,
可是我们的心情跟那三个和尚一模一样。,200105109525100705,日本,1,200105,由“三个和尚没水喝”想到的……,85,65,66,75,77,357,C,
我认为这是一个政治问题。,200105109525100726,日本,1,200105,由“三个和尚没水喝”想到的……,75,65,63,75,68,333,C,
同屋回答：[BQ“]忙[BQ”]。,200105109542200734,越南,2,200105,由“三个和尚没水喝”想到的……,70,75,54,44,77,309,未参加,
