错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
记得有一次，我吵着买一个{CC架}汽车玩具，妈妈三番四次哄我别买，价钱太贵，我根本听不入耳，以致被爸爸严厉地{CC的}责骂{CC责罚}一顿，不许我吃饭。,200110540540150004,印度尼西亚,1,200110,我的童年,70,85,60,58,88,353,C,
我最小，也最乖巧，他也就最疼我。,200103680519201619,马来西亚,2,200103,我的童年,80,90,80,93,98,436,B,
还是甭提了吧！,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
我希望你们的身体都建康，希望万事如意。,200104124941200137,玻利维亚,2,200104,一封写给父母的信,75,70,38,25,47,244,未参加,
我很希望我所准备的礼物使你们满意{CC满足}。,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
刚过不久的5月8日是韩国的父母节。,200105550523250004,韩国,2,200105,一封写给父母的信,80,75,85,54,74,359,B,
从现在{CQ起}我要帮你们的忙。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
我很担心[B信]您做买卖的时候，您觉得太热。,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
我从来没有懒过，放弃过自己的学习{CC本领}。,200105550523250009,韩国,2,200105,一封写给父母的信,65,70,60,68,56,305,C,
我已经二十七岁了，我也知道我的年龄并不小{CC2少}了。,200105550523250037,韩国,2,200105,一封写给父母的信,65,75,47,58,56,288,C,
爸爸！,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
你们知道吗？,200105550523250342,韩国,2,200105,一封写给父母的信,70,70,55,61,42,286,C,
”但我们住的地方离游乐园太远，而且当时我们家没有汽车，没办法到游乐园玩。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
可能因为那年寒假是我第一次去中国旅游，或者因为{CC4还是}对我来说黄山已经给我那么深刻的印象，到现在我还是不知道。,200105212540200002,印度尼西亚,2,200105,我的一个假期,80,75,72,63,59,340,B,
爸爸，妈[F媽]妈[F媽]!快要{CJ-sy放}暑假了，这[F這]次暑假我一定帶她到釜山去，好吗[F嗎]?天气[F氣]也渐[F漸]渐[F漸]热[F熱]了，爸爸!你{CQ不}是不喜欢[F歡]热[F熱]的吗[F嗎]!跟伯父在家里好好休息。[BC.],200105550523150520,韩国,1,200105,一封写给父母的信,80,65,60,35,38,266,未参加,
可是你们一点也没有表现{CC显示[B视]}出讨厌{CC麻烦}这个小孩子。,200105550523250527,韩国,2,200105,一封写给父母的信,70,65,60,35,58,274,未参加,
我最喜欢去看海，在海滩上晒晒太阳，看日落[BD，]等等。,200105212540200009,印度尼西亚,2,200105,我的一个假期,70,90,77,68,92,390,B,
”我回答：“青森”[BQ，]他不相信我[BQ，]因为青森是离{CC从}那儿很远{CJs}。,200105209525100059,日本,1,200105,我的一个假期,70,70,67,65,66,326,C,
他给我的{CD东西}不仅[B尽]是这些东西还给我快乐。,200105209525100059,日本,1,200105,我的一个假期,70,70,67,65,66,326,C,
好在两个女孩子也会说汉语，因此我们在沟通交流{CC4沟交}上没有什么不方便的事了。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
