错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
在这方面很多现代的年轻人就做不到了，就产生现在的高比例{CC2率}的离婚现状。,200103533533150002,新加坡,1,200103,我对离婚问题的看法,90,70,42,30,39,264,未参加,
到了高中，我不但当了班上的主席，还被选为学生会的学习部。{CJ-zy我},200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
我的童年可以说是[B最]美好的[BQ。]虽然我们以前很穷[B究]，但我们一家四口人过得很开心。[BC，],200110540540250128,印度尼西亚,2,200110,我的童年,65,85,41,37,40,258,未参加,
多悲惨{CC冷漠}的童年。,200103680519201609,马来西亚,2,200103,我的童年,85,75,64,80,85,381,B,
依我看，中国有很美好的前途，虽然在世界上它还是发展中的一个国家，但是我觉得[L]，在发展中国家中，中国可以作为一个榜样。,200104124538100152,伊朗,1,200104,一封写给父母的信,65,85,49,39,47,275,未参加,
一想起你们就{CJX}心中产生一种说不出的亲切感。,200104124520200319,蒙古国,2,200104,一封写给父母的信,70,65,47,49,85,302,未参加,
亲爱的爸爸、妈妈！,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
所以放心吧！,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
但爸爸，您也得关心您的身体，不要只为您的家族那么辛苦。,200105550523150003,韩国,1,200105,一封写给父母的信,70,70,60,63,61,312,C,
想起这件事我偷偷地流下{CQ了}眼泪。,200105550523150048,韩国,1,200105,一封写给父母的信,70,80,58,47,76,321,C,
我的老师是很善良的人，所以我可能回家。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
世界上最爱{CD上}{CD的}我的爸爸！,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
我有的时候，让你们很担心，很伤心。,200105550523250331,韩国,2,200105,一封写给父母的信,70,75,47,44,47,272,未参加,
身体好吗？,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
当然妈妈的职业跟《[BC<]月牙儿》[BC>]里的妈妈不一样，[BC。]但是那[B哪]个小女孩儿很爱她的妈妈，[BC。]我也是的。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
有一位女老师讲话{CC2讲}{CD得}很清楚，而且漂亮。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
吧！,200105550523250527,韩国,2,200105,一封写给父母的信,70,65,60,35,58,274,未参加,
