错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
现在，每个国家的离婚率{CQ都}越来越高，为什么？,200103533533250008,新加坡,2,200103,我对离婚问题的看法,80,75,70,44,57,317,C,
在单亲家庭中成长的子女，不是缺少母爱就是父爱，最终成了问题少年，从而影响社会稳定。,200103533533250018,新加坡,2,200103,我对离婚问题的看法,80,80,87,58,96,393,B,
我相信这[F這]主要在于人们的思想。,200103533533150033,新加坡,1,200103,我对离婚问题的看法,85,75,85,68,79,384,B,
我们在旅途中吃得很差，但却觉得好吃，每一餐都是天下美味，让我感到一生中最愉快的日子{CJZR}。,200110540540150013,印度尼西亚,1,200110,我的童年,85,95,63,58,79,376,C,
他常说：“[BC「]爸爸并[F並]不富裕，没有多少钱能留给你们，但我要你们有智慧，有爱心，将来做个有用的人，造福人类。,200110540540250021,印度尼西亚,2,200110,我的童年,90,90,82,68,81,409,A,
我有先天性的缺陷，我的双耳听觉程度只有正常人的一半，即[B既]中等弱听。,200103680519201605,马来西亚,2,200103,我的童年,85,85,15,80,85,345,未参加,
我相信这一段快乐的时光会永远烙印在记忆{CJ+zxy的沉渊}里。,200103680519201608,马来西亚,2,200103,我的童年,90,90,89,88,98,453,A,
小时候，我是个“假小子{CC3男孩子头}”，无论行为举止或嗜好，都十分男性化。,200103680519201611,马来西亚,2,200103,我的童年,90,85,94,90,95,451,A,
这些都只是小事{CD一桩}，最严重的一件事还是“流血事件”。,200103680519201611,马来西亚,2,200103,我的童年,90,85,94,90,95,451,A,
妈妈听了，也不明白我说什么，只好挥手又摇头，无可奈何。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
我还是觉得{CC感到}跟您在一起我很愉快。,200104124545100107,乌兹别克斯坦,1,200104,一封写给父母的信,75,90,47,54,58,318,C,
我很好，身体健康，只不过最近忙{CD得}不过来。,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
妈，你最近身体怎么样？,200104124520200255,蒙古国,2,200104,一封写给父母的信,65,85,52,44,65,301,未参加,
现在时间不早了，以后再跟{CC给}你们联系。,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
