错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
其实两人建立的家，两人都应有一定的责任。,200103533533150016,新加坡,1,200103,我对离婚问题的看法,95,80,75,51,83,380,C,
人的感情是很复杂的，我都承认这些想法。,200103533525250034,日本,2,200103,我对离婚问题的看法,75,75,65,75,74,354,B,
接着她开始唱：“宝贝，你爸爸正在过着动荡的生活，他参加……”这优美凄哀的催[B摧]眠曲[L]，至今还铭刻在我心中，因为它是我童年的良伴！,200110540540250019,印度尼西亚,2,200110,我的童年,65,85,44,42,85,311,未参加,
再见！,200104124520200255,蒙古国,2,200104,一封写给父母的信,65,85,52,44,65,301,未参加,
雅典是不是在这一年当中变了{CC变得}很多了？,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
我在这儿过的很好，你们不用为我担心。,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
我快乐地在北京度过了我的童年。,200105610610250214,法国,2,200105,我的一个假期,90,85,80,58,87,397,B,
那时候应该给您们写信但我没写信对您们对不起{CJZR}。,200105550523250006,韩国,2,200105,一封写给父母的信,65,60,52,42,38,240,未参加,
而我也是。,200105550523150012,韩国,1,200105,一封写给父母的信,70,60,79,65,74,333,C,
但现在我认为我是个大女儿，所以我可以当责任感和独立心{CQ都}很强[F強]的人。,200105550523250013,韩国,2,200105,一封写给父母的信,65,60,63,44,51,266,未参加,
近来您们的健[B建]康怎么样？,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
吃的、[BC，]住的、[BC、]学习{CD的}都很好。,200105550523250039,韩国,2,200105,一封写给父母的信,65,75,66,49,65,307,C,
什么事我都能做到，我有自信[B心]，对我自己选[F選]择[F擇]的，我没有后悔，我会成功，妈，期待{CJ+buy一下}{CQ吧}！,200105550523250050,韩国,2,200105,一封写给父母的信,65,70,36,42,49,248,未参加,
从小到大为了{CJX}你们照顾我，我们的生活是除了挣钱以外什么都没用享受过。,200105550523250051,韩国,2,200105,一封写给父母的信,70,70,47,49,49,273,未参加,
我有一种{CD感受}我从来没有过的感受，[BC。]那就是我也是社会的一个成员，我有责任要保护自然。,200105212542200007,越南,2,200105,我的一个假期,70,75,55,28,68,285,未参加,
五一的假期，我跟朋友去了汕头、[BC，]潮州、[BC，]厦门旅游。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
听说傣族喜欢暖和的地方，元阳海拔高，大约2000米以上，因此这儿傣族是很少看到的。,200105209525200062,日本,2,200105,我的一个假期,75,70,77,70,83,364,B,
真可惜！,200105209541100030,约旦,1,200105,我的一个假期,65,75,37,28,46,238,未参加,
我和朋友们一见了面，心里的烦恼[F惱]就消失了。,200105209525200037,日本,2,200105,我的一个假期,70,85,67,61,66,341,C,
经过这次旅游，我们遇到了许多想不到的事情。,200105201525200011,日本,2,200105,我的一个假期,70,70,72,68,63,331,C,
这种现象，尤其是公司等组织里并不少见{CC少的}[BQ，]而且它影响项目管理，甚至影响到整个组织工作的运作，或整个公司的经营。,200105109525200477,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,86,69,93,382,B,
现在哈尔滨的很多大学生为了保护森林，尽量不使用方便筷子、[BC。]一次性的饭盒。,200105109525200601,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,73,64,59,330,C,
我觉得还可以合作。,200105109525200689,日本,2,200105,由“三个和尚没水喝”想到的……,75,85,70,69,61,353,B,
后来谁也不知道他的消息[BD…]。,200105109525100706,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,45,64,57,262,未参加,
要吃苦。,200105109616100722,德国,1,200105,由“三个和尚没水喝”想到的……,70,65,48,44,50,263,未参加,
我们本来约好星期二大家在一起把系里交给的任务干好。,200105109542200734,越南,2,200105,由“三个和尚没水喝”想到的……,70,75,54,44,77,309,未参加,
而和尚生活的庙代表着我们生活的环境。,200105109525200803,日本,2,200105,由“三个和尚没水喝”想到的……,80,70,77,53,82,352,C,
我读这个传说以后，想起来了另一个漫画。,200105109525200809,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,73,66,82,349,C,
我觉得这样的人不少见，[BC。]可是{CC而且}结果是后悔，或者不明白自己买的原因。,200105109525200816,日本,2,200105,由“三个和尚没水喝”想到的……,65,60,59,58,79,304,C,
我很尊敬{CC敬爱}妈妈。,200203522522150029,缅甸,1,200203,记对我影响最大的一个人,65,60,14,27,26,175,未参加,
当然生命对人只有一次。,200205204525100044,日本,1,200205,如何看待“安乐死”,70,70,52,45,58,283,未参加,
如果我得了一种不治这症就{CJ-sy会}怎么样？,200205204525200047,日本,2,200205,如何看待“安乐死”,65,60,41,60,68,277,未参加,
但是如果法律里有承认安乐死，[BC、]那我不想批评进行安乐死的人和家属、医生，[BC。]因为每个人都有自己的想法。,200205204525200058,日本,2,200205,如何看待“安乐死”,75,60,33,45,46,245,未参加,
每人都应该有自由{CC2自由自在}，所以对他们的生命[BD。]也应该可以做出决定，不应该由[B有]法律来管。,200205204529100072,泰国,1,200205,如何看待“安乐死”,70,65,55,26,51,253,未参加,
