错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我感觉难受。,200105610610250209,法国,2,200105,我的一个假期,70,80,57,61,63,321,C,
我从来没有懒过，放弃过自己的学习{CC本领}。,200105550523250009,韩国,2,200105,一封写给父母的信,65,70,60,68,56,305,C,
别担心[BQ，]我{CQ会}更努[B务]力找好工作减[B感]少{CD了}爸爸的负担。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
爸爸也很辛苦，听说跟妈妈在一起，我想您的身体也是不正常。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
爸爸、妈妈，我每次看到你们的脸，都感到可惜。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
这一定给老爸很多的难题。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
我们一边洗澡一边淡话，很长时间在那里。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
大約10分钟{CQ后}我的身体也暖了起来，还登到象鼻山顶[F頂]喊了两声[BQ]Hello[BQ]。,200105212525200047,日本,2,200105,我的一个假期,70,80,80,63,79,362,C,
我当翻译以后才发现{CD了}以前跟中国人用汉语交流时[BQ，]我的语言理解是太马马虎虎的{CJsd}。,200105224525200006,日本,2,200105,我的一个假期,70,70,77,75,81,361,C,
我现在在中国留学，我的身份[B分]是汉语进修生，一个学生而已。,200105215525100008,日本,1,200105,我的一个假期,70,70,77,75,74,354,C,
这个问题和“三个和尚没水喝”有什么关系呢？[BD。],200105109525100743,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,61,58,61,288,C,
过[F過]了不久，庙里又增加{CC添加}了一位僧人，第二位僧人[BD，]刚[F剛]到时[F時]因不太好意思，有时[F時]也跟着[F著]到山底下挑水。,200102522522250009,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,80,69,54,64,327,C,
[BQ”]于是大家挖[C]呀挖[C]，已经挖[C]了很深{CQ了}，但是还是没有水出来，大家都挖[C]得{CD很}满[F滿]身大汗，最后还是挖[C]不出水来。[BC，],200102522522150016,缅甸,1,200102,由“三个和尚没水喝”想到的……,75,65,38,48,64,277,未参加,
{CP传说古时候[BQ……]，这段[B短]故事虽然没有什么很大的意义，[BC。]但是对我们来讲，也是很有兴趣和大家共同分享{CC做事}，能成为有意义{CC利意}{CQ的}。P},200102522522250017,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,75,33,44,26,237,未参加,
记得有一次在学校我捡[F撿]到一块手表，我高兴得拿回家去给妈妈看。,200203522522150004,缅甸,1,200203,记对我影响最大的一个人,85,65,64,58,59,320,C,
我也在他的影响下，安安心心地走完自己的人生，也希望把所学的技术，应用在自己的牧场[F場]，也能使周围[F圍]的人们，更{CJX}有{CD很}多工作机会。,200203522522150025,缅甸,1,200203,记对我影响最大的一个人,80,75,69,62,55,332,C,
