错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我的学校朋友并不多，不过他们跟我很熟。,200109529529251005,泰国,2,200109,我的童年,70,75,39,49,61,283,未参加,
爸爸妈妈在家里开了一个小店，卖米、糖、油之类的东西。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
真神气！,200110540540250025,印度尼西亚,2,200110,我的童年,70,90,66,63,76,358,C,
虽然我在童年时[BD，]非常爱哭，但是我却在每一个人的心中[BD，]留下{CQ了}深刻的印象。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
我认为他应该考的不错，因为他一向学习努力嘛。,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
不过，我快要毕业{CQ了}，现在考虑到他们教给我的{CC得}[BQ，]怎么样都没办法{CQ了}。,200104124630200404,西班牙,2,200104,一封写给父母的信,65,75,38,37,49,251,未参加,
姐姐家里生活怎么样呢，她小孩儿呢？,200104124545100426,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,47,39,49,275,未参加,
还好吗？,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
亲爱的爸爸，妈妈！,200105550523250037,韩国,2,200105,一封写给父母的信,65,75,47,58,56,288,C,
昨天晚上弟弟给我打电话以后，我知道了妈妈{CD的}腰疼严重，{CD所以}{CQ和}住院的事情。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
我打算毕业以后[BD，]找工作。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
身体好吗？,200105550523150292,韩国,1,200105,一封写给父母的信,70,75,74,77,81,366,B,
送{CD给}你们外国旅行，吃好的{CC得}东西啊[B阿]！,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
”虽然这么说，{CD我}随着时间的流逝{CC2过}我自己也越来越失去了对自己的信心[BQ。]上次我参加的翻[Pfān]译[B议]考试我没考上{CC3考不上了}。,200105550523250355,韩国,2,200105,一封写给父母的信,70,75,74,47,49,304,C,
所以不管以后的生活怎么样，我是想永远珍惜那一段经历{CJsd}。,200105212525100018,日本,1,200105,我的一个假期,70,70,82,77,94,381,C,
在韩国最有意思的是买东西。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
天天从早到晚工作。,200105224525200026,日本,2,200105,我的一个假期,70,70,52,54,46,280,C,
用上新科技——手提电话[F話]也不能会合。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
今年寒假的时候，我跟两个日本朋友一起去越南旅游了。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
哈尔滨可看的地方实在挺多。,200105302525100061,日本,1,200105,我的一个假期,65,80,44,75,76,328,未参加,
首先在庙里只有一位和尚时，如果他要喝水的话，没办法，就该亲自到山底下挑水喝。,200105109525200441,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,54,77,57,315,C,
我读{CQ完}这{CC文}篇[B遍]“三个和尚没水喝”{CQ的}短文以后想到有一个中国古代的思想家说的“人性本恶{CC4人是本来恶性}”，我觉得很有道理。[BC，],200105109525100715,日本,1,200105,由“三个和尚没水喝”想到的……,65,65,39,53,66,272,未参加,
我读了这篇[B遍]短文以后觉得非常有意思，以前在上课的时候也学过跟这篇[B遍]差不多的短文。,200105109525100718,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,57,53,77,295,未参加,
我回房间后马上给几个同学{CC同班}打电话，想问个清楚，结果真是出乎意料{CC4突出发的意料}，原来大家都想：“只是小小的事，用不得那么多人，少了我一个也没什么事”。,200105109542200734,越南,2,200105,由“三个和尚没水喝”想到的……,70,75,54,44,77,309,未参加,
反过来说他们希望别人替自己去山下抬水。,200105109525100743,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,61,58,61,288,C,
我觉[F覺]得妇女不该[F該]整天只呆在家里[F裏]。,200106570634250017,英国,2,200106,如何看待“妻子回家”,75,80,74,60,54,334,C,
传说古时[F時]候，在一座高山上的一座庙里[BD，]有一个和尚，他每天都要到山底下自己挑水喝，后来又来了一个和尚，于是两个人就抬水喝。,200102522522150015,缅甸,1,200102,由“三个和尚没水喝”想到的……,85,90,43,68,82,364,未参加,
不然{CC不如}的话[BQ，]一个和尚也不会有水喝。,200102522522150023,缅甸,1,200102,由“三个和尚没水喝”想到的……,85,65,74,62,77,352,C,
从{CC在}我懂事以来，印象最深刻，也是影响我最大的一个人是父亲[F親]。,200203533533250012,新加坡,2,200203,记对我影响最大的一个人,80,70,64,62,64,330,C,
父亲[F親]逝世多年，我有今天的成就，是父亲用他的爱来影响我的一生。,200203533533250012,新加坡,2,200203,记对我影响最大的一个人,80,70,64,62,64,330,C,
谁也不想受到痛苦，想过很舒服的，{CJ+sy过}快乐的生活。,200205204525200013,日本,2,200205,如何看待“安乐死”,65,65,52,79,75,320,C,
因为，她要自杀的，她自己要自杀的。,200205204525200051,日本,2,200205,如何看待“安乐死”,60,55,66,65,49,276,未参加,
那[BD、]是哪一个最好的呢？,200205204525200143,日本,2,200205,如何看待“安乐死”,65,60,35,54,46,243,未参加,
患者是忍受着病魔的侵害，而他的家人呢[BQ？]更是受着精神方面的{CJ-dy无比}痛苦，如果这样的话只有“[BC‘]安乐死”[BC’]才能让他们得到安稳。,200205204525200162,日本,2,200205,如何看待“安乐死”,90,75,91,74,87,411,B,
现在欧州的有一部分的国家已经有关于{CC对于}“安乐死”的法律。,200205212525100047,日本,1,200205,如何看待“安乐死”,80,65,74,79,65,351,B,
就是人有出生的权利的话，同样也应有选择死亡的权利。,200205224525200003,日本,2,200205,如何看待“安乐死”,85,80,83,67,94,402,B,
