错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我读书比较早。,200110540540250020,印度尼西亚,2,200110,我的童年,65,85,36,39,54,269,未参加,
当我还念小学的时候，祖母年老不再外出卖糕了，这个工作就由我和姐姐俩人承担了。,200110540540250132,印度尼西亚,2,200110,我的童年,65,70,52,49,92,314,未参加,
从{CC在}我七岁开始，除了上学以外，回到家里还要帮{CC1帮忙}妈妈煮饭、洗衣和照顾幼小的弟妹。[BC，],200103680519201607,马来西亚,2,200103,我的童年,90,85,50,47,80,349,未参加,
但由于学习忙所以现在才写回信。,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
听说最近几天{CD在}乌兰巴托下雪了，这未免也太奇怪了吧！,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
如果别的公司允许我跟他们一起生活的话，我就下决定去那儿。,200105550523150028,韩国,1,200105,一封写给父母的信,65,70,41,47,67,276,未参加,
家里没事吧。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
虽然这跟那儿不一样，我知道她一定会努力的。,200105550523250051,韩国,2,200105,一封写给父母的信,70,70,47,49,49,273,未参加,
这个星期二就是父母节[BQ，]可我没时间过去看爸妈[BQ，]真对不起。,200105550523250058,韩国,2,200105,一封写给父母的信,75,70,82,70,58,344,B,
您总是一个严格的父亲。,200105550523250325,韩国,2,200105,一封写给父母的信,75,80,63,65,74,348,C,
我很好。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
在西安我们去了兵马俑、华清池、大雁塔等等。,200105212540200001,印度尼西亚,2,200105,我的一个假期,80,80,80,70,74,376,B,
她也说，她想再去中国跟以前一样地过日子。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
我感到那边还保留着[BD，]日本传统的风俗。,200105212525200037,日本,2,200105,我的一个假期,70,75,47,61,55,297,C,
她{CJ-dy}妹妹朋友的样子也跟{CJ-dy她}妹妹一样。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
到家以后不仅可以见到亲戚和朋友，而且可以跟他们玩得很疯[B风]狂！,200105209922200028,美国,2,200105,我的一个假期,70,75,77,42,61,314,C,
