错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我出生在印尼苏北的一个农村，双亲[F親]是从中国来[F來]的，{CJ-zhuy他们}[D就]与其同乡们一起务农，当我已几个月大时，战事[B时]发生，因此，举家[D搬]迁至乡镇，父亲[F親]得到他的朋友资助则经[L]营起小生意。,200110540540250016,印度尼西亚,2,200110,我的童年,70,75,68,61,90,353,C,
因此{CJ-zhuy我}努力、勤奋学习，[BC。]成绩一直都很好，常常得到老师的赞扬[F揚]。,200110540540150123,印度尼西亚,1,200110,我的童年,75,85,77,39,88,357,未参加,
我出生于[F於]一个较贫穷的家庭，兄弟姐妹十一人，我排行第二。,200110540540250132,印度尼西亚,2,200110,我的童年,65,70,52,49,92,314,未参加,
人们常说童年是一生最值得回忆的岁月，这说得一点儿也没错。,200103680519201610,马来西亚,2,200103,我的童年,75,90,70,78,98,405,B,
童年，是在缺乏双亲的照料下度[B渡]过的。,200103680519201612,马来西亚,2,200103,我的童年,85,85,86,83,93,427,A,
来到韩国以后也是，上了个名[B明]脾大学了。,200105550523150015,韩国,1,200105,一封写给父母的信,75,75,71,54,65,330,C,
学校里有七{CC7}座食堂，{CQ还有}图书馆，游泳池等。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
最近温度变化大了。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
在潮州过的两天比较有趣。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
那是九八年夏天。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
日语毕竟是自己的母语，也可以说，在我的研究{CQ中}，日本学者的研究亦很先进。,200105209525200037,日本,2,200105,我的一个假期,70,85,67,61,66,341,C,
每个假期来的时候，我{CQ都}想去旅行。,200105201525200014,日本,2,200105,我的一个假期,60,70,52,54,57,278,未参加,
不过，另一个和尚又来了。,200105109540200100,印度尼西亚,2,200105,由“三个和尚没水喝”想到的……,70,80,63,64,75,342,C,
我一个人在家的时候，当然我自己{CC2一个人}去开灯关灯，想喝茶就自己泡。,200105109525100496,日本,1,200105,由“三个和尚没水喝”想到的……,70,70,57,62,53,300,C,
但是张和尚每天只能一次会变身成猴子。,200105109525100735,日本,1,200105,由“三个和尚没水喝”想到的……,75,55,63,75,73,326,C,
新和尚也想，反正是做事，有伴总[F總]比没伴强吧！,200102522522250020,缅甸,2,200102,由“三个和尚没水喝”想到的……,70,85,57,66,88,358,C,
只有很少的事情和人物，我们无[F無]时[F時]不感到它们的存在，因为那人或事[D事]物曾对我们的生活或感情上影响[F響]极[F極]大，虽然它们已经消失了。,200203522522150006,缅甸,1,200203,记对我影响最大的一个人,70,75,69,70,35,308,未参加,
快要死的那一刹那，不应该感到痛苦，应该想再回这个世界。,200205204525200013,日本,2,200205,如何看待“安乐死”,65,65,52,79,75,320,C,
可[BD，]法律是无情的。,200205204525100044,日本,1,200205,如何看待“安乐死”,70,70,52,45,58,283,未参加,
现在中国政府把详细的法律制定了没有，我不知道。P},200205204525100142,日本,1,200205,如何看待“安乐死”,70,65,27,47,35,230,未参加,
但这个方法也有问题。,200205204525100144,日本,1,200205,如何看待“安乐死”,60,75,38,58,35,252,未参加,
医疗界应该重视得了不治之症的病人精神上的痛苦。,200205212525200022,日本,2,200205,如何看待“安乐死”,75,65,83,81,75,366,B,
因为虽然现代医学技术比几百年前先进得多，但还存在某些疾病{CD于}现代医学技术来也治疗[F療]不了，所以有些得了{CD一个}不治之症的人希望用安乐死的方法来解决自己的疾病上的痛苦的一切。{CP安乐死这个问题一定出现法律上的，我认为世界各国的法律不同，而{CQ与},200205212525100027,日本,1,200205,如何看待“安乐死”,65,55,46,60,51,259,未参加,
但是，我们一旦允许“安乐死”这种措施，我想医生对病人的治疗看法一定会受到不好的影响[F響]。,200205209525200011,日本,2,200205,如何看待“安乐死”,70,70,49,74,70,321,C,
对于安乐死，我们需要以这样的理解对待它。,200205209525200085,日本,2,200205,如何看待“安乐死”,75,65,71,72,96,366,B,
第一是患者的病情。,200205201525200091,日本,2,200205,如何看待“安乐死”,75,80,44,72,70,332,未参加,
其实我也这样想。,200205215525100023,日本,1,200205,如何看待“安乐死”,60,65,33,60,39,240,未参加,
不过，有时候我们只能延长人们的生命{CC生活}，但是并不能治疗，这样，我们是帮病人还是害病人？,200205215616100028,德国,1,200205,如何看待“安乐死”,75,70,46,56,65,301,C,
杀[F殺]人当然{CC当[F當]人}无[F無]疑是很残[F殘]酷又不人道的行为[F爲]，一个[F個]人杀[F殺]另一个[F個]人时[F時]，法律当[F當]然应该[F該]予以制裁，但是牵涉到安乐[F樂]死的时[F時]候，这[F這]个[F個]问[F問]题[F題]就复[F複]杂[F雜]得{CC的}多了！,200210543616150008,德国,1,200210,如何看待“安乐死”,75,70,70,65,88,357,C,
人生在世，也只是那数十个春秋，而它也一晃就流逝了。{CP然而，一个时代{CQ人},200210540540250056,印度尼西亚,2,200210,如何解决“代沟”问题,75,70,62,73,88,357,C,
尤其中华民族，自古以来有“大家庭”的观念，并以大家庭能和睦相处为荣{CC1荣誉}。,200210540540250089,印度尼西亚,2,200210,如何解决“代沟”问题,65,85,65,82,75,362,C,
而最能溶入这个潮流的[BD，]往往是朝气蓬勃的年青人，他们都以自己是这个时代的宠[B央]儿为荣；[BC，]但在另一方面呢，家里的长辈却不这么想，在他们的思想意识里，传统优秀的文化是应该保持的，朴实谆厚的生活风格是应该保持{CC遵[B坐]守}的，这就形成了两代之间的代沟。,200210540540250120,印度尼西亚,2,200210,如何解决“代沟”问题,75,80,73,73,84,376,B,
我的一生中就有好几[F幾]个[F個]。,200203522522110007,缅甸,1,200203,记对我影响最大的一个人,80,65,33,39,48,253,未参加,
