错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我也深信这是人与人[B个]相处[B楚]的基础{CC基本}。,200103533533150001,新加坡,1,200103,我对离婚问题的看法,90,85,87,72,90,421,A,
我认为这种看法是归年轻一代的。,200103533533150002,新加坡,1,200103,我对离婚问题的看法,90,70,42,30,39,264,未参加,
她虽然是个文盲，但她知道成绩单里的兰色和红色分数的区别。,200110540540250027,印度尼西亚,2,200110,我的童年,75,90,63,58,61,341,C,
我们十三个兄弟姐妹中，我排行第[B弟]五，我有2个哥哥和2个姐姐，他们都很疼我的。,200110540540150134,印度尼西亚,1,200110,我的童年,80,95,68,65,81,384,C,
直到上了小学{CJ+zxy时[F時]}，因有了功[B工]课及假期作业等，占据了一些休闲的时[F時]间，便减少了这些活动。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
因为这个时期对我很重要，所以我很紧张地{CC的}过日子。,200104124510100275,朝鲜,1,200104,一封写给父母的信,80,90,68,73,81,387,B,
我希望报答你们的一天快来。,200105550523250013,韩国,2,200105,一封写给父母的信,65,60,63,44,51,266,未参加,
别担心[BQ，]我{CQ会}更努[B务]力找好工作减[B感]少{CD了}爸爸的负担。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
他们对我很好。,200105550523150031,韩国,1,200105,一封写给父母的信,65,65,44,25,42,225,未参加,
今天我第[B弟]一次向你们说，“爸爸，妈妈！,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
我们五个兄弟姐妹已经长大了，[BC。]。,200105550523150055,韩国,1,200105,一封写给父母的信,70,70,55,47,67,297,未参加,
今后女儿对爸妈一定很孝顺，让你们高兴、让你们骄傲。,200105550523250058,韩国,2,200105,一封写给父母的信,75,70,82,70,58,344,B,
因为我现在{CJ-sy是}学生，所以没有钱买给你们礼物。,200105550523150333,韩国,1,200105,一封写给父母的信,65,65,41,44,36,235,未参加,
亲[B新]爱的爸爸和妈妈！,200105550523250341,韩国,2,200105,一封写给父母的信,70,55,38,39,49,235,未参加,
其实我想去的地方是丽江和昆明，但没有从深圳直接到此两城市的飞机。,200105212525200006,日本,2,200105,我的一个假期,70,80,60,68,68,336,C,
他们很耐心地看我写的字，教我几句简单的汉语，请我吃饭，带我去玩儿，对我来说这些都是难忘的而且{CC2并}很美的回忆。,200105212525100014,日本,1,200105,我的一个假期,75,70,57,56,70,317,C,
我在那里第一次吃了地地道道的上海菜。,200105212525200010,日本,2,200105,我的一个假期,65,75,77,75,90,369,B,
一直下不决没有{CJ？}，通过一家深圳的旅行社利用假期从五月1号到五月3号去桂林了。,200105212525200031,日本,2,200105,我的一个假期,65,65,37,16,39,206,未参加,
但遇到困难的时候一定会出现一个人来帮助我们，所以这个假期[BD，]{CJ-sy是}我一生中也不可能忘的{CJ+zxy假期}。,200105212540200041,印度尼西亚,2,200105,我的一个假期,75,75,65,63,48,316,C,
那是九八年夏天。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
我觉得新疆地区很好玩儿。,200105201525200054,日本,2,200105,我的一个假期,65,70,67,70,72,330,C,
听当地人说那几天不算很冷，是一般的。,200105302525100061,日本,1,200105,我的一个假期,65,80,44,75,76,328,未参加,
那时候我觉得这样的情况在我身边到处可以见到的。,200105109525200601,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,73,64,59,330,C,
他们三个人都休息一会儿，好象想后来怎么办的样子。,200105109525100706,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,45,64,57,262,未参加,
现在地球上的环境问题很多。,200105109525100859,日本,1,200105,由“三个和尚没水喝”想到的……,65,70,50,69,64,304,C,
妻子和妈妈的两种身份{CC面子}。,200106570525250005,日本,2,200106,如何看待“妻子回家”,65,80,58,58,58,307,C,
在北半球的枫叶国度（加拿大），住着{CC了}一名年龄与我相似的男生。,200203533533250009,新加坡,2,200203,记对我影响最大的一个人,85,80,74,83,93,408,B,
首先我认为“安乐死”是可以采取{CC2取}{CJsd}，[BC。]因为“安乐死”能保证个人的尊严。,200205204525100121,日本,1,200205,如何看待“安乐死”,65,85,46,51,61,298,未参加,
安乐——死。,200205204525200132,日本,2,200205,如何看待“安乐死”,75,85,91,72,94,410,B,
如果“安乐死”是合法行为，那么社会变{CJ-buy成}什么样{CC怎么样}？[BC。],200205204525100182,日本,1,200205,如何看待“安乐死”,70,70,77,56,58,319,C,
医疗水平不断地提高，[BC。]可是法律的改善速度是缓慢{CC慢慢}的。,200205224525100013,日本,1,200205,如何看待“安乐死”,65,80,49,70,77,329,C,
请给苦难的人们一点自由吧！,200205209519100027,马来西亚,1,200205,如何看待“安乐死”,95,90,94,76,87,441,A,
有爱情的人不能随便[B边]杀人吧。{CQ像},200205209525100060,日本,1,200205,如何看待“安乐死”,65,65,46,58,58,276,未参加,
理由只有一个，就是帮助者自己并没有杀对方的意思{CC意志}。,200205209525200085,日本,2,200205,如何看待“安乐死”,75,65,71,72,96,366,B,
人生最后的，最重要的决定应该让病人或病人的家人来下的。,200205201525200175,日本,2,200205,如何看待“安乐死”,80,80,55,56,65,328,C,
他们对学习不像[B象]过去的孩子那样{CC一样}认真。{CP因此做父母的人担心孩子们变坏，于是时常在子女面前唠叨，叫他们读{CC学},200210540540250024,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,51,58,79,302,C,
