错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我觉得许多人为了责任两个字，就是不提离婚，其实是错{CJsd}，没有感情的婚姻最可悲，每天没有欢笑，彼此都为了面子[BD，]和责任一直拖下去，是很残忍的一件事。{CD如},200103533533250004,新加坡,2,200103,我对离婚问题的看法,75,75,70,21,50,281,未参加,
）,200103533533250023,新加坡,2,200103,我对离婚问题的看法,75,80,67,72,76,361,B,
以上纯是我个人的看法作为参考，只要[C]夫妻俩对爱情的婚姻是道德的、[BC，]高尚的想法，一起把这个家庭凝聚起来，作短程[B整]的效遊、旅行，以增[B整]加家庭的乐趣，这个社会的离婚率就{CC才}会下降。,200103533533250026,新加坡,2,200103,我对离婚问题的看法,75,80,60,56,61,323,C,
爸爸也跟{CD著}她一样[F樣]忙碌着[B著]。,200109529529151002,泰国,1,200109,我的童年,85,65,50,30,66,285,未参加,
幸好有机皈[B归]依佛门，经过佛理的熏[B薰]陶[D兴]教导，[BC、]才知道为人之道、作子之理，痛改前非，重新作人，好好改变{CC培制}自己，充实自己，希望对社会国家、人民{CC人类}群众有所作为与贡[B供]献。,200110540540150006,印度尼西亚,1,200110,我的童年,65,75,47,39,56,269,未参加,
尤其是两[F兩]个[F個]姐姐的照顾[F顧]，简直是无[F無]微不至，帮[F幫]妈[F媽]妈[F媽]解决[F決]了很多问题{CC工作}。,200110540540250023,印度尼西亚,2,200110,我的童年,70,95,63,47,74,342,C,
我们[F們]还坐船去环[F環]岛[F島]旅遊，风[F風]景很美，大家都乐[F樂]而忘返了！,200111512512250002,菲律宾,2,200111,我的一个假期,70,75,65,58,74,331,C,
我觉得我实在是很幸福，[BC。]有了一个愉快的童年以及照顾我{CJX}无微不致[B直]的父母亲。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
妈妈不在时，我可说是妈妈的得力助手呢！,200103680519201607,马来西亚,2,200103,我的童年,90,85,50,47,80,349,未参加,
学习，学什么？,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
爸爸的新工作怎么样？,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
一般在韩国，每到5月8日给父母写信，送礼物和送上一朵康乃[B奶]馨[B新]以表达谢意。,200105550523250004,韩国,2,200105,一封写给父母的信,80,75,85,54,74,359,B,
交通方便不方便？,200105550523150028,韩国,1,200105,一封写给父母的信,65,70,41,47,67,276,未参加,
2001年5月12日你们的儿子××。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
比较忙吧？,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
为了我已经你们苦{CD于}{CQ了}很多的日子，所以我想补偿{CC报答}你们的苦烦的日子。,200105550523250335,韩国,2,200105,一封写给父母的信,70,70,49,44,54,275,未参加,
我们三个孩子尽量快找到对象，让你们高兴！,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
保重身体。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
真感谢给这么好的机会{CJjy}。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
哥哥和姐姐都很好吧？,200105550523150462,韩国,1,200105,一封写给父母的信,65,65,47,37,61,259,未参加,
下次写信的时候，我一定注意些。,200105550523150462,韩国,1,200105,一封写给父母的信,65,65,47,37,61,259,未参加,
”我说完了以后，你对我说，“我一个{CQ人}养育两个孩子，很辛苦。,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
可能因为那年寒假是我第一次去中国旅游，或者因为{CC4还是}对我来说黄山已经给我那么深刻的印象，到现在我还是不知道。,200105212540200002,印度尼西亚,2,200105,我的一个假期,80,75,72,63,59,340,B,
我们去了一共{CJX}15个城市。,200105201525200013,日本,2,200105,我的一个假期,65,70,62,70,72,325,C,
在北京我们去了天安门、[BC，]北海公园、[BC，]故宫与恭[B宫]王府。,200105201540200025,印度尼西亚,2,200105,我的一个假期,75,75,75,49,66,330,C,
所以觉得太可惜，总算把自己的汉语水平提高了一些，可是，没有地方用自己的汉语，这样，我要自己安排去旅游。[BC，],200105302525200045,日本,2,200105,我的一个假期,65,70,57,56,57,291,C,
然而假期的最后一天回头来看两个月之内自己做的事情，一点也没有按原[B愿]来的计划[B画]来做{CD的}，与以前的假期一样还是没有收获，唯一{CD的}得到的是还没有做的暑假作业。,200105215525100001,日本,1,200105,我的一个假期,65,65,57,56,70,297,C,
人们常说多一个人就多一个主意，可没想到多一个{CQ人}也就多一个问题。,200105109529200478,泰国,2,200105,由“三个和尚没水喝”想到的……,85,75,70,64,79,365,B,
去打水来喝，打扫房间，以及我们班的那件事都是非常小的事情。,200105109542200734,越南,2,200105,由“三个和尚没水喝”想到的……,70,75,54,44,77,309,未参加,
他一切还靠我母亲。,200105109525100790,日本,1,200105,由“三个和尚没水喝”想到的……,80,70,70,84,70,364,B,
我在留学生活当中，经历{CC经验}过相似的事情。,200105109525100862,日本,1,200105,由“三个和尚没水喝”想到的……,65,65,66,58,61,299,C,
对我来说，这样的问题并不能{CC不是}轻视的，如果我们处于{CC遭到}这种场合，就应该踏踏实实{CC实实踏踏}地讨论{CC议论}而解决问题。,200205204525100019,日本,1,200205,如何看待“安乐死”,60,65,35,45,37,225,未参加,
我基本上同意“安乐死”。,200205204525100177,日本,1,200205,如何看待“安乐死”,65,65,44,56,58,272,未参加,
他们解释说我们都不是“神”[BQ，]如果你允许这些东西，[BC、]那就已经超越[B线]了人的局限，[BC。]{CJ-zhuy人}应该自然而然死的。,200205209525100016,日本,1,200205,如何看待“安乐死”,75,70,33,58,54,279,未参加,
我爷爷生病之前我们家总是充满爱{CD情}，充满幸福{CD了}，但爷爷一生病我们的生活完全不一样了。,200205201525200175,日本,2,200205,如何看待“安乐死”,80,80,55,56,65,328,C,
在今天这个资讯腾飞的世界，观念更新成了促进科学发展必不可缺的因素。,200210602801250024,澳大利亚,2,200210,如何解决“代沟”问题,90,80,73,82,95,415,B,
我想本来是一点小事，让她老人家如此的不高兴真是没有必要，所以我拿了点甜点到了楼下向她道歉[B谦]，并解释了我为什么会{CD是}“变得这样”。,200210801801250001,澳大利亚,2,200210,如何解决“代沟”问题,90,75,70,56,79,364,B,
最重要的是要以朋友的姿[B恣]态和子女们沟通，不要摆出一副严肃，不近人情的样子，那只能让他们对您[BD，]敬而远之。,200210540540150030,印度尼西亚,1,200210,如何解决“代沟”问题,70,60,73,78,68,334,C,
妈妈憔[B焦]悴[B脆]了，脸上的皱[F鄒]纹也多了。,200203522522210001,缅甸,2,200203,记对我影响最大的一个人,80,90,33,66,82,346,未参加,
在我人生当[F當]中，对我造成影响的人，多不胜数，但要说影响最大的，莫过于[F於]是小学的老师。,200203522522210004,缅甸,2,200203,记对我影响最大的一个人,85,80,55,73,84,370,C,
我一遇到什么难题一定会去向老师讨教，往往听了老师的一席话，就让我得到重大的启[C]发，问题也就能以最好的方式解决。,200203522522210004,缅甸,2,200203,记对我影响最大的一个人,85,80,55,73,84,370,C,
人在一生之中总会碰到许多失败和不如意的事情。,200205109519200480,马来西亚,2,200205,如何面对挫折,80,90,73,65,75,378,B,
由于这个看法，我{CJ-zy很}早就离开我的家到别的城市去上大学，在那个城市呆了五年，然后到外国去呆{CJ-buy了}两{CC二}年多。,200205109801200398,澳大利亚,2,200205,如何面对挫折,90,85,51,58,64,345,C,
我个人认为呢，挫折并不是一件{CC种}坏的事儿，不应该去避免它，应该勇敢地面对，想各种各[B个]样的方法来应付，这才{CD是}能使我们{CC2我}得到{CC2到}更好的进一步{CQ的}发展。,200205109540100529,印度尼西亚,1,200205,如何面对挫折,75,70,81,51,50,316,C,
我也不例外{CC另外}，跟别人一样，经历{CC经过}了不少事情，可是每件{CC个}事情并不一定会平安无事{CC平安如事}地{CC的}过去{CC过来}[BQ，]总会有障碍。,200205109529200871,泰国,2,200205,如何面对挫折,80,65,70,54,66,323,C,
但是面对挫折时，人人都会有不同的反应{CC反映}。,200205109610101076,法国,1,200205,如何面对挫折,80,80,65,71,57,345,B,
你们{CC您们}放心吧。,200205680519250013,马来西亚,2,200205,一封写给父母的信,75,85,70,65,84,372,B,
希望这次的观摩[B模]赛有出色的表现。,200205680519250018,马来西亚,2,200205,一封写给父母的信,90,80,57,61,86,369,C,
请[F請]你们給一个机会{CJX}我们，我们回国以后一定会好好报[F報]答你们对我的养育之恩。,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
妈，我也要想{CQ对}你说出迟来的祝福，母亲节快乐！,200205680519150033,马来西亚,1,200205,一封写给父母的信,85,65,57,67,74,337,C,
后来我开始学汉语[D的]，[BC。]现在我说的汉语一点进步{CJX}了，[BC。]所以现在我们能沟通。,200304131525100279,日本,1,200304,我学汉语是为了……,60,75,27,24,52,224,未参加,
无论有多吵{CC噪声}，我都睡得{CQ了}觉{CD了}。,200305576525200049,日本,2,200305,静音环境对人体的危害,70,65,59,74,63,317,C,
更何况很多场所设有易燃易爆物品。,200405109922201277,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,81,68,86,411,B,
抽烟的人是年龄比较大的吸烟者{CJZR}，那现在其中大部分是少年和年轻人。{CJ-zhuy人们},200405109636201817,乌克兰,2,200405,吸烟对个人健康和公众利益的影响,70,85,38,35,57,277,未参加,
但是现在世界很多国家已经开始对吸烟者采取措施{CC挣斗}。,200405109520100405,蒙古国,1,200405,吸烟对个人健康和公众利益的影响,50,60,59,48,50,247,未参加,
问题在于吸烟对周围人的影响。,200405217922100002,美国,1,200405,吸烟对个人健康和公众利益的影响,65,60,38,47,58,251,未参加,
据世界调查，[BC；]人们都喜欢做非法的事，我们说不要{CJ-sy做}[BQ，]但他们更要做。[BC，],200405212540200003,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,70,70,49,37,45,259,未参加,
对人的健康有极大的影响，{CJ+zy常常}得肺癌的人原因就在于吸烟。,200405205529200193,泰国,2,200405,吸烟对个人健康和公众利益的影响,70,80,58,42,58,298,C,
因为我爸抽烟，[BC。]我们时时担心他的健康。,200405522522250024,缅甸,2,200405,吸烟对个人健康和公众利益的影响,90,85,77,60,75,384,B,
我第一任的男老师，他是个非常严[F巖]格的人。,200505109525100334,日本,1,200505,父母是孩子的第一任老师,55,55,42,44,45,221,未参加,
要自觉自己是{CJ+dy个}孩子的老师，孩子天天看着我长大。,200505109525200405,日本,2,200505,父母是孩子的第一任老师,70,70,56,48,54,286,未参加,
就是说孩子一直看父母，孩子学习父母。,200505109525200513,日本,2,200505,父母是孩子的第一任老师,60,60,50,56,51,259,未参加,
对孩子的教育来说，父母{CJ+sy是/CJsd}当然很重要，但还有一般社会的所有大人的行为也很重要。,200505109525200546,日本,2,200505,父母是孩子的第一任老师,65,80,77,67,72,349,B,
是不是因为家庭教育不好，所以出{CJ+buy来}了这种情况？,200505109525200549,日本,2,200505,父母是孩子的第一任老师,70,70,85,67,56,336,C,
可是我大学毕业后，考了研究生，现在跟他一样整天在大学里研究中国文学。,200505109525200727,日本,2,200505,父母是孩子的第一任老师,50,75,47,54,53,263,未参加,
