错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
放眼望去，许多社会上的问题少年还不是来自那些所谓的“健全家庭”。,200103533533250017,新加坡,2,200103,我对离婚问题的看法,80,75,87,77,79,389,B,
我的童年全是充满挑战性和战斗性的，是丰富多彩{CJsd}，辛酸苦辣都在其中。[BC；],200110540540250019,印度尼西亚,2,200110,我的童年,65,85,44,42,85,311,未参加,
没有漂亮的衣服，没有可爱的玩具[BQ，]有的{CC得}只不过是破烂的布娃娃。,200103680519201606,马来西亚,2,200103,我的童年,85,85,64,70,74,373,B,
尊敬{CC尊重}的父母[BQ：]你们{CC您}好[BQ！]昨天收到您的信，读完信我很高兴。,200104124506100419,巴基斯坦,1,200104,一封写给父母的信,75,85,58,51,65,327,C,
我很希望我所准备的礼物使你们满意{CC满足}。,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
5月7日是你们的结婚纪念日，那天过的愉快吗？,200105550523250014,韩国,2,200105,一封写给父母的信,85,75,79,63,65,359,B,
作为一个班长无论{CC2即}在学习方面，还是{CC2又}在生活方面，都爱照顾从韩国来的留学生。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
因为我现在连一次也没写给你们信{CJX}。,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
而且，我知道你们对我多么好。,200105550523250036,韩国,2,200105,一封写给父母的信,65,70,52,54,51,278,未参加,
祝身体健康！,200105550523150048,韩国,1,200105,一封写给父母的信,70,80,58,47,76,321,C,
爸爸妈妈，最近天气一天比一天热，[BC、]你们身体怎么样？,200105550523150054,韩国,1,200105,一封写给父母的信,70,65,58,58,49,286,C,
我知道您没有钱不能给我买，那时候你们借了一笔钱，为了你的女儿给我买的{CJZR}。,200105550523250061,韩国,2,200105,一封写给父母的信,65,65,47,32,42,235,未参加,
如果我在你们的身边，我一定好好照顾你们，可是情况如此，你们自己保重{CJ+buy一下}！,200105550523250295,韩国,2,200105,一封写给父母的信,80,70,47,61,42,290,C,
