错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
在我记忆中朋友对待我{CQ很}好。,200109529529251005,泰国,2,200109,我的童年,70,75,39,49,61,283,未参加,
可是正是这种艰苦的生活，磨炼了我，使我养成了[B子]艰苦朴素的生活习惯。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
这大概是上行下效之故吧。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
第二次世界大战结束{CQ后}，我们一家人又由农村搬回城市，因为在逃难期间生活艰[F艱]难、营养不足，一九四六年父亲因病去世，那时[B是]我才十二岁。,200110540540150022,印度尼西亚,1,200110,我的童年,80,85,44,44,83,330,未参加,
再加上入学后繁重的课业，使我的童年提早结束。,200103680519201611,马来西亚,2,200103,我的童年,90,85,94,90,95,451,A,
“[BC‘]童年”[BC’]——并[F並]未为我带来什么欢乐、光彩[B采]。[BC，],200103680519201615,马来西亚,2,200103,我的童年,80,85,78,65,82,384,B,
我回{CC回来}北京以后，再给你们写信。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
这个星期二是母亲节，上个星期我还记得。,200105550523250057,韩国,2,200105,一封写给父母的信,70,70,79,68,70,345,C,
你要我理解你，那么{CJ-zhuy你}为什么不理解我呢？,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
现在我尊敬他们。,200105212525100005,日本,1,200105,我的一个假期,70,85,70,68,81,366,B,
他自己也学过外语，所以他讲课方式是很实际的，我{CJ-zy很}容易记住讲课{CQ的}内容。,200105224525200013,日本,2,200105,我的一个假期,65,75,42,61,57,287,未参加,
因为[F為]她的腿曾受车[F車]祸[F禍]的影响，故走路时[F時]很吃力也不方便。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
除了我母亲开自己50周岁的晚会以外，我要参加3个婚礼。,200105209922200028,美国,2,200105,我的一个假期,70,75,77,42,61,314,C,
我{CD拼命}努力收集资料，拿到了很多资料{CD了}。,200105209525200037,日本,2,200105,我的一个假期,70,85,67,61,66,341,C,
从这篇故事也可以联想一家公司或大企业。,200105109614200377,荷兰,2,200105,由“三个和尚没水喝”想到的……,75,80,59,60,82,347,C,
那么，我们该怎么办呢？,200105109525200736,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,84,73,86,357,C,
后来和尚多了，就可以两人、三人一起抬，应该比以前轻松多了。,200105109525100791,日本,1,200105,由“三个和尚没水喝”想到的……,75,80,68,69,88,371,B,
{CQ在}这样的情况之下，我的公司里最努力、[BC，]最认真的做工作（包括爱护别人）的是我的一位上级。,200105109525100855,日本,1,200105,由“三个和尚没水喝”想到的……,75,70,52,60,53,299,C,
母亲[F親]也是我印象中最能干[F幹]，最刻苦的母亲[F親]。,200203522522150008,缅甸,1,200203,记对我影响最大的一个人,75,90,50,52,55,316,未参加,
过几天，曹老师知道这事后，特地把我叫到教员休息室里想跟我谈谈，我心中想，要教训就教训吧！,200203533540250013,印度尼西亚,2,200203,记对我影响最大的一个人,80,80,55,60,79,346,C,
××我知道你受了委屈，依你的性格{CC格性}来说，设身处[B外]地想[L]换了我也会顶撞老师的，因为他误会了你，给你套上了莫须的罪名，可是人该想一下，你是学生，他是老师，他有老师的尊严，你这样[D这]使他在一群学生面前下不了台，对吗？,200203533540250013,印度尼西亚,2,200203,记对我影响最大的一个人,80,80,55,60,79,346,C,
这样探讨安乐死是否唯一可走[C]的路。,200205204610200022,法国,2,200205,如何看待“安乐死”,80,90,66,76,77,384,B,
选择“死”，选择“活”——都是人类的最基本{CD上}的选择，[BC。]所以我们应该认真对待这个问题，早一点解决“安乐死”的问题。,200205204525100177,日本,1,200205,如何看待“安乐死”,65,65,44,56,58,272,未参加,
还有另外的情况下我又{CJX}也许改主意，就是自己的丈夫和父母得不治之症的时候，如果他们希望帮助自杀[F殺]，那我不敢拒绝。,200205212525200026,日本,2,200205,如何看待“安乐死”,65,65,41,58,58,271,未参加,
那么{CQ从}伦理学的立场来看，这个问题该怎样看待呢？,200205209525100100,日本,1,200205,如何看待“安乐死”,70,60,60,65,65,305,C,
病人想解脱这种痛苦。,200205201525100072,日本,1,200205,如何看待“安乐死”,85,75,35,51,68,306,未参加,
这个法律的作用到底为了什么？,200205201525200062,日本,2,200205,如何看待“安乐死”,70,85,55,51,70,323,未参加,
这样女医生和这个患者选择了安乐死。,200205201525200127,日本,2,200205,如何看待“安乐死”,80,85,66,63,72,360,C,
如果我的非常非常好的朋友一样的情况，我可能帮助他。,200205201525100158,日本,1,200205,如何看待“安乐死”,75,70,60,76,51,321,C,
我{CQ对}以上的见[F見]解深有{CC2得到了}体会，我们养子千万不要希望孩子报恩，孩子有恩、[BC，]孝当然好，自己老了还是存一点养老金，以防{CC2提防}万一。,200210540540150002,印度尼西亚,1,200210,如何解决“代沟”问题,65,65,20,51,15,200,未参加,
