错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
对孩子也不会有坏影响。,200103533525250034,日本,2,200103,我对离婚问题的看法,75,75,65,75,74,354,B,
不过在苦干之中的童年回想起来也还有很多可以回味。,200109529529151006,泰国,1,200109,我的童年,85,85,55,32,52,304,未参加,
可是正是这种艰苦的生活，磨炼了我，使我养成了[B子]艰苦朴素的生活习惯。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
这一切成就，不能不说是爸爸在我小时候种下的一粒种子，用他老人家和妈妈的爱心灌溉，让这粒种子慢慢长大{CJZR}，到最后，开花、结果！,200110540540250021,印度尼西亚,2,200110,我的童年,90,90,82,68,81,409,A,
他与以前的一样，是来自韩国的。,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
有山有水，空气新鲜，好像{CJX}使我感到在国内一样[BQ，]很亲切。,200104124520200255,蒙古国,2,200104,一封写给父母的信,65,85,52,44,65,301,未参加,
我对你们发誓[BQ，]以后你们的儿子{CC独儿[F兒]}再不会{CQ像}以前那样，{CQ要}像你们一样认真对待我的人生。[BC、],200105550523150001,韩国,1,200105,一封写给父母的信,65,60,58,44,58,268,未参加,
因为我快要毕业了，所以这几个月特别忙。,200105550523150028,韩国,1,200105,一封写给父母的信,65,70,41,47,67,276,未参加,
爸爸、[BC，]妈妈，你{CQ们}好！,200105550523250046,韩国,2,200105,一封写给父母的信,70,65,52,61,56,290,C,
很久没有学习了{CJX}英语，非常紧张，特别担心。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
去年哥毕业没找到工作您们多么着急我都知道。,200105550523150297,韩国,1,200105,一封写给父母的信,70,70,71,56,63,318,C,
现在我还想得起来我{CD在}当兵的时候{CD了}。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
我也不知道。,200105550523250352,韩国,2,200105,一封写给父母的信,70,60,47,51,40,253,未参加,
回去以后还需[B须]要做许多事情，所以跟家人的时间很少。,200105224525200005,日本,2,200105,我的一个假期,80,70,87,70,87,384,B,
母亲也出来了。,200105209525200066,日本,2,200105,我的一个假期,75,75,65,58,68,331,C,
这[F這]对我何[B可]尝[B尚]不是一个难忘的假期呢！,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
这又意味着跟别人合作做一件事情时的分担的难度，还有对领导来说，可以说管人很难。,200105109525200747,日本,2,200105,由“三个和尚没水喝”想到的……,70,60,48,44,64,271,未参加,
结果他们每天好几次打架{CLH}。,200105109525200775,日本,2,200105,由“三个和尚没水喝”想到的……,60,50,39,35,46,210,未参加,
虽然一个人工作的话，收入也一定会减少，[BC、]可是，最重要的事是家庭的幸福。,200106570525250014,日本,2,200106,如何看待“妻子回家”,70,75,71,67,84,356,B,
而担任我的指导员的，便是加拿大籍华裔郑期峰了。,200203533533250009,新加坡,2,200203,记对我影响最大的一个人,85,80,74,83,93,408,B,
以上所写的评语是让{CC给}所有的人知道，不是只有母亲。,200203533533250018,新加坡,2,200203,记对我影响最大的一个人,75,65,43,46,64,280,未参加,
第二是要两个以上的证明者{CJy}，这样可以预防装安乐死的事情。[BC，],200205204525100138,日本,1,200205,如何看待“安乐死”,75,80,66,63,65,340,C,
其实，[BC、]世界上有个国家允许“安乐死”。,200205204525100182,日本,1,200205,如何看待“安乐死”,70,70,77,56,58,319,C,
怎样对待这个问题，好像[B象]没有一个正确答案了。,200205212525200015,日本,2,200205,如何看待“安乐死”,65,80,33,72,58,296,未参加,
我认为“安乐死”是可以允许的。,200205212525200063,日本,2,200205,如何看待“安乐死”,85,80,58,81,72,369,B,
如果{CQ是}这样的情况的话，他的家里人要等到他的心脏[B藏]停止，[BC、]而且需要很多钱。,200205209525200003,日本,2,200205,如何看待“安乐死”,75,80,46,56,54,302,C,
我外婆以前生病住医院，[BC。]她是中风[F風]来的。,200205209525100045,日本,1,200205,如何看待“安乐死”,65,65,52,72,44,282,C,
”患者的脸上有满脸的笑容。,200205201525200127,日本,2,200205,如何看待“安乐死”,80,85,66,63,72,360,C,
在我看来，如果某一个人痛苦得很，不想活了，还有人帮助他，也没有什么不道德的，不应该罚他罚得厉害。,200205201635200142,俄罗斯,2,200205,如何看待“安乐死”,90,75,58,63,63,343,C,
关于安乐死的问题，应该在法律上快解决的问题。,200205201525100162,日本,1,200205,如何看待“安乐死”,80,70,58,81,54,333,C,
因为他们在信仰的宗教{CQ上}严格禁止自杀，所以{CJ-sy按}一般人的风俗及常识来说，这是绝不可接受{CC受到}的事，而且是没想到的事情。,200205215525100023,日本,1,200205,如何看待“安乐死”,60,65,33,60,39,240,未参加,
有的是在辛苦之下而死。,200205215606200008,比利时,2,200205,如何看待“安乐死”,80,65,58,42,58,291,C,
长辈也可以用这个机会{CD还}告诉晚辈他们说的一些话的道理，让晚辈明白是为他们好，而且老人的话经常都是对的。,200210602801250018,澳大利亚,2,200210,如何解决“代沟”问题,85,70,76,76,66,364,B,
最重要的就是他们敢表示自己所需[D有]，愿[B原]意听和接受人家的想法。,200210529529251026,泰国,2,200210,如何解决“代沟”问题,70,65,56,49,64,290,未参加,
代在说说笑笑，一点都没有父亲[F親]高高威严[F嚴]的，儿[F兒]子却像缩头乌龟般，不出声{CJ-zxy的感觉}。,200210540540250052,印度尼西亚,2,200210,如何解决“代沟”问题,85,75,73,73,73,371,B,
就拿我个人来说，由于[F於]我与丈夫{CC夫君}离异，孩子长期处在单亲家庭中，[BC。]而且在就读的学校{CQ里}也没有品德的教育。,200210540540250091,印度尼西亚,2,200210,如何解决“代沟”问题,75,75,62,78,79,359,B,
每个人的生活处境、学历各不相同，所以形成{CC造成}了各不相同的人生观。,200210540540150129,印度尼西亚,1,200210,如何解决“代沟”问题,70,65,42,54,73,290,未参加,
因此，考试是学生生活中最大的困难。,200205109513200754,柬埔寨,2,200205,如何面对挫折,80,70,62,60,73,335,C,
面对挫折[BQ，]我发现自己常常想[B向]着以唉声叹气、[BC，]毫无精神的态度对待它。,200205109634200788,英国,2,200205,如何面对挫折,80,80,87,84,70,393,B,
我念书并不是因为社会，而是为了我自己。,200205680519250002,马来西亚,2,200205,一封写给父母的信,80,75,78,67,92,383,B,
我长大了，会照顾自己了。,200205680519250018,马来西亚,2,200205,一封写给父母的信,90,80,57,61,86,369,C,
爸，妈，请你们体谅我的不孝。,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
我在船上工作已有一个半月的时间了。,200205680519150036,马来西亚,1,200205,一封写给父母的信,80,70,68,65,80,353,C,
刚来的中国同学因为不会日语，所以会日语的中国同学当翻译。,200304131525100014,日本,1,200304,我学汉语是为了……,60,60,44,24,40,210,未参加,
那，我们跟{CC对}任何人{CJX}拒绝交际吗？,200305576525200015,日本,2,200305,静音环境对人体的危害,65,65,56,63,57,290,C,
恐惧{CC恐怕}{CJ-zxy感}寂寞[B莫]感、[BC，]孤独感、[BC，]压迫感也会发生。{CD对},200305576525200031,日本,2,200305,静音环境对人体的危害,65,65,44,68,63,289,未参加,
在日本有一句话：清流中鱼不会活。,200305576525100040,日本,1,200305,静音环境对人体的危害,65,60,50,54,80,292,未参加,
对有些烟民来说，过瘾是最重要的，他们不{CJX}意识到别人的健康。,200405109637100610,白俄罗斯,1,200405,吸烟对个人健康和公众利益的影响,65,70,69,66,68,324,C,
可是在一个公共场所里，我们无法控制烟这类物质对于大家的影响，所以我们也只好控制抽烟者，不允许他们{CC我们}在这种场所公[B共]开抽烟。,200405109922200805,美国,2,200405,吸烟对个人健康和公众利益的影响,70,95,69,62,59,348,C,
吸烟会{CC能}危害人们的健康[BQ，]因为在香烟{CQ里}{CD都}含有{CC含着}很多危险的元素{CC因素}[BQ，]比如尼古[B可]丁。,200405109540201037,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,70,65,57,48,68,294,未参加,
不吸烟者一直在吸烟者周围慢慢会成为被动吸烟者。,200405109540200094,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,85,85,70,83,70,388,B,
喝酒的时候抽的每一条烟的影响会等于抽几条烟的影响。,200405109634101840,英国,1,200405,吸烟对个人健康和公众利益的影响,70,65,45,37,50,253,未参加,
在许多国家18岁之前禁止购买烟。,200405219635200007,俄罗斯,2,200405,吸烟对个人健康和公众利益的影响,70,65,71,58,63,313,C,
政府虽[F雖][B難]然在努力改善，但是，他们[F們]也还[B難]要人们[F們]的配合[BD，]才可以建造一个[F個]更健康，更美好的地方。[BC、],200405204634200458,英国,2,200405,吸烟对个人健康和公众利益的影响,65,75,71,56,74,328,C,
请大家早点戒了为妙！,200405522522250012,缅甸,2,200405,吸烟对个人健康和公众利益的影响,85,95,74,70,75,395,B,
过不少苦。,200505109525200179,日本,2,200505,父母是孩子的第一任老师,75,75,62,63,79,344,C,
父母的爱好越丰富，培养孩子的环境越好。,200505109525200296,日本,2,200505,父母是孩子的第一任老师,65,80,60,79,76,348,C,
其次，对孩子来说，父母的思想观念是唯一的。,200505109525200296,日本,2,200505,父母是孩子的第一任老师,65,80,60,79,76,348,C,
我完全支持“父母是孩子的第一任老师”这个看法。,200505109525100396,日本,1,200505,父母是孩子的第一任老师,70,65,65,54,59,299,C,
最近我觉得我越来越像[B象]父母。,200505109525100551,日本,1,200505,父母是孩子的第一任老师,95,55,60,65,61,326,C,
我父母有各种各样的爱好，尤其我父亲对什么都感兴趣的人{CJs}。,200505109525200722,日本,2,200505,父母是孩子的第一任老师,60,65,28,70,64,270,未参加,
我认为父母给孩子的印象是很深的。,200505109525201392,日本,2,200505,父母是孩子的第一任老师,60,80,50,66,55,298,未参加,
我妈的工作就是护士。,200505109525101479,日本,1,200505,父母是孩子的第一任老师,60,65,64,53,48,273,未参加,
她会做家中全部的家务。,200505204525200014,日本,2,200505,父母是孩子的第一任老师,60,55,48,59,67,270,未参加,
很受{CJ-dy父母的}影响{CJX}孩子的未来{CC后来}，{CD未来}[BD。]所以父母一定要{CJ-sy负}责任{CJX}{CQ对}孩子的成长{CD产生}。,200505204525200121,日本,2,200505,父母是孩子的第一任老师,55,70,31,51,56,247,未参加,
我们{CC2我}国家有一个句子，[BC。]是“孩子的错误是父母的错误”[BC。]。[BC”],200505204525200195,日本,2,200505,父母是孩子的第一任老师,70,60,41,57,74,287,未参加,
孩子在学校读书以外，在家里跟父母过的{CC得}时间很多。,200505204525200262,日本,2,200505,父母是孩子的第一任老师,65,65,39,53,56,262,未参加,
无论在学问、宗教、艺术[B木]方面，彼此之间发生分歧[B岐]而离开是不足为奇的事情。,200505204525100341,日本,1,200505,父母是孩子的第一任老师,70,75,50,61,76,321,C,
与特级厨师毫不逊色{CC毫无逊色}{CJbi}。,200505204525200431,日本,2,200505,父母是孩子的第一任老师,65,50,29,41,52,218,未参加,
然后到了孩子上学的时候，因为孩子的周围有了新的环境，出现{CQ了}对[C]孩子成长产生{CC2给}影响的外部因素。,200505204525100448,日本,1,200505,父母是孩子的第一任老师,60,70,54,59,69,297,未参加,
反而做好事。,200505204525100541,日本,1,200505,父母是孩子的第一任老师,60,60,39,37,52,230,未参加,
我总是很认真，有时候认真得过份。,200505204525200575,日本,2,200505,父母是孩子的第一任老师,55,70,58,61,65,293,C,
这样做，我受到的打击基本上没有了，脑筋能开始振作起来。,200112576525200001,日本,2,200112,如何面对挫折,70,60,62,63,63,303,C,
