错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我在家庭之中，倒数第二，只有一个弟弟，其他兄姐，都很关心弟妹，算是一个美满的家庭{CD组织}，年纪尚小，就受父母的关注与管教，几个兄姐也不惜引道，把课[F課]堂里的课[F課]程，选择较简单的部分[B份]给予指点。,200110540540150008,印度尼西亚,1,200110,我的童年,65,80,66,58,85,342,C,
根据母亲的说法是因为[L]战争。,200110540540150010,印度尼西亚,1,200110,我的童年,70,85,71,49,92,359,C,
每天都玩得很开心。,200110540540250025,印度尼西亚,2,200110,我的童年,70,90,66,63,76,358,C,
我们什么也没带，一下三轮车我们先乖乖地在坟[F墳]上清除杂草，拾{CD拾}一些树叶，一会儿就向妈要求去捉蜻蜓，就这样，我们四个也像[B象]蜻蜓一样自由地{CC得}“飞”了。,200110540540250027,印度尼西亚,2,200110,我的童年,75,90,63,58,61,341,C,
犹记得，祖屋是一间很大的房子。,200103680519201604,马来西亚,2,200103,我的童年,85,90,83,83,100,437,A,
那时[B些]候我任性地央求母亲买玩具给我，结果父亲大人龙颜大怒，狠狠地拿起汤匙敲了我的头。,200103680519201611,马来西亚,2,200103,我的童年,90,85,94,90,95,451,A,
他们这种落井下石的行为，我更是放高声量[B亮]地大哭{CQ了}一场。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
××上。,200104124730100430,毛里求斯,1,200104,一封写给父母的信,65,85,55,23,67,285,未参加,
你们的儿子，××,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
您们{CC您}{CD得}健康。,200105550523150003,韩国,1,200105,一封写给父母的信,70,70,60,63,61,312,C,
但是我在世界上，最尊重的人是您。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
您不要忘记。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
爸，你常常问我，“你到底喜不喜欢我？,200105550523250050,韩国,2,200105,一封写给父母的信,65,70,36,42,49,248,未参加,
”不管我们能{CQ怎么}尽孝道，能做出{CC帮出}什么好事来，恐怕也不能还清我所欠的这一批人情债的。,200105550523150499,韩国,1,200105,一封写给父母的信,85,85,41,68,70,344,未参加,
这几年我一直希望{CC追求}离开父母{CJ+zxy的事情}。,200105224525200016,日本,2,200105,我的一个假期,70,70,77,61,63,329,C,
老师批准我回国，给我办理{CQ了}签证。,200105209525200066,日本,2,200105,我的一个假期,75,75,65,58,68,331,C,
当时我在中国只有{CC过}半年，我的中文不太好，我心里有点儿不安，但是多亏遇到了许多热情的中国人，我过得很愉快。,200105201525200083,日本,2,200105,我的一个假期,70,80,50,49,61,300,未参加,
第三天我们坐{CC用}公共汽车去上海。,200105302525200045,日本,2,200105,我的一个假期,65,70,57,56,57,291,C,
不过我的学习不是义务，而是喜欢，只做自己喜欢的事而已，所以我现在的学生生活可以说成“我的一个假期”[BQ，]我以前向往[B望]的长期假期就在这儿。,200105215525100008,日本,1,200105,我的一个假期,70,70,77,75,74,354,C,
这样会产生{CC发生}人和人之间的矛盾。,200105109525100496,日本,1,200105,由“三个和尚没水喝”想到的……,70,70,57,62,53,300,C,
