错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
那时大约四、五岁，那时{CJ+zhuy我}，是我爸爸、妈妈最疼我的时候了。[BD（],200109529529151009,泰国,1,200109,我的童年,80,75,67,42,72,327,C,
我觉得很可惜，因为那时候我还很小也不懂事，所以我不知道奶奶的脸怎么样。,200109529529251013,泰国,2,200109,我的童年,70,65,22,16,37,196,未参加,
为了报答你们对我的恩情{CC爱情}，我一定会坚持不懈地认真学习，最后，在今年十一月份的大学入学考试中取得优秀的成绩，考上我和你们都{CJ-sy认为}{CD所}理想的大学{CD的}。,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
让你们感到天伦之乐。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
而且，我知道你们对我多么好。,200105550523250036,韩国,2,200105,一封写给父母的信,65,70,52,54,51,278,未参加,
我要以有这个父母节的五月份为契机，表达{CC2表}出我心里隐藏的感谢之心。,200105550523150293,韩国,1,200105,一封写给父母的信,80,70,77,73,79,369,B,
在水池旁边，我见了一个姓王的老人。,200105212525200036,日本,2,200105,我的一个假期,65,70,57,77,74,329,C,
大約10分钟{CQ后}我的身体也暖了起来，还登到象鼻山顶[F頂]喊了两声[BQ]Hello[BQ]。,200105212525200047,日本,2,200105,我的一个假期,70,80,80,63,79,362,C,
在我的记忆里印象最深刻的假期是去年的暑假。,200105209525100026,日本,1,200105,我的一个假期,80,75,80,75,98,399,B,
他对我们的严求很高，每天给我们留{CD下了}很多作业。,200105201525100041,日本,1,200105,我的一个假期,65,80,75,70,68,346,B,
我立刻决定了去韩国。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
如果所有的方面都是靠自己的话，那样的人以后肯定对别人没有热情的。,200105109525200441,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,54,77,57,315,C,
我看过《三个和尚没水喝》的卡通片，一开始因为卡通的画非常可爱所以觉得这个故事非常有意思{CC3愉快}。,200105109525200597,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,61,55,57,294,C,
我以前读了一首诗。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
”二休说：我昨天去挑水的时候，在那里看到一个女孩走过来{CJ+zxy的情节}。,200105109525200704,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,73,53,86,339,C,
总[F總]而言之，只要她们[F們]喜欢[F歡]辞职后的生活，就没有问[F問]题[F題]了。,200106570919250013,加拿大,2,200106,如何看待“妻子回家”,70,85,85,85,80,397,B,
爸爸他更会忍让兄弟们，以前为公司方面的一些问题{CJ-zhuy我}不服爸爸，但是爸爸从不会跟他们计[B记]较；也不会与他们争吵。,200203522522150007,缅甸,1,200203,记对我影响最大的一个人,85,95,69,56,88,389,C,
而且患者会感到一些负担，[BC。]得了不治之症，会十分痛苦。,200205204919100054,加拿大,1,200205,如何看待“安乐死”,65,65,33,54,61,262,未参加,
其实我{CJX}关于这个问题还没有固定的看法。,200205204525200165,日本,2,200205,如何看待“安乐死”,75,70,69,56,70,329,C,
所以他进了局子。,200205224525200025,日本,2,200205,如何看待“安乐死”,70,75,41,76,54,305,未参加,
此外，实行“安乐死”的人做完这样的事情之后，[BC、]有可能感到后悔、悲哀等感觉{CJZR}。,200205209525100032,日本,1,200205,如何看待“安乐死”,75,85,80,70,77,380,B,
你不能说死就死。,200205201525200008,日本,2,200205,如何看待“安乐死”,80,80,69,63,68,352,C,
最后，我要清清楚楚地说，人的人生是人自己的，[BC。]什么权利都属于人。,200205209525200101,日本,2,200205,如何看待“安乐死”,75,75,41,67,72,320,未参加,
就我个人来讲，本人希望{CQ如果}自己陷入“安乐死”的时候有人来帮助{CC2帮}结束生命的话，社会也应该尊重我{CC他}的意思，[BC。]并且为了避免“安乐死”后的各种问题，{CJ-zy应}尽早制定些法律来规定围绕着“安乐死”的方方面面的事。,200210543525250002,日本,2,200210,如何看待“安乐死”,70,75,78,62,91,365,C,
对问题有不同的看法，大家协商，求同存异，这样，就能避免“代沟”，使每一个家庭都成为温馨的乐园。,200210540540150034,印度尼西亚,1,200210,如何解决“代沟”问题,80,95,84,89,91,434,A,
这样，两{CC二}代之间就减少了不少的误会。{CP有不少家庭孩子同父母之间的感情，像如兄弟姐妹般，出门逛街，儿[F兒]子搭在父亲[F親]的肩上，两{CC二},200210540540250052,印度尼西亚,2,200210,如何解决“代沟”问题,85,75,73,73,73,371,B,
她常常劝[F勸]告我忍一时，风[F風]平浪静，退一步海阔[F闊]天空。,200203522522210009,缅甸,2,200203,记对我影响最大的一个人,75,90,43,52,46,300,未参加,
综上所述，我想我们应该把挫折看成{CC成为}吸取教训和给人动力的一个好机会。,200205109922101150,美国,1,200205,如何面对挫折,70,65,73,60,70,324,C,
女儿我很惦着您们啊！,200205680519250015,马来西亚,2,200205,一封写给父母的信,75,70,70,73,88,365,B,
女儿，××上,200205680519250019,马来西亚,2,200205,一封写给父母的信,80,85,81,75,84,399,B,
时至今日，我读《西游记》，已经是超出了故事的框架；悟空的神勇、[BC；]悟能的率直对于我来说都只是组成《西游记》的一部份罢了！,200305533533150003,新加坡,1,200305,我最喜欢读的一本书,95,75,79,75,92,411,B,
后来，由于工作的缘[C]故我搬到别的城市去了。,200304131525100162,日本,1,200304,我学汉语是为了……,70,70,56,63,91,338,C,
我已学了三年的汉语，[BC。]比较{CC比轻}容易看小说了。,200304131525200269,日本,2,200304,我学汉语是为了……,70,75,50,68,57,309,C,
在人{CQ的}能力当中，和其他动物比较最优异[F異]的是，{CD就是}把好多的事情、东西蛮合理地连起来的能力。,200305576525100004,日本,1,200305,静音环境对人体的危害,65,40,59,74,66,282,未参加,
如果我听汉语的歌的话，它提高我的汉语水平。,200305576525200013,日本,2,200305,静音环境对人体的危害,65,65,44,41,46,245,未参加,
不是。,200305576525200015,日本,2,200305,静音环境对人体的危害,65,65,56,63,57,290,C,
希望广大群众会因此更加深刻地{CC的}体会并且认识吸烟的害处。,200405109922201277,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,81,68,86,411,B,
我认为吸烟这个习惯是必须禁止的，特别是在公共场所{CD上}，因为吸烟对每一个人的身体健康{CJ-zy都}有巨大的坏处。,200405109539200611,印度,2,200405,吸烟对个人健康和公众利益的影响,65,65,42,41,70,267,未参加,
这也会对{CC也}陌生人的身体造成危害。,200405204922200191,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,88,65,90,419,B,
说得直接一点就是说{CJZR}，如果我不吸烟我为什么要受[B收]到你吸烟的坏影响？[BC。],200405204634100335,英国,1,200405,吸烟对个人健康和公众利益的影响,70,85,30,28,27,232,未参加,
