错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
对于离婚会从而影响社会稳定的论点我是不认同的。,200103533533250017,新加坡,2,200103,我对离婚问题的看法,80,75,87,77,79,389,B,
在这世界上有谁敢说会爱对方一辈子呢？,200103533533150028,新加坡,1,200103,我对离婚问题的看法,75,75,77,65,90,372,B,
望子成龙[F龍]{CD都}是每个父母对孩子的愿[F願]望，每到假期父母亲{CQ都}向朋友借{CD了}一部轿[F轎]车带我们姐弟游山玩水，我们玩得{CQ地}很高兴，我父亲是一位中医[D士][BQ，]他关心病人[BQ，]把别人的病当自[L]己{CQ的}病[BQ。]不幸[B辛]百劳成疾最终{CC终}于一九七四年离开我们去{CD由}天国{CC天家}了。,200110540540150003,印度尼西亚,1,200110,我的童年,70,80,41,47,70,298,未参加,
然好景[B境]不常在，好花不常开，这美好的童年，刚过不久，印尼国内[BD，]政治动荡，把我们所读的华校[BD，]下令{CJX}封闭，从此失学一段时间，转移到印尼学校。,200110540540150008,印度尼西亚,1,200110,我的童年,65,80,66,58,85,342,C,
我们东方人认为，家人之间说“我爱你”就是太不好意思，但是今天我在这封信上想说给您“我爱您，妈妈，而且感谢您照顾我。,200105550523250009,韩国,2,200105,一封写给父母的信,65,70,60,68,56,305,C,
路面都是平的。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
我们不算是孩子，都是{CC就是}{CD个}成人{CQ了}。,200105550523150517,韩国,1,200105,一封写给父母的信,70,70,47,44,47,266,未参加,
现在为止，你们真的[B得]爱惜{CC珍惜}我，我也知道你们多么爱我。,200105550523250527,韩国,2,200105,一封写给父母的信,70,65,60,35,58,274,未参加,
当时我想：“我只去了两年，可是家里变了许多。,200105212540200003,印度尼西亚,2,200105,我的一个假期,75,65,57,46,57,287,未参加,
然后我来到中国学汉语了。,200105224525200026,日本,2,200105,我的一个假期,70,70,52,54,46,280,C,
但是学生一直学习可不行。,200105209525100005,日本,1,200105,我的一个假期,70,70,70,65,72,335,C,
我又愤怒又伤心，不懂有些人为什么这样{CC这么}{CJX}{CJ-sy做}又无聊又无耻的行为。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
而且作业也几乎没有，有的老师要求作业，可是不做[B作]也没关系[BQ，]甚至不上课也没关系。,200105215525100008,日本,1,200105,我的一个假期,70,70,77,75,74,354,C,
我希望我老了以后再去一些我曾去过的地方。,200105215525100011,日本,1,200105,我的一个假期,65,70,65,58,72,316,C,
我在上高中三年级的时候的暑假之际，提前决定了假期期间{CC之间}的计划，因为暑假有两{CC二}个月的时间，要是没有计划[B画]，两{CC二}个月的时间一下子过去{CC2过}，一点也没什么收获{CJZR}，这样的情况也会发生的。,200105215525100001,日本,1,200105,我的一个假期,65,65,57,56,70,297,C,
有。,200105109525200507,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,50,71,73,315,C,
我想写的可能是{CJX}对中国人{CQ来说}比较难听的。,200105109525100843,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,27,51,50,236,未参加,
但是，这样的情况下，孩子很少见父母。,200106570525250002,日本,2,200106,如何看待“妻子回家”,65,75,41,51,44,263,未参加,
所以，母亲生了孩子以后，一段时间陪孩子，然后[BD，]回{CQ去}工作。[BC，],200106570525250002,日本,2,200106,如何看待“妻子回家”,65,75,41,51,44,263,未参加,
对我生命影响最大的一个人，莫过于我所信的主耶稣基督。,200203533533150023,新加坡,1,200203,记对我影响最大的一个人,95,65,74,79,88,393,B,
