错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
虽然有人认为“没有爱情的婚姻是不道德的”[BQ，]所以他{CD的}主张应该允许已经没有爱情基础的夫妻离婚。,200103533533250032,新加坡,2,200103,我对离婚问题的看法,80,85,70,49,68,346,C,
连吃饭、[BC，]温习功课都在店里。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
我是1957年正月[D份]出生于印尼泪水市{CJsd}。,200110540540250017,印度尼西亚,2,200110,我的童年,70,85,71,63,76,357,C,
我出生在一个经济环境不好的家庭里。,200110540540250127,印度尼西亚,2,200110,我的童年,65,85,33,54,85,312,未参加,
我的叔叔、姑姑还有亲戚们都住在一块儿，每逢节庆日子，说{CQ多}热闹就有多热闹。,200103680519201604,马来西亚,2,200103,我的童年,85,90,83,83,100,437,A,
×××北京，4月15日,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
我就有了这个想法：梵地冈那么小，人口不过一千左右，如果梵地冈那边有很多人来到一块儿，和教皇很可能有关系。,200105610616150201,德国,1,200105,我的一个假期,80,80,57,49,83,341,未参加,
但是每次烦闷的时候，我不知不觉地想起来你们说的那句话，“这全都是你家。,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
但是，我相信你们都会感觉到我心里多么爱你们，多么支技你们。,200105550523250042,韩国,2,200105,一封写给父母的信,75,70,44,73,72,323,未参加,
敬上你们的宝[F寶]贝[F貝]××,200105550523250050,韩国,2,200105,一封写给父母的信,65,70,36,42,49,248,未参加,
我就{CC该}写到这儿。,200105550523250329,韩国,2,200105,一封写给父母的信,75,70,52,44,58,288,未参加,
我学校前面有一家商店就是专门搞这个的。,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
只有接近母亲节的日子，我才感到您们的存在对我带来的影响很大。,200105550523250349,韩国,2,200105,一封写给父母的信,70,65,52,54,65,292,C,
但是这{CQ些}不能随便做。[BC．],200105550523250465,韩国,2,200105,一封写给父母的信,60,75,38,49,51,259,未参加,
动不动就跟爸妈发脾[B碑]气。,200105550523250519,韩国,2,200105,一封写给父母的信,65,70,71,61,61,314,C,
我们马上把照相机拿出来拍照拍照{CJcd}。,200105212540200001,印度尼西亚,2,200105,我的一个假期,80,80,80,70,74,376,B,
妈！,200105550523250528,韩国,2,200105,一封写给父母的信,75,70,44,47,54,279,未参加,
走在大街上，到处[F處]都可见[F見]到人海。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
随着我{CQ的}长大，我的生活方式也变{CQ了}。,200105201525200012,日本,2,200105,我的一个假期,70,80,50,65,52,307,C,
可这四天给我的印象特别深刻。,200105201540200025,印度尼西亚,2,200105,我的一个假期,75,75,75,49,66,330,C,
如果以后还有机会的话，我想再去新疆地区旅游。,200105201525200054,日本,2,200105,我的一个假期,65,70,67,70,72,330,C,
我读完“三个和尚没水喝”的文章，就想起来了我的坏{CC球}毛病。,200105109525200499,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,70,77,75,349,B,
先决定抬水的顺序{CC顺番}。,200105109525200599,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,48,62,53,291,C,
每一天都充满了新的挑战似的。,200105109525200602,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,68,71,86,359,C,
要证明这个现象啊，我们就可以注意一些我们周围的人。,200105109540100683,印度尼西亚,1,200105,由“三个和尚没水喝”想到的……,85,65,50,51,84,324,未参加,
”他们俩好像对二休的话很感兴趣，[BC、]问他：[BQ“]是什么样子？,200105109525200704,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,73,53,86,339,C,
一般来说人的社会必须[B需]要领导，特别是在人多而人们不大和睦{CC相睦}的情况下非常地需要一个领导人。,200105109525100726,日本,1,200105,由“三个和尚没水喝”想到的……,75,65,63,75,68,333,C,
很多人不经常跟中国人在一起，而是{CC2却}跟日本人在一起，[BC。]这简直就是{CJX}不像留学。,200105109525100850,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,52,64,84,308,未参加,
她们可能是追求{CD有}一些前代的浪漫。,200106570525250007,日本,2,200106,如何看待“妻子回家”,65,60,35,74,49,266,未参加,
”于[F於]是，两个和尚一起抬水喝。,200102522522250008,缅甸,2,200102,由“三个和尚没水喝”想到的……,85,90,67,58,86,382,C,
