错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
因此政府应该鼓励人民不要动不动就说没感情。,200103533533250011,新加坡,2,200103,我对离婚问题的看法,80,75,62,32,70,310,未参加,
不要人云亦云，说什么结婚是[BQ“]恋爱的坟墓[BQ”]。,200103533533250031,新加坡,2,200103,我对离婚问题的看法,80,90,90,70,83,408,B,
我哭起来，从此我一直认为{CC2想}数学真难。,200109529529251005,泰国,2,200109,我的童年,70,75,39,49,61,283,未参加,
由於以上这种种原因，使我在童年时没与父母兄弟姐妹享过合家欢乐{CC天伦之乐}。,200110540540250018,印度尼西亚,2,200110,我的童年,70,90,63,63,79,358,C,
我虽然出生在中国，但童年却在印度尼西亚长的巨港市长大，巨港市是在印尼苏门答腊岛的南部，童年时，我约了几个朋友，到橡胶园中，采拮像胶仔，这种橡胶仔，用来相碰，谁的破了，就输了，因而大家都找硬的，还给这些仔[BD，]起了很多{CC秀多}名字，什么猩猩仔、石仔、猴仔等等，如果有人手中有一粒百战百胜的橡胶仔，他不知有多[D大]威风呢。,200110540540150135,印度尼西亚,1,200110,我的童年,65,90,49,65,85,345,C,
万隆火海饮客在界，就是在荷殖民主义统治下的印尼西瓜有名的花都——1937年我诞生了。,200110540540150141,印度尼西亚,1,200110,我的童年,60,95,41,39,85,310,未参加,
亲爱的爸爸、妈妈：你们好！,200104124520200255,蒙古国,2,200104,一封写给父母的信,65,85,52,44,65,301,未参加,
我{CJ-zhuy}发誓不多久拿着毕业证书和HSK证书给你们看。,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
我现在会自由地{CC的}与中国人谈话。,200104124545100462,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,41,37,42,260,未参加,
可是我不{CD要}那么挑，这个机会对我也很有好处，我这样可以免费到中国去，还算不错[C]！,200105610610150211,法国,1,200105,我的一个假期,85,80,44,23,37,262,未参加,
虽然爸爸是老大，但是家势不好，因而爸妈觉得一直不舒[B适]服。,200105550523250010,韩国,2,200105,一封写给父母的信,75,60,74,61,76,332,C,
每天早上一起运动运动吧！,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
××,200105550523150293,韩国,1,200105,一封写给父母的信,80,70,77,73,79,369,B,
爸每天到很晚的时间{CJX}工作{CD得}很辛苦，还要喝酒，每当看爸爸的脸{CJ-dy我的}心好痛。,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
我很想见你们。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
但我毕业以后一定进{CC入}好的公司。[BC.],200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
在日本的生活紧张得很。,200105224525200026,日本,2,200105,我的一个假期,70,70,52,54,46,280,C,
另外，很多名胜古迹里保存了一大批石刻。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
我也是这样的学生之一。,200105201525200015,日本,2,200105,我的一个假期,60,65,52,61,57,278,未参加,
这个故事向我们告诫[B戒]什么呢？,200105109525200508,日本,2,200105,由“三个和尚没水喝”想到的……,70,65,54,51,66,292,未参加,
如果就一个人做事情的话，一个人去做，因为除了自己以外没有人帮助。[BC，],200105109525200689,日本,2,200105,由“三个和尚没水喝”想到的……,75,85,70,69,61,353,B,
他们应该商量，今天谁和谁去抬水，明天[BD，]哪{CC那}两个去抬水。,200105109525200689,日本,2,200105,由“三个和尚没水喝”想到的……,75,85,70,69,61,353,B,
”但是大家都是一样的想法，就没有人去抬水。,200105109525200725,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,70,58,66,315,C,
这时候还算不错，但是要做像抬水这样的很苦的工作时，只有把两{CC二}个人的力量合起来，才可以抬起来水。,200105109525100737,日本,1,200105,由“三个和尚没水喝”想到的……,60,65,48,71,64,291,未参加,
”第三个和尚不得不同意了。,200105109525200782,日本,2,200105,由“三个和尚没水喝”想到的……,75,70,70,69,59,332,C,
如果{CJ-sy拥有}充分的钱，我们似乎可以得到任何{CC什么}东西、[BC，]任何{CC什么}服务。,200105109525200822,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,84,77,91,379,B,
当[F當]然我不是在反对妇女辞职，因为[F為]如果子女得到妈[F媽]妈[F媽]的照顾[F顧]，一定会[F會]很开心。,200106570919250013,加拿大,2,200106,如何看待“妻子回家”,70,85,85,85,80,397,B,
成了我生命中的第一个朋友。,200203522522250009,缅甸,2,200203,记对我影响最大的一个人,85,80,79,77,91,405,B,
背书时一个字都不能错。,200203522522250024,缅甸,2,200203,记对我影响最大的一个人,85,85,69,73,68,375,B,
所以我们一定要再考虑[F慮]杀人罪是什么。,200205204525100002,日本,1,200205,如何看待“安乐死”,65,60,63,51,44,266,未参加,
最近日本政府同意了安乐死。,200205204525200075,日本,2,200205,如何看待“安乐死”,70,70,58,54,58,298,C,
那[BD、]“安乐死”的条件是什么呢？,200205204525200156,日本,2,200205,如何看待“安乐死”,65,75,44,79,70,320,未参加,
但是，各个“安乐死”的背景是截然不同{CC各种各样}的，而且对“死”的观念也是{CC由}各个国家、宗教、民族{CD等等}不一样{CJsd}，也许各人各样。,200205204525200167,日本,2,200205,如何看待“安乐死”,70,55,71,88,63,331,C,
我通过{CC2由}上面{CJ+dy写下来}的三个原因，觉得“安乐死”是可取的{CJ+zxy观念}。,200205204525100187,日本,1,200205,如何看待“安乐死”,65,70,44,58,56,279,未参加,
“安乐死”五年前日本法律界与老百性也有过同样的问题，最近（二年前）顽固的{CC地}日本的法律开始{CC始于}承认“安乐死合法化”[BQ，]我看中国也{CD终有}一定会修改法律{CC4改法}把“安乐死”{CD会}合法化。,200205204525100191,日本,1,200205,如何看待“安乐死”,65,65,58,54,54,280,C,
在这篇[B片]文章里也说到，妻子得了一种不治之症，病情比死还要痛苦。,200205212525200015,日本,2,200205,如何看待“安乐死”,65,80,33,72,58,296,未参加,
过去，得了不治之症，就没有任何办法救命了，但是现在的情况有了变化。,200205212525200015,日本,2,200205,如何看待“安乐死”,65,80,33,72,58,296,未参加,
我希望尊重病人的意志。,200205209525200089,日本,2,200205,如何看待“安乐死”,80,80,77,58,89,376,B,
自己的家的经济也越来越不好，不但病人自己很痛苦{CC辛苦}，而且影响到他亲人的未来。,200205201525200034,日本,2,200205,如何看待“安乐死”,65,65,58,72,75,319,C,
另外的一种人觉得勉强地活，也是生命。,200205201525200040,日本,2,200205,如何看待“安乐死”,65,70,38,60,58,277,未参加,
所以“安乐死”应该受到法律的保护。,200205201525200095,日本,2,200205,如何看待“安乐死”,70,70,63,63,80,334,C,
”否定“安乐死”的人们说：“安乐死就是个跟杀人一样的行为。,200205201525100155,日本,1,200205,如何看待“安乐死”,80,85,69,65,70,363,C,
在日本也有过跟这篇文章中提到的事件类似的案件。,200205215525100007,日本,1,200205,如何看待“安乐死”,80,65,88,83,84,388,B,
后来我发现这对我将来不利。,200210540540250003,印度尼西亚,2,200210,如何解决“代沟”问题,75,60,23,36,46,226,未参加,
因此家庭的温馨是最重要的，{CD要}即刻解决代沟是{CJ+zy最}首要的任务。,200210540540250035,印度尼西亚,2,200210,如何解决“代沟”问题,65,85,70,73,73,356,B,
孩子[F長]大了，有了自己的主见，就开始了跟父母在思想上的摩擦。,200210540540150041,印度尼西亚,1,200210,如何解决“代沟”问题,70,65,73,71,79,344,C,
假期结束后，老二与老三到澳洲继续求学{CC学业}，我们就经常在网上聊天{CC谈天}，最后{CC然后}才提醒他们，“夜深了，该睡觉啦”。,200210540540250070,印度尼西亚,2,200210,如何解决“代沟”问题,80,65,76,86,84,379,B,
而现在，男生结婚大约三十岁而女生结婚二十八岁，所以跟孩子们的年龄的差距{CC差别}是越来越大了[L]。,200210540540150072,印度尼西亚,1,200210,如何解决“代沟”问题,60,70,48,69,44,276,未参加,
“又是上网，又是上网……。,200210540540150088,印度尼西亚,1,200210,如何解决“代沟”问题,60,65,78,84,93,363,C,
但爸妈给弟弟现实的事看，{CD像}哥哥们如不珍[B真]惜以前的生活{CJX}圣洁，哪[B那]有今天的幸福？,200210540540250110,印度尼西亚,2,200210,如何解决“代沟”问题,65,60,26,45,50,229,未参加,
生活上任何人可以遇到许多困难或挫折，[BC。]我觉得这就是生活。,200205109631200448,希腊,2,200205,如何面对挫折,80,65,42,47,41,263,未参加,
不争取将问题或困难解决是不会成功的{CJ+zxy人生观}。,200205109627100813,瑞士,1,200205,如何面对挫折,75,65,48,43,75,293,未参加,
你虽然今天失败了，但是不要放弃你的理想、[BC，]你的目标。[BC，],200205109619101098,罗马尼亚,1,200205,如何面对挫折,70,70,73,62,59,322,C,
一个人初次在异国办理这些事务，有时候难免慌了阵脚。,200205680519250035,马来西亚,2,200205,一封写给父母的信,90,80,75,77,90,407,B,
我一直想要借的一本书，就是《[BC“]灵的故事》[BC”][BQ。]好不容易，我花了一段时间把书给找到了。,200305533519250005,马来西亚,2,200305,我最喜欢读的一本书,60,70,49,39,58,261,未参加,
不过，我也还清清楚楚[L]地记得他给我说了些话，“写得还可以，只是，你还没看清《红楼梦》。,200305533533250008,新加坡,2,200305,我最喜欢读的一本书,70,65,79,84,92,376,C,
我{CD为什么}会喜欢这本书的原因主要有两个：一我觉得这本书{CD里}把斯米坦那的著名作品都分析得很仔细。,200305533533250024,新加坡,2,200305,我最喜欢读的一本书,60,60,68,65,81,316,未参加,
所以他的故事精彩，他{CJ+zxy的人}更是我们[F們]华[F華]人之光呢！,200305533533250035,新加坡,2,200305,我最喜欢读的一本书,65,75,79,73,88,367,B,
而他们所讨论的就是佛教和西方社会对于“破坏性的情感”和近几年在美国非常流行的“情绪管理”有何作为{CC而为}[C]{CD而}有着不同的说法和见解。,200305533533250052,新加坡,2,200305,我最喜欢读的一本书,70,60,66,47,81,309,未参加,
在去{CC1来}那里的学生中，大部分都是年轻人。,200304131525100074,日本,1,200304,我学汉语是为了……,80,65,77,63,63,336,C,
我来中国的目的就是重新开始[B好]，要认真地{CC的}掌握{CC把握}汉语，要有广博{CC扩大}的见识[B世]。,200304131525100244,日本,1,200304,我学汉语是为了……,65,70,38,57,43,259,未参加,
可能它的原因在于{CC在}我的性格。,200305576525200015,日本,2,200305,静音环境对人体的危害,65,65,56,63,57,290,C,
自我有记忆以来，就从没见过我父亲手里缺过{CC缺乏}一根烟的一天。,200405109922200805,美国,2,200405,吸烟对个人健康和公众利益的影响,70,95,69,62,59,348,C,
对在公共场抽烟[BD，]这个问题，我的观点是[BQ：]市政府的措施是合理的。,200405109616101491,德国,1,200405,吸烟对个人健康和公众利益的影响,70,70,43,33,41,245,未参加,
首先，二手烟对身体的危害比抽一手烟的危害要大。,200405109543201737,香港地区,2,200405,吸烟对个人健康和公众利益的影响,90,75,81,79,91,410,B,
“另外不要忽视本[B木]话题的背景，就是说为什么人要抽烟。,200405219610100004,法国,1,200405,吸烟对个人健康和公众利益的影响,90,50,63,51,67,309,未参加,
餐厅只有我一个人也不可以抽。,200405205633100163,意大利,1,200405,吸烟对个人健康和公众利益的影响,65,85,52,39,54,285,未参加,
而这就{CD在}说[F說]明了现[F現]在的人越来越重视个[F個]人的健康和{CD这[F這]}我们[F們]所生存的环[F環]境，也{CD可以}由此可見，抽烟对[F對]人体和自然环[F環]境的伤[F傷]害有多大了。,200405205715100187,几内亚比绍,1,200405,吸烟对个人健康和公众利益的影响,75,80,77,56,70,349,B,
如今，在公共场所，允许抽烟的地方越来越少了。,200405522522250018,缅甸,2,200405,吸烟对个人健康和公众利益的影响,75,85,63,49,56,321,C,
总之，关于吸烟的情况，每个人的责任就是尊重别人，帮小孩儿明白烟是不好{CJsd}。,200405209633200060,意大利,2,200405,吸烟对个人健康和公众利益的影响,60,60,44,23,42,211,未参加,
有的人认为，吸烟{CQ不管}是否对周围的人有害[BQ，]还是一个人的权力{CJ？}；有的人认为在公共场所应该禁止{CC停止}吸烟。,200405209633200062,意大利,2,200405,吸烟对个人健康和公众利益的影响,75,60,66,49,72,308,未参加,
谁对孩子的影响最大？,200505109525100098,日本,1,200505,父母是孩子的第一任老师,70,80,53,67,64,324,C,
最近，周围的人常常对我说你跟你妈妈一模一样。,200505109525200410,日本,2,200505,父母是孩子的第一任老师,65,70,60,63,67,311,C,
第二，我应该每天要洗衣服。,200505109525200441,日本,2,200505,父母是孩子的第一任老师,70,80,60,54,69,323,C,
因为听说人的基本性格是由{CC到}三岁{CQ以前}的生活习惯决定的。,200505109525100540,日本,1,200505,父母是孩子的第一任老师,70,70,63,65,77,333,C,
现在日本出现{CC发生}{CQ了}很不正常的现象，就是孩子的教育要靠学校老师[BD、]。,200505109525100554,日本,1,200505,父母是孩子的第一任老师,85,70,82,67,82,377,B,
对我来说，父亲的影响更{CC最}大。,200505109525200721,日本,2,200505,父母是孩子的第一任老师,45,50,36,40,27,175,未参加,
所以孩子只有跟父母交流，这样{CC那样}{CQ的}交流中，孩子学{CQ着}考虑[F慮]别人的心情、别人的想法等等。,200505217525100009,日本,1,200505,父母是孩子的第一任老师,50,60,33,59,52,234,未参加,
我也[C]打算将来结婚。,200505204525200023,日本,2,200505,父母是孩子的第一任老师,60,65,48,39,54,249,未参加,
在我家[C]附近有一个县立美术馆。,200505204525200082,日本,2,200505,父母是孩子的第一任老师,65,55,52,57,76,287,未参加,
因为您是您孩子的第一任老师。,200505204525100094,日本,1,200505,父母是孩子的第一任老师,70,80,63,67,65,335,C,
我的父亲是很喜欢做菜的。,200505204525100110,日本,1,200505,父母是孩子的第一任老师,65,65,63,43,74,294,C,
这样一来我同意短文所说[C]的父母是孩子的第一任老师。,200505204525100110,日本,1,200505,父母是孩子的第一任老师,65,65,63,43,74,294,C,
他们用心{CC1爱情}地{CC的}教我，我也[C]努力练骑车。,200505204525100201,日本,1,200505,父母是孩子的第一任老师,70,60,39,51,47,252,未参加,
我上了高中以后，已不练这两个我父母的爱好。,200505204525200264,日本,2,200505,父母是孩子的第一任老师,55,55,52,43,56,241,未参加,
父母作为第一任{CC1任务}老师，他们并不是教孩子英语或数学的，而他们教的就是，孩子们在学校不能学到的东西。,200505204525200400,日本,2,200505,父母是孩子的第一任老师,75,60,50,63,58,292,未参加,
我们好不容易找到可以让我们看看的人，还是很落后。,200105271525100096,日本,1,200105,我的一个假期,70,75,72,61,79,346,C,
我发现{CQ了}“勿忘国耻”的标语。,200105217525200017,日本,2,200105,我的一个假期,70,85,70,65,85,367,C,
我弟弟也是在别的城市念书。,200105217525200072,日本,2,200105,我的一个假期,65,60,67,56,41,272,未参加,
过了一个月后，就有了一个时间比较长的假期，叫“黄金周”。,200105217525200083,日本,2,200105,我的一个假期,65,75,52,58,39,276,未参加,
我们特别感谢她。{CJ-zhuy我们},200105217525200083,日本,2,200105,我的一个假期,65,75,52,58,39,276,未参加,
那以前{CC时候}{CJ-zhuy我}从来没有滑过雪。,200105204525100014,日本,1,200105,我的一个假期,65,70,57,35,52,265,未参加,
你们还记得{CC的}吗？,200105550523250066,韩国,2,200105,一封写给父母的信,75,75,68,56,61,325,C,
但是当面说有点不好意思。,200105550523150089,韩国,1,200105,一封写给父母的信,65,70,36,35,49,241,未参加,
夏天要来了，不知您们的身体{CD健康}如何？,200105550523150113,韩国,1,200105,一封写给父母的信,90,75,74,70,61,364,B,
你们知道我多么爱你们吧。,200105550523250125,韩国,2,200105,一封写给父母的信,75,65,41,51,38,257,未参加,
父亲也{CJX}虽然工作很辛苦，可是{CQ在}我的面前不说。,200105550523250127,韩国,2,200105,一封写给父母的信,75,70,60,49,49,292,C,
所以我的中文有了进步。,200105550523250148,韩国,2,200105,一封写给父母的信,70,70,52,32,45,257,未参加,
请好好保重身体。,200105550523150211,韩国,1,200105,一封写给父母的信,65,70,49,56,63,289,C,
其实，那天晚上我哭了一夜。,200105550523250214,韩国,2,200105,一封写给父母的信,75,65,49,47,63,286,未参加,
是我自己挑的，怎么样？,200105550523250222,韩国,2,200105,一封写给父母的信,65,75,44,39,47,257,未参加,
我知道你们希望我好好学习。,200105550523250254,韩国,2,200105,一封写给父母的信,60,65,49,54,51,262,未参加,
走路去的话，过了十几分钟就能到；如果开汽车去的话，不需要五分钟。,200105550523250262,韩国,2,200105,一封写给父母的信,70,70,52,68,72,320,C,
我长大以后如果能当中医的{CC得}话[BQ，]我一定给你们买世界上最好的车[F車]。,200105550523250280,韩国,2,200105,一封写给父母的信,70,70,14,30,27,199,未参加,
我才明白您们的真心。,200105550523150301,韩国,1,200105,一封写给父母的信,80,70,52,47,63,302,未参加,
我太高兴了。,200105550523250324,韩国,2,200105,一封写给父母的信,70,65,47,30,40,238,未参加,
您也知道您的血压高，喝酒对高血压非常危险啊！,200105550523250356,韩国,2,200105,一封写给父母的信,75,75,74,65,65,344,B,
听说现在韩国的经济越来越不好，所以很担心，弟弟入伍了吧？,200105550523250361,韩国,2,200105,一封写给父母的信,65,80,58,56,58,305,C,
亲[F親]爱[F愛]的爸妈：最近天气非常{CC这么}热，鸟声也听起来非常{CC这么}好听。,200105550523150372,韩国,1,200105,一封写给父母的信,70,75,36,39,45,254,未参加,
祝你们健康、[BC，]幸福。,200105550523250364,韩国,2,200105,一封写给父母的信,80,70,63,68,72,343,C,
真{CC怎}对不起，现在才写信给父母。,200105550523250385,韩国,2,200105,一封写给父母的信,75,70,52,56,70,312,C,
那天早上，一定给您们打电话问好。,200105550523250408,韩国,2,200105,一封写给父母的信,65,65,30,47,51,242,未参加,
还有让你{CD会}感[D觉]到骄傲。,200105550523250428,韩国,2,200105,一封写给父母的信,70,70,47,39,54,268,未参加,
爸爸你也好吧？,200105550523250479,韩国,2,200105,一封写给父母的信,75,70,55,56,58,303,C,
我不是明年毕[B华]业吗？,200105550523250479,韩国,2,200105,一封写给父母的信,75,70,55,56,58,303,C,
我爱你们！,200105550523250482,韩国,2,200105,一封写给父母的信,65,70,49,56,54,280,C,
妈妈[BQ，]现在只{CC1只有}留下了我们两个{CJX}兄妹报答{CD对}您的{CJ+dy那么}伟大{CC2大}的母爱{CC爱情}，我们两个{CJX}兄妹真的{CJ+zy就}在心里尊敬我们的母亲！[BC，],200105550523150501,韩国,1,200105,一封写给父母的信,65,65,66,44,42,266,未参加,
爸爸[BQ，]谢谢！,200105550523250512,韩国,2,200105,一封写给父母的信,70,65,60,63,56,300,C,
我和王先生妈妈睡在一个床。,200105206525200001,日本,2,200105,我的一个假期,70,85,87,63,76,373,C,
语言也根本不同，他们用的字也不像中国、日本那样的汉字。,200105206525200003,日本,2,200105,我的一个假期,75,80,62,58,61,327,C,
他们的素质应是高尚的。,200105109525100058,日本,1,200105,由“三个和尚没水喝”想到的……,80,75,68,77,73,364,B,
我现在在北京体育大学参加网球的训练[B炼]。,200105109525200061,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,61,66,48,303,C,
从这点来说故事里出来的三个和尚没有这种观念，只要自己好就可以了{CC的}。,200105109525200245,日本,2,200105,由“三个和尚没水喝”想到的……,75,80,68,55,57,326,C,
一定有的。,200105109525200245,日本,2,200105,由“三个和尚没水喝”想到的……,75,80,68,55,57,326,C,
但是各个人想{CJX}只{CC只有}自己的事的话肯定不好。{CJ-zhuy事情},200105109525100317,日本,1,200105,由“三个和尚没水喝”想到的……,75,70,41,47,57,279,未参加,
第三个和尚听{CQ了}他们的话，{CD才}开始说自己的看法：[BC。]谁也不能占有{CC所有}这里的水，因为自然界的所有的东西{CQ都}是神创造给人的。,200105109525200366,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,41,44,41,240,未参加,
回到{CC来}家以后学汉语。,200105109525200370,日本,2,200105,由“三个和尚没水喝”想到的……,60,65,45,40,53,246,未参加,
我真不希望{CJ-sy有}这样的结果。,200105109525100381,日本,1,200105,由“三个和尚没水喝”想到的……,65,65,59,66,64,303,C,
尤其是当和尚的人，他们的人生目的应该是解脱欲望的嘛！,200105109525100385,日本,1,200105,由“三个和尚没水喝”想到的……,65,75,36,24,44,231,未参加,
如果大家把所有的事情以自己的利益来决定的话，我们的社会的将来{CJ-zy将}如何不堪设想啊！,200105109525100524,日本,1,200105,由“三个和尚没水喝”想到的……,70,75,79,77,91,381,B,
最关键的是互相尊重、互相关心、互相体谅。,200105109525100525,日本,1,200105,由“三个和尚没水喝”想到的……,80,70,66,71,68,345,C,
我们应该从上面的故[B姑]事{CQ中}吸取{CC采取}教训。,200105109540200547,印度尼西亚,2,200105,由“三个和尚没水喝”想到的……,85,75,61,44,88,345,C,
