错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
孩子们的将来是否好坏，就在于父母的手上{CJZR}。,200103533533250019,新加坡,2,200103,我对离婚问题的看法,80,90,70,51,85,371,C,
现[F現]在我针对华族来探讨这[F這]思想。,200103533533150033,新加坡,1,200103,我对离婚问题的看法,85,75,85,68,79,384,B,
只好找工人来学会话，因老人家是{CD因为}长大{CQ后}搬迁来印尼的，这里的话也说得不好。,200110540540250107,印度尼西亚,2,200110,我的童年,60,80,60,58,70,315,C,
一年中我们最快乐的一天就是春节。,200110540540250127,印度尼西亚,2,200110,我的童年,65,85,33,54,85,312,未参加,
维[F維]护和平早已是世人们的职[F職]责所在。,200111512512250007,菲律宾,2,200111,我的一个假期,85,85,90,61,98,414,B,
现在我回想起来，我觉得我的父亲最可爱。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
不管童年是好是坏，毕竟都已过去，所以我会珍惜它，并以乐观的心态去接受它。,200103680519201615,马来西亚,2,200103,我的童年,80,85,78,65,82,384,B,
上次期末考试我得了97分，在全班最高。,200104124510100278,朝鲜,1,200104,一封写给父母的信,85,75,74,68,79,373,B,
我想如果这次通不过，我再也不考这个水平考试了。,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
在韩国时你们经常关心我，可是我却觉得麻烦。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
我前几天{CJ+zhuy}，我又劝您这样做，不过您对我这这样说：“你还不了解我的心，我不管你们长大还是仍然年纪小[B少]，我都担心你们，{CD我}只有{CC只要}结婚后生孩子，你才明白我的话[BQ。]”妈，我虽然还没有结婚，当然没有孩子，但我对您的话理解一点[BQ，]我很感谢您，您这么照顾我们，我怎么能报答{CC夸}您的恩情{CC恩爱}，您不仅当我的妈，而且当我的爸。,200105550523150055,韩国,1,200105,一封写给父母的信,70,70,55,47,67,297,未参加,
每天早上一起运动运动吧！,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
爸爸，妈妈，我以后好好学习当一个在社会上有用的人才。,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
陆战队的纪[B记]律使我比以[B已]前强得多了。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
老爸天气越来越热了。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
对我来说，那是我生平{CC生来}第一次访华，当时我所见到的所有东西给我以重大的文化冲击，尤其是那充满活力、[BC，]富有人情味的城市气息使我这在早已失去这些气息{CC气氛}{CQ的}城市的人感到格外亲切。,200105212525100018,日本,1,200105,我的一个假期,70,70,82,77,94,381,C,
到了四月初就去旅行社订了飞机票，对刚开始工作的我来讲买广州到大连的往返票绝不算便宜，不过大连那个地方还是有值得去的地方。,200105212525100046,日本,1,200105,我的一个假期,70,75,34,61,68,297,未参加,
我从日本来到中国，一转眼已经六年多了。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
我做日本的{CJ-zxy菜}，我朋友做广州的菜。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
不过经过一个多月的集训我们都有所进步{CC发展}，结果，在锦标赛上获得了第三名。,200105209525100026,日本,1,200105,我的一个假期,80,75,80,75,98,399,B,
这次简直美梦成真了。,200105201540200025,印度尼西亚,2,200105,我的一个假期,75,75,75,49,66,330,C,
不过大家以为有人会帮他做。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
如果我是一个科学家的话，我就研究这个现象。,200105109525200694,日本,2,200105,由“三个和尚没水喝”想到的……,65,80,54,60,53,300,C,
但也有很多妇女喜欢[F歡]和外界{CC外間}接触[F觸]，建立自己的事业[F業]来[F來]得到满足感。,200106570919250013,加拿大,2,200106,如何看待“妻子回家”,70,85,85,85,80,397,B,
令曾经[F經]令她伤心的丈夫知道，抛弃她是他自己的损[F損]失。,200106570919250013,加拿大,2,200106,如何看待“妻子回家”,70,85,85,85,80,397,B,
与别人相[B想]处时，要相互忍让，和平相处。,200102522522250008,缅甸,2,200102,由“三个和尚没水喝”想到的……,85,90,67,58,86,382,C,
在这里可能有几种情况：一是原先和尚是勤劳的，后来的和尚懒惰。,200102522522150012,缅甸,1,200102,由“三个和尚没水喝”想到的……,95,80,71,81,97,420,B,
要体会得到付出比收回更好，佛家有言“有舍才有得”[BQ，]所以我们一定要努力付出，不要只待回报{CC收回}。,200102522522250011,缅甸,2,200102,由“三个和尚没水喝”想到的……,75,90,64,73,91,387,B,
我们相识了近十年，称得上是知己，但我不曾告诉他，曾经，他改变了我的一生。,200203533533250009,新加坡,2,200203,记对我影响最大的一个人,85,80,74,83,93,408,B,
我受她影响，从小努力读书，不畏困难。,200203533540250011,印度尼西亚,2,200203,记对我影响最大的一个人,85,80,79,77,95,409,B,
其次，宗教。,200205204525100014,日本,1,200205,如何看待“安乐死”,80,70,69,65,75,349,C,
所以我想我们的安乐死是一个很难的问题。,200205204525200140,日本,2,200205,如何看待“安乐死”,65,75,71,58,58,314,C,
我认为对这个问题每个社会、文化以及每个人的想法的差别相当大。,200205204525100168,日本,1,200205,如何看待“安乐死”,75,85,60,65,70,348,C,
现在只能说，我们应该从各种各样的角度来看{CQ和}判断一件一件{CQ与}“安乐死”有关案件。,200205204525200165,日本,2,200205,如何看待“安乐死”,75,70,69,56,70,329,C,
我看{CJ-dy这}两种情况，应该重视对方{CJ－dy不同}的情况。,200205224525200025,日本,2,200205,如何看待“安乐死”,70,75,41,76,54,305,未参加,
