错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
因此，我认为双方都必须[B需]考虑清楚，双方地位变化，并非能影响婚姻，有爱情的婚姻是经得起考验{CJsd}。,200103533533250004,新加坡,2,200103,我对离婚问题的看法,75,75,70,21,50,281,未参加,
其实，黛安娜在英国人民心中的形象与地位远远超出查尔斯王子。,200103533519250014,马来西亚,2,200103,我对离婚问题的看法,80,85,77,70,100,406,B,
离婚对孩子更是一种重大的打击，孩子的成长，不能缺少母爱和父爱，在他们小小的心灵里，也许看不出他们{CQ有}什么不妥之处，随着成长，便会影响他们性格，甚至行为。,200103533533250031,新加坡,2,200103,我对离婚问题的看法,80,90,90,70,83,408,B,
一到如今我觉得无情无爱，可能是失掉了年轻娱乐时间的原因。,200109529529251014,泰国,2,200109,我的童年,70,70,34,23,50,235,未参加,
连吃饭、[BC，]温习功课都在店里。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
由于当地人是以{CQ捕}鱼为业[F業]，所以那里的多数老百姓都为渔夫，所受的教育水平也低，环境也不那好。,200110540540150006,印度尼西亚,1,200110,我的童年,65,75,47,39,56,269,未参加,
过后我{CD可}难过了几天，因体会到她是为了省一笔钱，留下做菜钱的。,200110540540250107,印度尼西亚,2,200110,我的童年,60,80,60,58,70,315,C,
我觉得我实在是很幸福，[BC。]有了一个愉快的童年以及照顾我{CJX}无微不致[B直]的父母亲。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
那我这封信到此为止{{CQ就/CQ了}，我以后也会给你们写信的。[BC，],200104124545100426,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,47,39,49,275,未参加,
大铜门有卫士{CJ-sy守卫}，我根本挤{CC偷}不过去。[BC，],200105610616150201,德国,1,200105,我的一个假期,80,80,57,49,83,341,未参加,
但这次期中考试{CD中}成绩高了一点。,200105550523150003,韩国,1,200105,一封写给父母的信,70,70,60,63,61,312,C,
虽然{CQ会}非常辛[B幸]苦，但我要尝试一下。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
最近过得怎么样？,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
我现在{CQ在}汉城考汉语水平考试，{CD考}作文题目就是“[BC‘]一封写给父母的信”[BC’][BQ，]借这种机会{CD来}，要写信给你们，我有一点不好意思。,200105550523250337,韩国,2,200105,一封写给父母的信,70,65,66,54,65,306,C,
父亲[F親][BQ，]您年纪那么大还在工作抚养家人[BQ，]很辛[B幸]苦吧！,200105550523150467,韩国,1,200105,一封写给父母的信,70,60,49,47,47,258,未参加,
可是我还记得那天下午的事情。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
只可惜这座城市比较落后，很难给旅游者好的印象。,200105212540200001,印度尼西亚,2,200105,我的一个假期,80,80,80,70,74,376,B,
到黄山那天{CD正好}刚刚下了两天雪{CC5下雪两天}，所以到山上的路滑[B猾]极了，我婆婆{CD不知}已经摔了好几次了。{CD我},200105212540200002,印度尼西亚,2,200105,我的一个假期,80,75,72,63,59,340,B,
千叫县在东京的东边，比东京暖和。,200105212525200037,日本,2,200105,我的一个假期,70,75,47,61,55,297,C,
今年五一节的时候，我一个人去{CQ了}香港。,200105212525200040,日本,2,200105,我的一个假期,70,70,67,70,81,346,C,
