错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
如果说：“没有爱情的婚姻是不道德的”。,200103533533250012,新加坡,2,200103,我对离婚问题的看法,80,80,75,70,61,358,B,
回想以往日子，有许多辛[B幸]酸苦辣[B敕]的，也有甜蜜的。,200110540540250017,印度尼西亚,2,200110,我的童年,70,85,71,63,76,357,C,
最后，就是到了洛山机。,200111512512150008,菲律宾,1,200111,我的一个假期,75,70,52,56,68,310,C,
我好[D好]不容易才挣出这个小小的身躯长大成人。,200103680519201609,马来西亚,2,200103,我的童年,85,75,64,80,85,381,B,
我觉得我自己很笨，离着那么近，却看得不清楚。,200104124501200069,中国,2,200104,一封写给父母的信,90,75,55,49,72,335,未参加,
再见！,200105550523150002,韩国,1,200105,一封写给父母的信,70,65,68,56,79,324,C,
哈哈，每天在家里见面还说您们{CC您}好，觉得有点奇怪。,200105550523150003,韩国,1,200105,一封写给父母的信,70,70,60,63,61,312,C,
爸爸、妈妈！,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
我过得这么好，还用担心？,200105550523250039,韩国,2,200105,一封写给父母的信,65,75,66,49,65,307,C,
我现在可以了解你的工作，我知道你的生意太忙，连吃饭的时间没有。,200105550523250050,韩国,2,200105,一封写给父母的信,65,70,36,42,49,248,未参加,
你们好！,200105550523250331,韩国,2,200105,一封写给父母的信,70,75,47,44,47,272,未参加,
我这个性子急的人，每件事都不如我意{CD作好}，只好向父母缓解压力。,200105550523250349,韩国,2,200105,一封写给父母的信,70,65,52,54,65,292,C,
饶恕{CC2饶}我的错误{CC2错}。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
其实我想去的地方是丽江和昆明，但没有从深圳直接到此两城市的飞机。,200105212525200006,日本,2,200105,我的一个假期,70,80,60,68,68,336,C,
因为这次出门是我一个人去，尤其我要去的地方我从来也没去过。,200105212540200041,印度尼西亚,2,200105,我的一个假期,75,75,65,63,48,316,C,
但是正在这时候发生了没想到的事情[BQ。]因为水灾，火车不通了，于是我们换[B挽]车又返[B反]回昆明去了！,200105209541100030,约旦,1,200105,我的一个假期,65,75,37,28,46,238,未参加,
今年大学毕业之后，我有好几个方案{CC方法}度过假期。,200105209635100041,俄罗斯,1,200105,我的一个假期,75,75,52,35,37,264,未参加,
这使我们感到{CJ-zy很}高兴，同时我们之间也有了深厚的感情。,200105209525100026,日本,1,200105,我的一个假期,80,75,80,75,98,399,B,
西安是中国古代四大朝代的首都。,200105209529100050,泰国,1,200105,我的一个假期,80,95,80,70,76,396,B,
这些活动给我带来愉快的生活。,200105201525200012,日本,2,200105,我的一个假期,70,80,50,65,52,307,C,
与以前相比{CC5比以前}没有新鲜的感觉。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
这个是我的假期，看起来没什么事情，[BC、]我的原来的目的也还没成功。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
