错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
有一天晚上，是中秋月的时候，从远方漂{CQ来}阵阵花香，我躺在床上准备入眠，她说[F說]：“千万要记住救灾[F災]会这一团体名字！,200110540540250019,印度尼西亚,2,200110,我的童年,65,85,44,42,85,311,未参加,
由于日本鬼子的侵略，印尼也被它占[F佔]领了。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
在这里我能跟好多来自不同的国家的学生交往，可以了解到别的国家的习惯、[BC，]特点什么的，所以我很{CC常}高兴能够在这里学习。,200104124545100427,乌兹别克斯坦,1,200104,一封写给父母的信,65,80,60,44,70,307,C,
我们[L]的生活当中出国留学是很多人的梦[B命]想，我应该非常感谢{CD而报答}我国政府和我的父母给我机会出国到中国，给我机会打开眼界，看一看各个[B各]国家人与传统习惯和他们的文化的不同{CJZR}。,200104124545100431,乌兹别克斯坦,1,200104,一封写给父母的信,70,65,52,28,29,230,未参加,
你再犯病的话，所有的东西包括金钱、[BC，]房子都没有用了。,200105550523150025,韩国,1,200105,一封写给父母的信,70,65,77,68,67,333,C,
最后，父母亲[F親]，我要从[F從]新开始了，我已经变[F變]成新人了。,200105550523250024,韩国,2,200105,一封写给父母的信,65,65,38,18,49,219,未参加,
我还记得我生病时你们不吃不喝一直在我身边照顾我。,200105550523250036,韩国,2,200105,一封写给父母的信,65,70,52,54,51,278,未参加,
我还年轻，身体也健康，[BC。]尤[B优]其是我有人生的目标。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
因为爸爸的失业，我们家的经济不太好。,200105550523250465,韩国,2,200105,一封写给父母的信,60,75,38,49,51,259,未参加,
汽车里一个维吾[B乌]尔[B八]族的女人坐[B座]在我的旁边。,200105212525100005,日本,1,200105,我的一个假期,70,85,70,68,81,366,B,
她想继续在没有围墙的大学里完成自己受高等教育的理想。,200105209525200065,日本,2,200105,我的一个假期,90,90,77,51,79,385,C,
