错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
从那天开始，他们俩就不跟我一起玩，妈妈给我买衣服，姐姐{CC2她}得要先选去，我感到很寂寞{CC摸}，只跟着姨母在一起。[BC，],200109529529251014,泰国,2,200109,我的童年,70,70,34,23,50,235,未参加,
父亲是一间家俱[B具]厂的财会，母亲是位具有中国传统美德善良、仁慈、正直的贤妻良母。,200110540540250032,印度尼西亚,2,200110,我的童年,70,65,74,73,97,365,C,
哥哥们喜欢养鱼、养鸟，我也跟在他们的队伍中，所以至今我仍然喜欢饲养猫、狗、食鼠。,200110540540250117,印度尼西亚,2,200110,我的童年,75,85,41,51,76,321,未参加,
还好六个小孩及时把她拉上来。,200103680519201609,马来西亚,2,200103,我的童年,85,75,64,80,85,381,B,
×××北京，4月15日,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
在那里要待多久？,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
我想如果这次通不过，我再也不考这个水平考试了。,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
”爸！,200104124506100419,巴基斯坦,1,200104,一封写给父母的信,75,85,58,51,65,327,C,
从小到上高中为止，每年5月8日学校举办写给父母一封信的活动。,200105550523250004,韩国,2,200105,一封写给父母的信,80,75,85,54,74,359,B,
所以，请您们{CC2您}别担[B但]心。,200105550523150012,韩国,1,200105,一封写给父母的信,70,60,79,65,74,333,C,
其实，{CQ是}一家公司找我，他们问{CJ-zhuy我}{CC说}有没有跟他们一块儿做工作的意向{CC意志}。,200105550523150028,韩国,1,200105,一封写给父母的信,65,70,41,47,67,276,未参加,
我也对他们很感激{CC感谢}。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
几次打电话也没人接，家里没出事吧？,200105550523150032,韩国,1,200105,一封写给父母的信,65,75,60,51,67,305,C,
您等待{CC等}吧。,200105550523250040,韩国,2,200105,一封写给父母的信,70,70,66,63,56,313,C,
老师们也好，[BC。]对我们学生关心{CJX}很{CD大}。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
在大理住了三个晚上，又坐飞机到昆明，再坐飞机回到深圳。,200105212525200006,日本,2,200105,我的一个假期,70,80,60,68,68,336,C,
汕头观光的地方很少，没有什么很深的印象。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
今年五一节的时候，我一个人去{CQ了}香港。,200105212525200040,日本,2,200105,我的一个假期,70,70,67,70,81,346,C,
我很久以前就参加工作{CC公司}了。,200105224525200026,日本,2,200105,我的一个假期,70,70,52,54,46,280,C,
他看上去还好，可还是比以前瘦一点。,200105209525200066,日本,2,200105,我的一个假期,75,75,65,58,68,331,C,
为什么我走路到那么远的地方呢？,200105209525100059,日本,1,200105,我的一个假期,70,70,67,65,66,326,C,
这件事是四年以前的事，但是我还记得很清楚。,200105201525200083,日本,2,200105,我的一个假期,70,80,50,49,61,300,未参加,
因为两个人一起做的话他们吃的苦是平等{CJsd}。,200105109525100708,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,54,62,55,267,未参加,
因为，要是上级主动地多做点工作的话，他不需要老批评下级，而且下级也赞赏他。,200105109525200747,日本,2,200105,由“三个和尚没水喝”想到的……,70,60,48,44,64,271,未参加,
他也不是一个[F個]很富裕[B谷]的人，他要用人们[F們]最基本的走路去寻[F尋]找他想要的{CC得}。,200102522522250004,缅甸,2,200102,由“三个和尚没水喝”想到的……,90,70,43,46,59,301,未参加,
然而，一旦有了同伴，[BC、]他的这种观念便会改变{CC改革}，[BC、]独[F獨]立的勇气[F氣]也会消退{CC退色}，相对的依赖性却[F卻]会大大地{CC的}增加，[BC。]养[F養]成了一种只想依赖他人，把一切责任推给他人，好让[F讓]自己的负担[F擔]减轻[F輕]{CJ-zxy的心理}。,200102522522250011,缅甸,2,200102,由“三个和尚没水喝”想到的……,75,90,64,73,91,387,B,
人生活在这世界上会因不同的环境，不同人的影响而有所改变。,200203522522250021,缅甸,2,200203,记对我影响最大的一个人,85,95,76,73,93,418,B,
在母亲严厉的教诲与晓以各种处事待人的原则下，我总觉得当我遇到困难挫折时，我能更坚强的面对；人际关系方面，我更能以不同的立场做多方的想象[B像]，这完全要谢谢母亲。,200203533533250021,新加坡,2,200203,记对我影响最大的一个人,90,80,50,64,86,365,C,
因为安乐死也是一种杀人的行为，不允[B愿]许把人的生命这么容易结束{CJba}。,200205204525200036,日本,2,200205,如何看待“安乐死”,65,65,52,56,54,276,未参加,
这时候，[BC、]医生对我说，小狗得了不治之症，{CJ-zhuy我}原来不同意进行安乐死，但为小狗决定进行安乐死。,200205204525100040,日本,1,200205,如何看待“安乐死”,60,65,44,49,58,259,未参加,
不仅在现代生活中，而且在古代生活中也有些人不愿意生活下去。,200205204627100057,瑞士,1,200205,如何看待“安乐死”,65,60,24,38,58,228,未参加,
所以如果很容易进行安乐死的话，那么大量的实验[C]，实践没有了。,200205204525100076,日本,1,200205,如何看待“安乐死”,65,70,44,63,65,293,未参加,
但是，[BC、]对我来说，好处有多一些{CJy}。,200205204525200175,日本,2,200205,如何看待“安乐死”,65,75,35,60,58,280,未参加,
我想这也是一种好方案。,200205212525200030,日本,2,200205,如何看待“安乐死”,70,60,71,76,77,339,C,
有的宗教把“安乐死”当作自杀。,200205209525100032,日本,1,200205,如何看待“安乐死”,75,85,80,70,77,380,B,
因此如果必须{CJ+zy只好}选择“安乐死”的时候，我们必须具备以下两{CC二}个条件：一是必须得到患者的同意以免发生犯罪行为；二是必须按照法律所规定的办法来进行，具体来说在亲人的陪同下医生进行“安乐死”行为。,200205209525100042,日本,1,200205,如何看待“安乐死”,75,90,83,90,84,416,A,
那么，“安乐死”究竟可不可取呢？,200205201540100083,印度尼西亚,1,200205,如何看待“安乐死”,80,80,35,54,65,306,未参加,
我对这{CD个}件事有意见，我的看法是他的行为不是犯了故意杀人罪的。,200205201525200133,日本,2,200205,如何看待“安乐死”,70,75,33,38,44,249,未参加,
我觉得“安乐死”的问题可以向“脏[F臟]器移植”学习。,200205201525100155,日本,1,200205,如何看待“安乐死”,80,85,69,65,70,363,C,
在家有很多工作可以做，让孩子锻炼他们的能力。,200210529529251008,泰国,2,200210,如何解决“代沟”问题,70,65,51,40,53,265,未参加,
看清问题所在，[BC。]共同找出解决的办法[BQ。]{CJ？}儿女的问题不外是学习及交友两大类，要学什么父母该为他们选择[BQ，]让他们了解为什么要做出那样的决定，{CP一般儿女都是怕从父母因父母所选的都是有利于孩子未来的出路，是实施社会的发展，有利儿女的前途，只是儿女没办法学，则要体谅作为儿女擅长的科目。P},200210529529151016,泰国,1,200210,如何解决“代沟”问题,85,80,78,62,84,382,B,
以前的人，生活在简单的环境中，对于发生在身边的事情，以最简单，最单纯的眼光去看{CC1观看}，去分析，最后以最简单的方式去解决。,200210529529251023,泰国,2,200210,如何解决“代沟”问题,75,85,78,91,93,415,B,
我有一位女儿，喜欢和一帮[B班]朋友外出{CC出外}游[F遊]玩至深夜才回家，每次都不听父母的劝告，还嫌父母啰嗦。,200210540540250004,印度尼西亚,2,200210,如何解决“代沟”问题,70,60,42,47,66,270,未参加,
应该怎样解决呢？,200210540540250008,印度尼西亚,2,200210,如何解决“代沟”问题,60,65,45,49,53,255,未参加,
要它消失{CJ+buy掉}是不可能的事，最好的方法还是互相让步，长辈让一些，晚辈也让一些，加上父母与孩子之间的交流和沟通相信代沟问题会有{CJ-zy很}好的处理{CJ-zxy方法}。,200210540540250033,印度尼西亚,2,200210,如何解决“代沟”问题,75,70,84,89,88,395,B,
例如说[F說]上一代的人可能会[F會]认[F認]为[F為]现[F現]代的年轻[F輕]人太过[F過]放松[F鬆]，交男女朋友不够认[F認]真，就算结[F結]了婚也可离[F離]婚，让[F讓]儿[F兒]女受伤[F傷]害。,200210540540250075,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,65,54,55,288,C,
另一个办法{CJX}来面对生活[B合]或[B惑]学习困难{CQ的}是放松，玩一玩[BQ，]一段时间{CQ后}再回到烦恼、[BC。]紧张。[BC，],200205109606200397,比利时,2,200205,如何面对挫折,90,60,67,38,53,298,未参加,
每个人在生活当中[BQ，]大大小小，轻轻重重{CQ的}{CJX}会遇到困难或挫折。,200205109540200580,印度尼西亚,2,200205,如何面对挫折,75,70,78,71,59,342,B,
很多在中医大学的朋友佩服我，[BC。]因为我有勇气选择我想要的东西。,200205109540200580,印度尼西亚,2,200205,如何面对挫折,75,70,78,71,59,342,B,
但从理论上讲，我却有自己的看法。,200205109615100787,捷克,1,200205,如何面对挫折,80,90,81,82,82,410,B,
而有的人，他们不畏困难，不怕挫折，而且遇到它也不放弃，用所有的力气去克服它。,200205109635200718,俄罗斯,2,200205,如何面对挫折,85,70,48,69,75,338,C,
工作不顺利、[BC，]考试没有考好、[BC，]生病或者[B着]失恋了，不要烦恼[B闹]、[BC，]不要埋怨运气不好、[BC，]不要责备别人[BQ、]也不要过分地批评自己。,200205109635201173,俄罗斯,2,200205,如何面对挫折,70,65,67,49,41,278,未参加,
我也适应了这里的环境与气候。,200205680519250019,马来西亚,2,200205,一封写给父母的信,80,85,81,75,84,399,B,
答应你们，我到时候一定给你们拍很多的照片，好让你们也可以分享一点冬天的滋味。,200205680519250026,马来西亚,2,200205,一封写给父母的信,85,85,81,77,88,411,B,
即使路途有多崎岖，我仍然会坚持下去的。,200205680519250029,马来西亚,2,200205,一封写给父母的信,80,80,60,65,76,353,C,
在这{CQ种}情况下，沙丽与这风度翩翩的摄影师[B士]相处了几天，不禁被他的英俊的风貌、浪漫的气派与工作上兢兢业业的精神吸引着，不由自主{CC由不得}地投入情网，结了一夜情之缘。,200305533533150043,新加坡,1,200305,我最喜欢读的一本书,70,65,68,51,79,319,C,
再说朋友情。,200305533533150047,新加坡,1,200305,我最喜欢读的一本书,65,70,66,84,83,354,C,
但是人不能一个人活着。,200305576525200036,日本,2,200305,静音环境对人体的危害,65,70,71,76,80,348,C,
除了对自己有害以外，对其他人或我们经常把他们称为被动烟民{CQ的人来说}也会遭受很大的危害。,200405109540201037,印度尼西亚,2,200405,吸烟对个人健康和公众利益的影响,70,65,57,48,68,294,未参加,
第二个部分呢[BQ?]就是被动吸烟的。,200405109635201490,俄罗斯,2,200405,吸烟对个人健康和公众利益的影响,65,75,38,35,50,250,未参加,
这种伤害确实很严重，也值得我们关注。,200405109922101715,美国,1,200405,吸烟对个人健康和公众利益的影响,75,95,79,68,68,379,B,
因此[B些]，我认为旁人是很无奈的，而且也是很无辜的。,200405109614100746,荷兰,1,200405,吸烟对个人健康和公众利益的影响,65,60,72,56,73,309,C,
每当我遇上这样的情况，我便不顾[F顧]礼貌地{CC的}[BD，]掩鼻走开。{CJ-zhuy我},200405109627200792,瑞士,2,200405,吸烟对个人健康和公众利益的影响,70,70,78,81,92,379,C,
不仅如此，吸烟还对环境卫生有着很大的反面影响，由此影响公众健康和影响市容的整体形象[B像]。,200405109533101374,新加坡,1,200405,吸烟对个人健康和公众利益的影响,65,85,79,70,77,366,B,
尼古丁更是能永远无法离开它[BD，]而上隐{CJjy}。,200405204922200191,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,88,65,90,419,B,
有时吸烟者[B着]也会因为上烟瘾[F隐]而无法正常工作与思考，大大地{CC的}影响他的生活质量。,200405204922200191,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,88,65,90,419,B,
再说，如果在公共场合抽烟[B吸]，那是一种无形的伤害对方身体的行为{CC作为}。,200405204922200191,美国,2,200405,吸烟对个人健康和公众利益的影响,85,95,88,65,90,419,B,
吸烟的人一减少，环境自然而然地{CC的}得到了改善。,200405205922100198,美国,1,200405,吸烟对个人健康和公众利益的影响,80,90,68,77,99,409,B,
我前两[B二]天看到了一项规定，是政府规定的，是有关吸烟对个人健康[C]和公众利益的影响{CJsd}。,200405522522150009,缅甸,1,200405,吸烟对个人健康和公众利益的影响,65,80,60,40,51,284,未参加,
这[F這]些思想是从[F從]进[F進]入社会[F會]工作，为[F為]生活忙碌[B绿]而{CJ+sy有}压[F壓]力[B大]过[F過]大的中年人身上看{CJ-buy到}的。,200405522522250010,缅甸,2,200405,吸烟对个人健康和公众利益的影响,85,85,80,47,56,348,C,
得这种病症的人，常会咳嗽。,200405522522250030,缅甸,2,200405,吸烟对个人健康和公众利益的影响,90,75,35,56,61,311,未参加,
我有一个笑话[F話]给[F給]大家分享：[BC，]从前有个烟贩[F販]在路上叫：“[BC「]卖[F賣]长[F長]寿[F壽]烟，吸了提神养[F養]颜。,200405610610150010,法国,1,200405,吸烟对个人健康和公众利益的影响,70,80,68,63,81,352,C,
因此我觉得{WWJ},200505109525100122,日本,1,200505,父母是孩子的第一任老师,80,75,81,84,93,404,B,
”现在看来他们给我的影响确实[B是]很大。,200505109525100175,日本,1,200505,父母是孩子的第一任老师,75,75,65,65,79,349,C,
我妈喜欢跟{CC对}我闹着玩儿，我从小到现在一直跟{CC被}她{CJ+sy说}开玩笑长大的，有时候她说得太过分[B份]，已超过{CJ-dy可容忍的}限度{CC程度}，[BC、]{CD反正}像欺[C]负人{CC1人间}似的。[BC、],200505109525100277,日本,1,200505,父母是孩子的第一任老师,65,55,46,46,57,251,未参加,
又{CJ-sy有}一天，街上看到了一个垃[B拉]圾，妈妈什么也没说把垃[B拉]圾捡起来藏{CJ-buy进}了自己的口袋。,200505109525200330,日本,2,200505,父母是孩子的第一任老师,55,75,53,63,69,300,未参加,
我在{CJX}一直写很小的事情。,200505109525200441,日本,2,200505,父母是孩子的第一任老师,70,80,60,54,69,323,C,
比喻说“孩子是父母的镜子”{CJy}。,200505109525100710,日本,1,200505,父母是孩子的第一任老师,65,65,55,31,61,261,未参加,
首先有语言。,200505217525100184,日本,1,200505,父母是孩子的第一任老师,70,80,52,65,78,335,C,
比如说，我小时候母亲对我谈了她去外国时候的事情，她谈了她的失败，她最喜欢的地方，去外国[C]的好处等{CJ+zxy的事情}。,200505204525100085,日本,1,200505,父母是孩子的第一任老师,60,60,56,53,50,261,未参加,
我想当有知识、[BC，]有水平、[BC，]有影[B印[C]]响的父亲。,200505204525100088,日本,1,200505,父母是孩子的第一任老师,60,70,54,55,56,280,未参加,
他们早去晚回，所以不知道孩子的心理。,200505204525200195,日本,2,200505,父母是孩子的第一任老师,70,60,41,57,74,287,未参加,
各段的老师不一样。[BC.],200505204525200244,日本,2,200505,父母是孩子的第一任老师,55,65,48,51,61,262,未参加,
以后他也把他的孩子[C]打{CJba}。{CD从},200505204525200259,日本,2,200505,父母是孩子的第一任老师,50,55,37,43,45,209,未参加,
所以父母对待孩子的时候要小心。,200505204525200343,日本,2,200505,父母是孩子的第一任老师,60,65,44,39,41,232,未参加,
对我来说，特别是母[C]亲的影响大，我和母亲[C]的看法非常相似。,200505204525200368,日本,2,200505,父母是孩子的第一任老师,70,65,58,53,61,293,C,
她的积极的行动力是现在的我的留学生活有关{CJZR}。,200505204525200368,日本,2,200505,父母是孩子的第一任老师,70,65,58,53,61,293,C,
现在，我的生活非常充实，[BC、]{CJ-zhuy我}非常满意。,200505204525200368,日本,2,200505,父母是孩子的第一任老师,70,65,58,53,61,293,C,
如果父母有什么不好的习惯孩子还不知道好与[B于]不好的区别，[BC。]孩子们就会学做他们父母所做的事情。,200505204525200384,日本,2,200505,父母是孩子的第一任老师,85,80,84,61,74,377,B,
但是，这是不应该的。,200505204525100500,日本,1,200505,父母是孩子的第一任老师,70,70,58,75,74,335,C,
一般生活上的影响之外，父母对孩子的教育方法{CC办法}也非常重要。,200505204525100578,日本,1,200505,父母是孩子的第一任老师,55,70,63,61,67,300,C,
妈妈常常对我说[BQ：]“你应该向他学习。,200505204525200575,日本,2,200505,父母是孩子的第一任老师,55,70,58,61,65,293,C,
然后我对她说：“你们到了上海就给我打个电话吧！,200105205525100020,日本,1,200105,我的一个假期,70,70,52,56,61,297,C,
第一天我们游览{CQ了}长城。[BC，],200105205540200042,印度尼西亚,2,200105,我的一个假期,80,90,67,49,79,360,C,
第二天，天气非常好，我跟朋友起床以后去古比新区吃午饭。[BC，],200105205525100075,日本,1,200105,我的一个假期,70,65,42,30,46,239,未参加,
而从[F從]大东[F東]京地区庞[F龐]大的铁路网络，更令人知道它的城市设计，是多么井然有条[F條]的。,200110801634150008,英国,1,200110,我的一个假期,75,90,77,65,79,380,B,
所以我们这假期过得又充实又{CC和}愉快。,200110801634150008,英国,1,200110,我的一个假期,75,90,77,65,79,380,B,
再说，我的寒假的时间也没有白白地浪费掉。,200110919919200002,加拿大,2,200110,我的一个假期,90,90,87,77,90,432,A,
我在遇到困难的时候，总是认为“这是我的命运”，并尽量{CJX}有向前走的观念。,200112576525200008,日本,2,200112,如何面对挫折,70,65,60,69,61,311,C,
每次遇到困难时，我都先唉声叹气，丧失信心，经过一段时间后，慢慢地恢复信心。,200112576525200023,日本,2,200112,如何面对挫折,75,70,73,55,72,334,C,
这{CQ个}寒假，我下决心去老挝旅游。,200105271525200028,日本,2,200105,我的一个假期,75,75,72,70,83,365,B,
这个问题增添{CC3添}{CQ了}{CJX}{CQ给}我很多生活上的麻烦。,200105204525200007,日本,2,200105,我的一个假期,70,75,80,75,92,381,B,
一是因为{CC为了}提高汉语水平{CQ的}{CJX}那次旅游是很好的{CJ-by的机会}。,200105204525100110,日本,1,200105,我的一个假期,75,75,55,63,59,317,C,
白[B百]天上课，作{CC做}业，温习什么的。,200105550523250064,韩国,2,200105,一封写给父母的信,65,65,58,65,72,309,C,
前几天，虽然是父母节。,200105550523250067,韩国,2,200105,一封写给父母的信,60,65,38,37,54,237,未参加,
她不体贴。,200105550523250079,韩国,2,200105,一封写给父母的信,75,80,63,65,72,346,C,
再次谢谢你们了。,200105550523250096,韩国,2,200105,一封写给父母的信,65,70,58,44,63,286,C,
虽然以前住的地方也不是特别不方便，但我想搬到离学校近一点的地方，所以我就搬到现在的地方来了。,200105550523150132,韩国,1,200105,一封写给父母的信,75,90,82,77,72,390,B,
她说[BQ：]“如果弟弟健康的话[BQ，]我们家庭更幸福”。,200105550523250179,韩国,2,200105,一封写给父母的信,65,65,27,49,56,246,未参加,
亲爱的爸爸妈妈：你们还记[B纪]得吗？,200105550523250190,韩国,2,200105,一封写给父母的信,65,70,52,44,58,275,未参加,
刚过了父母节，那天我写了一封信后放在桌子上。,200105550523250202,韩国,2,200105,一封写给父母的信,65,65,58,39,51,262,未参加,
健康是最重要的。,200105550523250220,韩国,2,200105,一封写给父母的信,70,65,44,35,63,263,未参加,
如果你们养我不太严的话。,200105550523250229,韩国,2,200105,一封写给父母的信,65,70,44,63,70,298,未参加,
韩国俗语中有这句话，[BQ“]父母不等子女[BQ”]，这句话的意思是{CQ什么}[BQ，]爸，妈也知道，父母会老的{CC了}[BQ，]这是自然的现象，我们长大以后，要孝顺父母，但时间已经晚了。,200105550523250253,韩国,2,200105,一封写给父母的信,65,65,58,51,58,281,C,
祝你们长寿。,200105550523250277,韩国,2,200105,一封写给父母的信,75,75,60,63,74,337,C,
可他说明年一定来。,200105550523250289,韩国,2,200105,一封写给父母的信,70,65,66,42,58,287,C,
不知在你们那儿怎么样？,200105550523250313,韩国,2,200105,一封写给父母的信,65,60,49,44,61,262,未参加,
还不能说水平很高。,200105550523150372,韩国,1,200105,一封写给父母的信,70,75,36,39,45,254,未参加,
我是你们的老三{CC第三}，××。,200105550523250388,韩国,2,200105,一封写给父母的信,70,70,52,63,58,301,C,
祝你们[L]健康。,200105550523250392,韩国,2,200105,一封写给父母的信,70,65,52,49,65,287,未参加,
亲爱的爸爸、妈妈[BQ：]你们已经知道[BQ，]下个星期二就是父母[C]节。,200105550523250420,韩国,2,200105,一封写给父母的信,70,65,58,39,47,265,未参加,
我来韩国后，真的好想念你们。[BC，],200105550523250472,韩国,2,200105,一封写给父母的信,95,85,74,70,88,410,B,
这些[BQ（]我的英文和中文能力[BQ）]在找{CC1找到}工作过程中，一定会起{CC作}到积[B极]极{CQ的}作用。,200105550523150493,韩国,1,200105,一封写给父母的信,70,60,47,44,67,273,未参加,
当时我对中国一无所知，只怀着一种神秘好奇的心情踏上了中国的土地。[BC，],200105550523150506,韩国,1,200105,一封写给父母的信,85,70,49,47,58,300,未参加,
我一下子就睡着了，而女朋友还是{CC先}想看书。,200105206635100038,俄罗斯,1,200105,我的一个假期,70,75,34,28,33,229,未参加,
那就是三个人轮班下山去抬水。,200105109525200091,日本,2,200105,由“三个和尚没水喝”想到的……,95,90,66,69,84,403,B,
我认为，人是心理很脆弱的动物，总是有想依靠别人的心理。,200105109525200109,日本,2,200105,由“三个和尚没水喝”想到的……,70,80,82,73,93,388,B,
人很喜欢依靠别人。,200105109525200135,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,79,69,86,361,B,
真是可笑。,200105109525200222,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,54,64,57,289,C,
这个例子告诉我们，以前我们重视经济发展没考虑以后的事情，所以现在发生{CQ了}很多严重的环境问题。,200105109525200244,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,52,60,59,292,C,
很多人自私，自己舒服就好，不关心别人。,200105109525200259,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,61,66,68,323,C,
但是三个和尚或很多{CQ人}住在一起的话，应该有合作精神，不应该{CC要去}自私。,200105109525200318,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,84,84,79,381,B,
后果没有人去山下喝水{CJs}，[BC、]山底的水没有了。,200105109525200322,日本,2,200105,由“三个和尚没水喝”想到的……,70,60,61,64,73,313,C,
只顾自己得到的利益{CC2利}，[BC、]不顾他人的利益{CC2利}。,200105109525200322,日本,2,200105,由“三个和尚没水喝”想到的……,70,60,61,64,73,313,C,
