错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
在结婚之前没有深入了解对方，而踏上婚姻的旅途的夫妻都会因为爱情基础建立得{CC的}不稳固而离婚。,200103533533250010,新加坡,2,200103,我对离婚问题的看法,80,85,72,68,90,389,B,
他们会认为原来婚姻就像[B象]一场游戏，不好玩可以不玩的误导思想{CJZR}，从而引导孩子走入歧途，更严重的是做出对社会不利的事。[BC，],200103533533250032,新加坡,2,200103,我对离婚问题的看法,80,85,70,49,68,346,C,
但是，等我一讲完，母亲就说：“你讲得什么呀？,200109529529151007,泰国,1,200109,我的童年,75,80,72,75,98,391,B,
爸爸在家开了一间小型的鞋厂，请了几个工人在家做鞋，然后销售{CC推售}到市场{CJX}，就这样的养活了我们一家人。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
我们姐妹俩每天都得早起，提着篮子去卖糕，有时因为睡眠不足，上课时常打瞌睡，被老师骂，但我们在校的成绩还不算差，年年升级。,200110540540250132,印度尼西亚,2,200110,我的童年,65,70,52,49,92,314,未参加,
我期望长大以后好好报答他们以及孝敬{CC尊敬}他们，做一个对社会{CD上}有贡献的人以及对国家也有贡献{CJ-zxy的人}，做一番轰轰烈烈的社会工作，来报答他们对我{CQ的}养育之恩。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
我们在学习上、[BC，]生活上都互相帮[B邦]助，亲如兄弟。,200104124510100275,朝鲜,1,200104,一封写给父母的信,80,90,68,73,81,387,B,
奶奶怎么样？,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
现在韩国的天气{CD也}不冷也不热。,200105550523250014,韩国,2,200105,一封写给父母的信,85,75,79,63,65,359,B,
我打算利用假期{CD要}去南方旅游。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
爸爸，你永远记得我吧。,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
不过我的想法跟他不一样。,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
我大一{CD年}的时候什么都不做每天就玩儿。,200105550523150333,韩国,1,200105,一封写给父母的信,65,65,41,44,36,235,未参加,
因为这个学期我在宿舍里，所以我不知道妈妈怎样过日子。,200105550523250350,韩国,2,200105,一封写给父母的信,65,70,55,49,49,274,未参加,
我说这话老爸一定说“这不用你管[B关]！,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
