错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
（2）夫妻双方要[C]互相尊敬、谅解、诚实、礼让，{CD等}以家庭为中心点。,200103533533250026,新加坡,2,200103,我对离婚问题的看法,75,80,60,56,61,323,C,
有一次我上数学，[BC。]老师让我和同学们在课堂上做作业，[BC。]我怎么算和想也想不出来，心里很着急[BQ，]很{CC而}害怕。,200109529529251005,泰国,2,200109,我的童年,70,75,39,49,61,283,未参加,
由于那儿的天气很冷，我感冒了，但不太严重，所以你们不用担心。,200104124545100426,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,47,39,49,275,未参加,
其实，我知道家里的经济情况和你的工作情况。,200105550523150015,韩国,1,200105,一封写给父母的信,75,75,71,54,65,330,C,
最近过得怎么样？,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
无伦遇到什么困难，我都{CQ会}拼命地克服{CC挑战}。,200105550523150517,韩国,1,200105,一封写给父母的信,70,70,47,44,47,266,未参加,
我一到叔叔家，[BC。]就{CJX}邻居们集合起来，[BC。]好好照顾我{CD的}。,200105212525200037,日本,2,200105,我的一个假期,70,75,47,61,55,297,C,
我觉得我比以前能多了解一些父亲了。,200105224525200005,日本,2,200105,我的一个假期,80,70,87,70,87,384,B,
我的美丽的寒假离不开“雪”的印象。,200105209525200014,日本,2,200105,我的一个假期,65,70,80,75,72,348,C,
他们都{CD是}对我{CQ很}好，鼓励我。,200105209525100059,日本,1,200105,我的一个假期,70,70,67,65,66,326,C,
我们在兵马俑前面，没有说话，一个劲儿地看。,200105201525100046,日本,1,200105,我的一个假期,65,75,57,58,66,308,C,
我的脚当然一点事都没有，浑身却满不是滋味，尤其看到一步一颠时竹杆重重地硌到前面小伙子浸着汗的肩膀上，我就恨自己为什么没有早点儿去减肥。,200105215525200003,日本,2,200105,我的一个假期,75,80,65,58,72,341,C,
过了好几年，我还是记得这首诗。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
过了一段时间{CC4一会儿}，我找父亲的单身家庭时{CJ？}，他很欢迎我。,200105109525100790,日本,1,200105,由“三个和尚没水喝”想到的……,80,70,70,84,70,364,B,
我们应该考虑做什么会{CC就}对包括自己的社会{CD生活}有利益，还有应该有长远的计划。,200105109525200841,日本,2,200105,由“三个和尚没水喝”想到的……,70,65,57,66,61,305,C,
那怎么[F麽]避免“三个和尚没水喝”[BQ，]而制[F製]造三个和尚{CJ-sy有}更多水喝的局面呢？,200102522522150015,缅甸,1,200102,由“三个和尚没水喝”想到的……,85,90,43,68,82,364,未参加,
然而，一旦有了同伴，[BC、]他的这种观念便会改变{CC改革}，[BC、]独[F獨]立的勇气[F氣]也会消退{CC退色}，相对的依赖性却[F卻]会大大地{CC的}增加，[BC。]养[F養]成了一种只想依赖他人，把一切责任推给他人，好让[F讓]自己的负担[F擔]减轻[F輕]{CJ-zxy的心理}。,200102522522250011,缅甸,2,200102,由“三个和尚没水喝”想到的……,75,90,64,73,91,387,B,
可是，我个人的想法是不承认“安乐死”。[BC。],200205204525200058,日本,2,200205,如何看待“安乐死”,75,60,33,45,46,245,未参加,
但[BD，]这是我自己的看法。,200205204525100088,日本,1,200205,如何看待“安乐死”,60,65,38,72,65,283,未参加,
首先我认为“安乐死”是可以采取{CC2取}{CJsd}，[BC。]因为“安乐死”能保证个人的尊严。,200205204525100121,日本,1,200205,如何看待“安乐死”,65,85,46,51,61,298,未参加,
那么法律上怎么看待{CC对}安乐死呢？,200205212525200026,日本,2,200205,如何看待“安乐死”,65,65,41,58,58,271,未参加,
此外，实行“安乐死”的时候一定要{CJ-wy有}第三者的判断，第三者还是医生{CJX}最好。,200205209525100022,日本,1,200205,如何看待“安乐死”,70,80,46,60,44,290,C,
法律如果可以剥夺苦难人民死亡的权力，就该为苦难人民的生存保障尽责。,200205209519100027,马来西亚,1,200205,如何看待“安乐死”,95,90,94,76,87,441,A,
二是不可缺少本人和家人的委托，[BC。]尤其本人的意志最重要。,200205209525200095,日本,2,200205,如何看待“安乐死”,65,80,63,63,63,322,C,
所以我认为安乐死{WWJ},200205201525200034,日本,2,200205,如何看待“安乐死”,65,65,58,72,75,319,C,
我是一九七七年出生的。,200210540540250003,印度尼西亚,2,200210,如何解决“代沟”问题,75,60,23,36,46,226,未参加,
那时候的生活完全不一样。,200210540540250003,印度尼西亚,2,200210,如何解决“代沟”问题,75,60,23,36,46,226,未参加,
父母都是爱孩子的，在父母有病时要照顾他们，给予他们精神上的安慰，而且上辈和下辈之间{CQ应该}时常在一起讨论事情，有事情好好商量，这样就能沟通。,200210540540250079,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,65,56,77,312,C,
“代沟”自古以来就存在的一个{CJX}难以{CC2难于}解决的问[F問]题[F題]{CJs}。,200210540540250081,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,62,78,86,340,C,
