错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
之前我是说我们最终还是必须考核最终的效果的。,200103533533150002,新加坡,1,200103,我对离婚问题的看法,90,70,42,30,39,264,未参加,
父亲说：“人家家庭富有，有钱才可读书，穷[F窮]家子弟就应该帮父母做生意，养活家庭”。,200109529529151004,泰国,1,200109,我的童年,70,85,42,32,81,302,未参加,
在农村避[B辟]难居住，前后四年时间，绝大部分的时间与村民的小孩相处[BQ。]我们一同割草喂[B畏]羊，赶鸭群上河里嬉水、[BC，]挑水、砍柴还帮助母亲做家务，{CJ+zhuy一个刚满十岁的我}，也就是我一部分的童年时代是这样度[B渡]过的。,200110540540150022,印度尼西亚,1,200110,我的童年,80,85,44,44,83,330,未参加,
耳濡目染之下，我也和他们一样粗鲁、豪气、大胆等。,200103680519201608,马来西亚,2,200103,我的童年,90,90,89,88,98,453,A,
我非常想你们，也非常想雅典。,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
希望您对新工作感觉满好。,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
最后，父母亲[F親]，我要从[F從]新开始了，我已经变[F變]成新人了。,200105550523250024,韩国,2,200105,一封写给父母的信,65,65,38,18,49,219,未参加,
我到汉城来生活已有两年多了。,200105550523250027,韩国,2,200105,一封写给父母的信,75,65,52,56,65,300,C,
可是我相信你们能理解{CC了解}我。,200105550523250040,韩国,2,200105,一封写给父母的信,70,70,66,63,56,313,C,
念完以后我想起妈妈。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
有人可能说给养自己这么多年{CC长年}的父母没有{CJX}写信，真是个不知恩慧的人。,200105550523250341,韩国,2,200105,一封写给父母的信,70,55,38,39,49,235,未参加,
但在那欢乐的时候，我们不得不离开西安回到{CC回往}厦门。,200105212540200001,印度尼西亚,2,200105,我的一个假期,80,80,80,70,74,376,B,
当时刚来到中国没有多久，讲中文有些困难，所以对此假期的印象较深。,200105212525200006,日本,2,200105,我的一个假期,70,80,60,68,68,336,C,
到国外或自己还没去过的地方转换心情也是好{CQ的}度假方式之一。,200105212525100023,日本,1,200105,我的一个假期,70,70,75,54,59,316,C,
九七年五一节两、三个星期以前，我刚开始学汉语，[BC。]所以当时我仅仅会用汉语打招[B交]呼、自我介绍。,200105209525200013,日本,2,200105,我的一个假期,70,65,80,65,72,338,C,
这次去西安使我体会到西安在中国历史上占了重要的地位。,200105209529100050,泰国,1,200105,我的一个假期,80,95,80,70,76,396,B,
他很想跟别人分享好处。,200105109525200719,日本,2,200105,由“三个和尚没水喝”想到的……,65,65,66,53,84,317,C,
大家都有这样的心理。,200105109525200841,日本,2,200105,由“三个和尚没水喝”想到的……,70,65,57,66,61,305,C,
古人是想用这[F這]个[F個]故事来[F來]教导[F導]后[F後]人应[F應]该[F該]求己，不求别人。,200102522522250024,缅甸,2,200102,由“三个和尚没水喝”想到的……,85,50,50,46,55,272,未参加,
哥哥没机会念书，但他以不屈不挠的精神，不辞辛劳，白天出外谋生，负起养家重担，夜间就去上夜校，充实自己的知识。,200203533533250008,新加坡,2,200203,记对我影响最大的一个人,80,75,48,60,73,327,C,
我们希望你活下去！[BD！],200205204525100038,日本,1,200205,如何看待“安乐死”,65,55,33,49,51,235,未参加,
这样的事情不叫安乐死，而叫“杀人”。,200205204525200060,日本,2,200205,如何看待“安乐死”,70,65,74,60,54,309,C,
但是“自杀”这个杀人行为的确带来社会公众的损失，而以后有可能发生经济损失。,200205204525100113,日本,1,200205,如何看待“安乐死”,75,70,77,70,63,344,B,
过了五年，我虽然多{CQ了}一套中医的治病工具，但是也多了不少与死亡接触的经验。,200205212801100003,澳大利亚,1,200205,如何看待“安乐死”,85,75,63,85,91,391,B,
他已经没有以往的健壮的样子，走路也给他的负担太大。,200205212525200037,日本,2,200205,如何看待“安乐死”,80,75,74,79,77,376,B,
虽然我们人类有感情，有时候觉得很难过[BQ，]受不了，但是我们不能自杀。,200205224525200033,日本,2,200205,如何看待“安乐死”,65,70,41,72,58,292,未参加,
自杀了[BQ，]就会从她的身上渐渐地消失{CJX}温暖的体温。,200205209525200061,日本,2,200205,如何看待“安乐死”,70,65,49,40,44,254,未参加,
我觉得代沟问题不仅{CC不是}属[Pshǔ]于现在的，以前也有，可能儒[Prú]家的思想对东方人的影响[B象]很大，所以与上一辈[C]之间的沟通与交流非常因难。,200210529529151013,泰国,1,200210,如何解决“代沟”问题,65,60,42,58,44,252,未参加,
因为我们的下一代，在德育方面所受的教育实在是少得可怜。,200210540540150040,印度尼西亚,1,200210,如何解决“代沟”问题,70,75,53,60,75,322,C,
因两[F兩]者之间[F間]的观[F觀]念、意见[F見]以及时[F時]代{CD的}不同{CD而}{CD所致}。,200210540519250049,马来西亚,2,200210,如何解决“代沟”问题,75,80,73,78,75,372,B,
造成难沟通与交流的例子很多，“家家有难念的经”。,200210540540250053,印度尼西亚,2,200210,如何解决“代沟”问题,70,70,70,80,91,369,C,
我慢慢想、[BC；]慢慢研究[BQ，]三个月过去了，我了解到其实我女儿[F兒]也懂得怎样交朋友、[BC；]怎样选择朋友。,200210540540250121,印度尼西亚,2,200210,如何解决“代沟”问题,70,65,48,43,50,262,未参加,
他这人脾气虽暴，但他为人是好的。,200203522522110008,缅甸,1,200203,记对我影响最大的一个人,70,70,31,35,41,235,未参加,
人生怎么会少了挫折和困难？[BC，],200205109801100490,澳大利亚,1,200205,如何面对挫折,85,75,84,89,91,416,A,
面对如此的挫折，你会怎么做？,200205109634200788,英国,2,200205,如何面对挫折,80,80,87,84,70,393,B,
第二{CQ个}方法是跟家人和朋友倾诉自己的心情和不快乐。,200205109919200622,加拿大,2,200205,如何面对挫折,85,85,76,67,77,385,B,
它似乎有股神秘的力量，帮助我、激励我、开导我。,200305533533250014,新加坡,2,200305,我最喜欢读的一本书,75,80,71,82,74,373,B,
在这本书里的其中一章，介绍了斯米坦那的一个有名的精致作品《我的祖国》。,200305533533250024,新加坡,2,200305,我最喜欢读的一本书,60,60,68,65,81,316,未参加,
