错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
这不是无中生有，而是将责任简单划分，即[D是]男方应{CQ以}生计为重，女方应以相夫教子为重，彼此相辅相承，才能把家扶持起[B建]来。,200103533533150016,新加坡,1,200103,我对离婚问题的看法,95,80,75,51,83,380,C,
我在这里奉劝热恋中的男女，如果是因为一时的冲动而想结婚，那你们应该先三思而后行。,200103533540150013,印度尼西亚,1,200103,我对离婚问题的看法,80,90,85,82,92,424,A,
君不见社会上的问题儿童越来越多，青少年犯罪{CC犯案}层出不穷吗？,200103533533250031,新加坡,2,200103,我对离婚问题的看法,80,90,90,70,83,408,B,
除了认真学习的时候以外，也帮助妈妈，做菜，买东西，打扫卫生，在家忙家务[F務]，有时候，听录音，看电视。[BC，],200109529529251003,泰国,2,200109,我的童年,65,80,34,35,24,226,未参加,
可惜九月三十噩[L]运发生了，一九六六年三月份所有的华校[L]被封闭了，结果教书的愿望落空{CC失败}了。,200110540540150009,印度尼西亚,1,200110,我的童年,65,85,30,44,65,279,未参加,
如果没有这些基础，将来工作时，一定会遇到很多问题。,200104124538100152,伊朗,1,200104,一封写给父母的信,65,85,49,39,47,275,未参加,
并且现在临毕业的{CJ+dy这一段}时间，我应该做出许多关系到我一生的选择：毕业之后继续学习还是马上找工作。,200104124635200229,俄罗斯,2,200104,一封写给父母的信,70,70,63,58,65,314,C,
但是，前天听一个刚从国内回来的朋友说，上{CQ个}月，爸爸动了手术。,200104124506100419,巴基斯坦,1,200104,一封写给父母的信,75,85,58,51,65,327,C,
以前那个村里的{CJ-zxy人}从来没见过外国人。,200105610610250209,法国,2,200105,我的一个假期,70,80,57,61,63,321,C,
瘦了也不满，发福[B富]也不满，真不明白{CC知道}。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
”怎么样？,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
你们知道吗？,200105550523250037,韩国,2,200105,一封写给父母的信,65,75,47,58,56,288,C,
你们也已经听到了吧，听到这个消息，我非常高兴。,200105550523250039,韩国,2,200105,一封写给父母的信,65,75,66,49,65,307,C,
你们每天担心我，[BC。]但是对我来说结婚不太重要{CD的}。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
××,200105550523250350,韩国,2,200105,一封写给父母的信,65,70,55,49,49,274,未参加,
只有去黄山那儿，我知道[BQ，]因为我已经学过这两个字，实在太容易了。,200105212540200002,印度尼西亚,2,200105,我的一个假期,80,75,72,63,59,340,B,
这里有很多洋房，没有汽车。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
城市里弯弯曲曲的水路四通八达。,200105201525200010,日本,2,200105,我的一个假期,70,85,82,72,90,391,B,
因为从来没看过这种名胜古迹。,200105201525100046,日本,1,200105,我的一个假期,65,75,57,58,66,308,C,
有工作或者有课，或者有要从事的事情的人才有假日。,200105201525200044,日本,2,200105,我的一个假期,70,60,65,84,63,327,C,
“名胜古迹也好，大城市也好”。,200105302525200045,日本,2,200105,我的一个假期,65,70,57,56,57,291,C,
可是看完后慢慢才知道了这个故事的主要的意义[B议]。,200105109525200597,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,61,55,57,294,C,
因为现在三十九度左右，晚上也差不多一样。,200105109525100706,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,45,64,57,262,未参加,
我觉得这个故事主要说的是人应该跟别人合[B和]作。,200105109525200738,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,57,73,50,301,C,
如果他对别人说什么，别人觉得他不好，那么他肯定不说什么。,200105109525200812,日本,2,200105,由“三个和尚没水喝”想到的……,70,60,66,58,61,300,C,
现代社会发展得很{CJ-buy快}，可是各种道理和生活上的基础是要听古代人说的。,200105109525100840,日本,1,200105,由“三个和尚没水喝”想到的……,70,70,70,53,64,315,C,
东边高山上有座庙，每逢初一、十五，镇[F鎮]上的人大多都要上山到庙里拜佛、祈求平安。,200102522522150027,缅甸,1,200102,由“三个和尚没水喝”想到的……,90,90,43,64,82,367,未参加,
但是根据这文章，她也同意了！,200205204525100019,日本,1,200205,如何看待“安乐死”,60,65,35,45,37,225,未参加,
孩子的话[BQ，]死的人{CC3死人}是那孩子的爸爸等问题很多。,200205204525100038,日本,1,200205,如何看待“安乐死”,65,55,33,49,51,235,未参加,
但是，[BC、]如果要求帮助杀人的人是自己的爱人或者家里人的话，[BC、]我可能犹犹豫豫{CJcd}。,200205204525200143,日本,2,200205,如何看待“安乐死”,65,60,35,54,46,243,未参加,
请救他们的痛苦！[BD！],200205204525100191,日本,1,200205,如何看待“安乐死”,65,65,58,54,54,280,C,
我看完这篇{CC件}文章以后的读后感{CC读后观}是{CJ+sy认为}说不上{CJX}这个丈夫犯罪了。,200205224525200041,日本,2,200205,如何看待“安乐死”,70,70,46,49,46,269,未参加,
那{CD就}妻子死亡后也{CJX}丈夫有一定的负担。,200205209525100063,日本,1,200205,如何看待“安乐死”,70,45,60,56,51,263,未参加,
每一个人不能失去了才知道珍惜的可贵，想到什么就去做什么。[BC，],200205209525200061,日本,2,200205,如何看待“安乐死”,70,65,49,40,44,254,未参加,
从[F從]人权[F權]的广[F廣]义[F義]与[F與]狭[F狹]义[F義]来[F來]看，安乐[F樂]死对[F對]社会[F會]民众[F衆]而言是一种[F種]不好的社会[F會]示范[F範][BQ，]进[F進]而引发[F發]自杀[F殺]潮。[BC；],200205209513100070,柬埔寨,1,200205,如何看待“安乐死”,95,90,74,76,82,416,B,
就我个人来讲，本人希望{CQ如果}自己陷入“安乐死”的时候有人来帮助{CC2帮}结束生命的话，社会也应该尊重我{CC他}的意思，[BC。]并且为了避免“安乐死”后的各种问题，{CJ-zy应}尽早制定些法律来规定围绕着“安乐死”的方方面面的事。,200210543525250002,日本,2,200210,如何看待“安乐死”,70,75,78,62,91,365,C,
晚上，当大家从外面回来，各人都有各人的事情{CC忙处}，[BC、]比如：父亲[F親]要完成明天在公司必须用的文件，[BC。]孩子们也要做完学校的功[B工]课[F課]。,200210801540150011,印度尼西亚,1,200210,如何解决“代沟”问题,70,65,53,69,50,293,C,
我父母就这样管教{CC教管}我们三姐弟。,200210540540250077,印度尼西亚,2,200210,如何解决“代沟”问题,75,60,73,60,59,313,C,
让孩子逐渐[F漸]明白为人处事的道理。,200210540540250084,印度尼西亚,2,200210,如何解决“代沟”问题,80,65,65,58,75,331,C,
遇到这种情况，我常常用“以静制动”的原则，先安抚他们答应给他们想办法。,200210540540250091,印度尼西亚,2,200210,如何解决“代沟”问题,75,75,62,78,79,359,B,
只要晚辈在道德{CD行为}上不做出越轨的行为{CC2做人准则}，如偷抢烧杀的犯罪行为（包括酗酒{CC滥喝}狂赌通宵不回），就不要过于干涉晚辈的私生活，而是在旁监视，交流意见。[BC，],200210540540150128,印度尼西亚,1,200210,如何解决“代沟”问题,65,65,62,73,75,324,C,
父母亲[F親]尤其是父亲[F親]将永远是对我影响最大的一个人，我将利用父母亲[F親]送给我的礼物，传[F傳]送下来，让下一代也能继承好中华文化。,200203522522110003,缅甸,1,200203,记对我影响最大的一个人,80,75,50,58,73,327,C,
不想算术[F術]，可以。,200203522522210010,缅甸,2,200203,记对我影响最大的一个人,70,65,57,64,61,303,C,
由于这个看法，我{CJ-zy很}早就离开我的家到别的城市去上大学，在那个城市呆了五年，然后到外国去呆{CJ-buy了}两{CC二}年多。,200205109801200398,澳大利亚,2,200205,如何面对挫折,90,85,51,58,64,345,C,
