错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
在这样充满爱意、充满喜意的家庭长大的我，遍尝人间的欢乐之余，真希望童年不要过去，让他在那里停住{CC凝住}；好使我无尽地{CC的}享受它带来的欢乐，好让{CJ-by}感染到这一份欢乐。,200110540540150002,印度尼西亚,1,200110,我的童年,75,95,90,73,79,406,B,
有时[F時]候就跳进河里游泳，享受美好的欢乐时[F時]光。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
在那儿[F兒]，我便和[B合]我的表兄妹们在屋外放风筝，到小河里去钓鱼[BQ，]及到林里去捕捉小鸟等活动{CJZR}。,200103680519101602,马来西亚,1,200103,我的童年,80,85,61,47,76,343,C,
耳濡目染之下，我也和他们一样粗鲁、豪气、大胆等。,200103680519201608,马来西亚,2,200103,我的童年,90,90,89,88,98,453,A,
不论是邻家的爷[F爺]爷[F爺]、卖杂货[F貨]的老板、百货公司的主任等人，都蒙受他们的关怀照料，小女实在感激不尽。{CJZR},200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
我在此情况下不能不担心父亲的身体健康。,200104124506100419,巴基斯坦,1,200104,一封写给父母的信,75,85,58,51,65,327,C,
我不知道这是否{CQ是}普[B布]遍的，但是{CD在}语言学院教课的方式[BD，]有一些不好的地方。,200104124630200404,西班牙,2,200104,一封写给父母的信,65,75,38,37,49,251,未参加,
我的朋友们都很{CC是}喜欢我，一起学习，吃饭，谈话，所以并不孤[B孔]独[F獨]。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
可是，尊敬的爸爸、[BC，]妈妈，[BC?]我为了实现我的目的，为了对得起您们，我每天努力生活，努力学习，可是最近国内外的经济情况真不景气，[BC.]因此找工作很难，所以我很担心我的未来。,200105550523150049,韩国,1,200105,一封写给父母的信,75,85,63,61,47,324,C,
不过[B纣]现在这样的工作很少，[BC．]而且我的汉语水平还是不足。,200105550523250328,韩国,2,200105,一封写给父母的信,75,70,66,56,56,312,C,
身体建康，长命百岁{CC长寿百命}。,200105550523250329,韩国,2,200105,一封写给父母的信,75,70,52,44,58,288,未参加,
我大概自从小学毕业之后，几乎没有给您写{CQ过}信，说实话感觉有点怪怪的。,200105550523250346,韩国,2,200105,一封写给父母的信,70,70,49,68,61,306,C,
我这样说{CD了}{CD吧}，[BC．]“到底我犯了错误{CJX}什么？,200105550523250465,韩国,2,200105,一封写给父母的信,60,75,38,49,51,259,未参加,
老爸您不用担心我。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
爸爸，再{CC还}替我问候哥哥。,200105550523250529,韩国,2,200105,一封写给父母的信,65,65,55,61,63,293,C,
那时候我真的很害怕，一个女人，天又开始黑了。,200105212540200041,印度尼西亚,2,200105,我的一个假期,75,75,65,63,48,316,C,
今年五.一放假的时候，我的亲妹{CJcd}来沈阳看看{CJcd}我。,200105224525200006,日本,2,200105,我的一个假期,70,70,77,75,81,361,C,
那时候没有自己的时间和自由。,200105224525200026,日本,2,200105,我的一个假期,70,70,52,54,46,280,C,
吃过了饭以后，我们到夫子庙去了。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
但是夫子庙还是个好玩儿的地方。,200105209525200056,日本,2,200105,我的一个假期,70,70,39,51,44,262,未参加,
大理的风景是最令人难忘的。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
我的脑海里几乎没有冰灯的影子。,200105201525200009,日本,2,200105,我的一个假期,70,85,80,70,90,387,B,
人不能一个人活下去的，只有互相帮助才能活下去。,200105109525200681,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,52,64,82,326,C,
