错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
家庭的难题的确有很多，但是可以解决，如果都为一点小事[B点]就闹离婚，下一个婚姻是不是也要再来一次，以离婚收[B受]场呢？,200103533533250008,新加坡,2,200103,我对离婚问题的看法,80,75,70,44,57,317,C,
小孩纯洁善良的心灵，就从此留下挥之不去的阴影。,200103533519250014,马来西亚,2,200103,我对离婚问题的看法,80,85,77,70,100,406,B,
在父母亲辛勤地哺育下，在各位老师的教导下，我终于以优异的成绩升上了中学，度过了我的短暂的、幸福的童年。,200110540540250138,印度尼西亚,2,200110,我的童年,70,95,68,75,97,398,C,
可是，我九岁那年，考验来了。,200103680519201609,马来西亚,2,200103,我的童年,85,75,64,80,85,381,B,
爸[BQ、]妈！,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
我{CJ-zhuy}发誓不多久拿着毕业证书和HSK证书给你们看。,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
这是我初中毕业以后，第一次写给您们的信。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
老爸您夏天流汗{CD得}特别多。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
我与同班同学{CD们}考完期末考试后，就坐{CQ上}开往西安的长途火车。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
然后，庙里来了一个新和尚。,200105109525200599,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,48,62,53,291,C,
离开家乡以前，我很少自己做自己的事。,200105109525200602,日本,2,200105,由“三个和尚没水喝”想到的……,70,75,68,71,86,359,C,
一般来说人的社会必须[B需]要领导，特别是在人多而人们不大和睦{CC相睦}的情况下非常地需要一个领导人。,200105109525100726,日本,1,200105,由“三个和尚没水喝”想到的……,75,65,63,75,68,333,C,
他们这样开始后，{CQ第}二、三个星期很顺利，但是过{CQ了}一个月后第三个和尚每次每次这样有点儿麻烦，明天是他挑水{CC的天}[BQ，]所以他决定了，他装作感冒，一个星期后恢复吧。,200105109525100730,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,48,66,53,275,未参加,
