错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
（4）不要[C]再重提以前对方所做错过的事情，只要[C]能改过就别再提起了。,200103533533250026,新加坡,2,200103,我对离婚问题的看法,75,80,60,56,61,323,C,
我从小体弱，可说是一位弱不禁[B经]风的孩子[BQ，]但却是一个书生，小朋友叫我书呆子。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
由於以上这种种原因，使我在童年时没与父母兄弟姐妹享过合家欢乐{CC天伦之乐}。,200110540540250018,印度尼西亚,2,200110,我的童年,70,90,63,63,79,358,C,
天天练习{CC锻炼}羽毛球。,200110540540250020,印度尼西亚,2,200110,我的童年,65,85,36,39,54,269,未参加,
这一切成就，不能不说是爸爸在我小时候种下的一粒种子，用他老人家和妈妈的爱心灌溉，让这粒种子慢慢长大{CJZR}，到最后，开花、结果！,200110540540250021,印度尼西亚,2,200110,我的童年,90,90,82,68,81,409,A,
为何留下四个孩子给我，叫我往后怎么过……”我和妹妹看到妈哭得这么惨，跟着也哭[B器]了起来。,200110540540250027,印度尼西亚,2,200110,我的童年,75,90,63,58,61,341,C,
这些富佬们的玩艺儿我可完全不沾边。,200110540540150134,印度尼西亚,1,200110,我的童年,80,95,68,65,81,384,C,
虽然那时没有像现在的儿童们有各式各样的美味食品，各种各样的电动玩具，多种多样的儿童读物，电脑游[F遊]戏等等现代化的产物。,200110540540250130,印度尼西亚,2,200110,我的童年,65,70,47,51,79,298,未参加,
常常因为逛太久了而遭到大人们的责备。,200103680519201604,马来西亚,2,200103,我的童年,85,90,83,83,100,437,A,
去年外公{CD去}死了，爸爸退体以后做生意了，还有{CC是}妈你的身体{CC健康}不好了。,200105550523150025,韩国,1,200105,一封写给父母的信,70,65,77,68,67,333,C,
好了，我{CQ就}写到这里了。,200105550523250024,韩国,2,200105,一封写给父母的信,65,65,38,18,49,219,未参加,
爸爸爱酒，常给我说李白的诗句：“三杯[F盃]通大道，一斗合自然。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
我还记住我{CC我们}小的时候{CD我}家里的情况。,200105550523150055,韩国,1,200105,一封写给父母的信,70,70,55,47,67,297,未参加,
我考完试以后，去釜山看望你们。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
百花盛开的春天来临了，也已到了5月份。,200105550523150293,韩国,1,200105,一封写给父母的信,80,70,77,73,79,369,B,
我非常爱你们！,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
亲[B新]爱的爸爸妈妈：我已经二十六岁了。,200105550523250329,韩国,2,200105,一封写给父母的信,75,70,52,44,58,288,未参加,
我很好。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
我{CQ现在}比国小的时候，写信的次数还少。,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
您的女儿[F兒]×××二00二年五月十二日,200105550523250346,韩国,2,200105,一封写给父母的信,70,70,49,68,61,306,C,
我的公司本来打算放七天的假，后来由于{CC2由}工作的原因我能休息两个星期了。,200105224525200006,日本,2,200105,我的一个假期,70,70,77,75,81,361,C,
我回老家了。,200105209525200066,日本,2,200105,我的一个假期,75,75,65,58,68,331,C,
全人类为{CQ了}社会可持续发展必须注意并{CC而}反省此点，建成一个与自然共生的“共生型社会”。,200105109525100475,日本,1,200105,由“三个和尚没水喝”想到的……,60,70,52,62,70,299,未参加,
因为挑水是一个人干的。,200105109525200507,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,50,71,73,315,C,
如果一个人为了大家到山底下抬水，就不会{CC能}发生没有水喝的一件事。,200105109525200738,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,57,73,50,301,C,
所以第二个和尚看一个和尚做的特殊的事，他觉得肯定{CJX}他做的事有意义，决定模仿他。,200105109525200816,日本,2,200105,由“三个和尚没水喝”想到的……,65,60,59,58,79,304,C,
这样不知不觉地我的汉语水平一天比一天提高了。,200203522522150029,缅甸,1,200203,记对我影响最大的一个人,65,60,14,27,26,175,未参加,
