错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
当然，我有更多的空闲时间和兄弟姐妹、[BC，]邻居打成一片。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
在上幼儿园起{CJZR}，我的朋友也就越来越多。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
然后写毕业论文，一切顺利的话[BQ，]六月就要毕业了。[BC，],200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
从现在{CQ起}我要帮你们的忙。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
我还记得我考上该考试的时候多么高兴得合不上嘴的你们的样子{CJZR}。,200105550523250023,韩国,2,200105,一封写给父母的信,65,70,58,65,76,320,C,
还算有进步吧。,200105550523250039,韩国,2,200105,一封写给父母的信,65,75,66,49,65,307,C,
妈妈[BQ，]这个星期我有考试，所以我不能回家。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
我跟哥哥和弟弟一起为了一家的的幸福努力生活。,200105550523150297,韩国,1,200105,一封写给父母的信,70,70,71,56,63,318,C,
是{CD对}吧？,200105550523250331,韩国,2,200105,一封写给父母的信,70,75,47,44,47,272,未参加,
爸爸，妈妈！,200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
其实现在也很幸福吧，[BC。]{CJ-zxy我们}都很健康。[BC…],200105550523250465,韩国,2,200105,一封写给父母的信,60,75,38,49,51,259,未参加,
××2001年5月12日,200105550525150516,日本,1,200105,一封写给父母的信,70,80,38,44,63,285,未参加,
到了寒假他先回国，我先去香港、[BC，]澳门，大概我们分开三个星期后，我们在泰国的首都曼谷再会了。,200105212525100017,日本,1,200105,我的一个假期,70,75,72,63,68,337,C,
我度假的时候，希望去景色美丽的地方或很有历史性的地方，[BC。]而且希望还能得到安静。,200105212525100017,日本,1,200105,我的一个假期,70,75,72,63,68,337,C,
