错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我希望想离婚的父母能为社会、[BC，]孩子多想一想，因为这一定会对他们起着一定的负面影[B引]响，特别是孩子，[BC。]他们可是国家未来的栋梁呀！,200103533533150001,新加坡,1,200103,我对离婚问题的看法,90,85,87,72,90,421,A,
任何事情都可改善，为[F為]何一定要[C]离婚呢？,200103533533150024,新加坡,1,200103,我对离婚问题的看法,70,75,52,25,66,277,未参加,
的确，也许如此一来，很多人借着这个“原因”而申请离婚。,200103533533150028,新加坡,1,200103,我对离婚问题的看法,75,75,77,65,90,372,B,
婚姻、[BC，]离婚都是对{CC从}各人来说{CJX}人生中很重要的事情。,200103533525250034,日本,2,200103,我对离婚问题的看法,75,75,65,75,74,354,B,
如果我有什么问题，我可以问我的朋友，那时候我们都互相关心和帮助。,200109529529251003,泰国,2,200109,我的童年,65,80,34,35,24,226,未参加,
我记{CC忆}得在我读小学的时候，中国老师教我们的都是标准的普通话。,200109529529151007,泰国,1,200109,我的童年,75,80,72,75,98,391,B,
你都变成一个小北京人了。,200109529529151007,泰国,1,200109,我的童年,75,80,72,75,98,391,B,
以上因素把龙[F龍]目岛[F島]成了一个特殊的旅游[F遊]胜[B腾]地{CJba}。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
虽[F雖]然我被外婆宠得{CC的}这么坏，但他们俩都能用慈爱的心来包容我、[BC。]宽恕我、[BC，]教导我。,200110540540250018,印度尼西亚,2,200110,我的童年,70,90,63,63,79,358,C,
我在一个不贫穷但也不很富裕的家庭里长大。,200110540540250032,印度尼西亚,2,200110,我的童年,70,65,74,73,97,365,C,
大概过了一年，爸爸找到了工作，生活开始安定下来。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
但我们最常玩的节目除了去海边玩，便是{CD玩}促迷藏的游戏了，那是午后到晚间必有的节目，小孩子玩起来是没天没日的，常常要大人们扯开喉咙才把我们叫回家。,200110540540250139,印度尼西亚,2,200110,我的童年,65,95,63,56,81,351,C,
也是慈父的教诲，使我的童年在美好的记忆中度[B渡]过。,200110540540150141,印度尼西亚,1,200110,我的童年,60,95,41,39,85,310,未参加,
那里可以看到海豚在桥下休息、各种各样模型的巧克力和著名的阿克监狱（alcatrag）。,200111512512150008,菲律宾,1,200111,我的一个假期,75,70,52,56,68,310,C,
看见幼小的弟妹被人欺负，我这做二姐的有时也会帮他们出头，然而也遭到被打、被骂的命运。,200103680519201607,马来西亚,2,200103,我的童年,90,85,50,47,80,349,未参加,
老佛爷[F爺]马上到自个[F個]丈夫面前告状，这才把我送到华文小学去，这才结束我那“熟到烂的香蕉人”的命运[F運]。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
我希望我回家时，爸爸已恢复过来。,200104124506100419,巴基斯坦,1,200104,一封写给父母的信,75,85,58,51,65,327,C,
我大概七成能听懂也[B世]能理解他们。,200104124545100462,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,41,37,42,260,未参加,
再见！,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
虽然我的心和{CC在}你们{CQ在}一起，但是我的工作很忙，所以很少{CQ有}机会去{CD过}老家。[BC．],200105550523150017,韩国,1,200105,一封写给父母的信,60,65,44,49,54,255,未参加,
可是我努力学习，那么{CQ会}有前途[BD。]我一点儿也不怕。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
我有自信感。,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
好久没给你们写信{CQ了}。[BC.],200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
从山上能看得很远。,200105224525200005,日本,2,200105,我的一个假期,80,70,87,70,87,384,B,
心理很轻松，没什么压力。,200105224525200028,日本,2,200105,我的一个假期,65,80,65,68,63,329,C,
我妈妈原来的爱好是跳英国的一种传统舞蹈，所以为了她的生日她安排得特别周到。,200105209922200028,美国,2,200105,我的一个假期,70,75,77,42,61,314,C,
中国实行{CC实得}一对夫妻只生一个孩子的政策后，家长对孩子的教育越来越严格。,200105109525200499,日本,2,200105,由“三个和尚没水喝”想到的……,65,75,70,77,75,349,B,
这是当然的。,200105109525200599,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,48,62,53,291,C,
这就是不好的循环。,200105109525200603,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,57,80,79,344,C,
我举个例子吧。,200105109540100683,印度尼西亚,1,200105,由“三个和尚没水喝”想到的……,85,65,50,51,84,324,未参加,
