错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
你都变成一个小北京人了。,200109529529151007,泰国,1,200109,我的童年,75,80,72,75,98,391,B,
那时大约四、五岁，那时{CJ+zhuy我}，是我爸爸、妈妈最疼我的时候了。[BD（],200109529529151009,泰国,1,200109,我的童年,80,75,67,42,72,327,C,
这跟{CC对}我丝毫无缘。,200110540540150022,印度尼西亚,1,200110,我的童年,80,85,44,44,83,330,未参加,
我在中国生活快要三年了，在这一段时间内我除了学习汉语以外，还学习了生活中许多在国内学不到的东西，如：各个国家的不同习惯，很多语言最根本的交流方式[B试]；我学习怎么能达到自己的目的，因为我一个人住在那么远的地方真是不容易，没有父母在身边我明白了唯[B维]一的方法是靠自己的努力，所以我每天就是那样去做[B作]。,200104124941200137,玻利维亚,2,200104,一封写给父母的信,75,70,38,25,47,244,未参加,
我们在日本学了一年的汉语，一边问路一边走。,200105212525200016,日本,2,200105,我的一个假期,70,75,75,63,70,342,C,
每天上课、[BC，]下课以后[BQ，]预习[BQ、]复习。,200105224525200028,日本,2,200105,我的一个假期,65,80,65,68,63,329,C,
当然也有路中途的话无法回家的原因。,200105209525100005,日本,1,200105,我的一个假期,70,70,70,65,72,335,C,
真搞[B搅]不懂他们在说[F說]什么[F麼]。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
他跟三休和五休说：[BQ“]你看过女孩吗？,200105109525200704,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,73,53,86,339,C,
本来为了自己要喝水，但他们都等别人去山底下抬水。,200105109525200805,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,48,47,53,269,未参加,
当时，母亲竟不赞成我把孩子生下，为的是面子。,200203533533250014,新加坡,2,200203,记对我影响最大的一个人,80,70,81,79,86,386,B,
死亡以后有后悔和很多医院的钱{CJ？}。,200205204525100038,日本,1,200205,如何看待“安乐死”,65,55,33,49,51,235,未参加,
人死以后，就没有办法判断那个人被杀死了或者他自己决定不生活下去。,200205204627100057,瑞士,1,200205,如何看待“安乐死”,65,60,24,38,58,228,未参加,
比如说，要“安乐死”的话，办什么{CC怎么}手续、如果本人不能表达{CC回答}自己的意见，但家人要把他“安乐死”的话怎么办呢{CJba}？,200205204525100189,日本,1,200205,如何看待“安乐死”,65,75,46,74,63,310,C,
“安乐死”五年前日本法律界与老百性也有过同样的问题，最近（二年前）顽固的{CC地}日本的法律开始{CC始于}承认“安乐死合法化”[BQ，]我看中国也{CD终有}一定会修改法律{CC4改法}把“安乐死”{CD会}合法化。,200205204525100191,日本,1,200205,如何看待“安乐死”,65,65,58,54,54,280,C,
丈夫这样做是因为他觉得他的妻子每天受到痛苦而她得了一种不治之症，这种病是无法治好的。,200205212542200038,越南,2,200205,如何看待“安乐死”,70,60,49,33,49,246,未参加,
现在，关于“安乐死”的问题越来越被大家关注，{CQ但}到底行不行{CQ得}通呢？,200205224525200003,日本,2,200205,如何看待“安乐死”,85,80,83,67,94,402,B,
但是，我们一旦允许“安乐死”这种措施，我想医生对病人的治疗看法一定会受到不好的影响[F響]。,200205209525200011,日本,2,200205,如何看待“安乐死”,70,70,49,74,70,321,C,
这是我对发生于[F於]一九九四年初“安乐死”事件的一种感叹！,200205209519100027,马来西亚,1,200205,如何看待“安乐死”,95,90,94,76,87,441,A,
理由只有一个，就是帮助者自己并没有杀对方的意思{CC意志}。,200205209525200085,日本,2,200205,如何看待“安乐死”,75,65,71,72,96,366,B,
电视上告诉我们他们怎么认同安乐死的过程。,200205201525200021,日本,2,200205,如何看待“安乐死”,65,70,77,65,68,331,C,
在中国农村，发生了一件“安乐死”的事件。,200205201519200129,马来西亚,2,200205,如何看待“安乐死”,90,80,74,54,91,384,B,
因此，今天的长[F長]辈[F輩]常常会抱怨晚辈[F輩]非常不听话。,200210602801250022,澳大利亚,2,200210,如何解决“代沟”问题,70,70,73,76,82,359,C,
因为[F爲]人生活在一起时[F時]，要付出爱心，要[L]包容、体谅[F諒]，那么[C]跟你相处的人就不会有压力{CC压力感}，尤其小孩{CJs}[BQ。]现[F現]在的时代要讲[F講]{CD他们}自由发展，我们做父母的只能从中指导[F導]他们，不能专[F專]制。[BC，],200210529529251019,泰国,2,200210,如何解决“代沟”问题,70,65,42,60,0,223,未参加,
怎样才能减少上一辈人与下一辈人的观念分歧、沟通问题呢？[BC，],200210529529251023,泰国,2,200210,如何解决“代沟”问题,75,85,78,91,93,415,B,
孩子们有自己的新天地，他们不要和我们一起，他们找自己的同伴玩耍，找自己谈得来的朋友谈天，我们做父母的在旁劝告，他们根本不听，他们认为老人家已过时了，不合时代{CC朝代}，他们要的是与时代{CC朝代}{CQ一起}向前走。,200210540540150006,印度尼西亚,1,200210,如何解决“代沟”问题,65,65,53,54,66,287,C,
而我们的下一代是在温室里长大的孩子，他们没经历过人生的坎坷，只知道求学，认为拿到学位以后才能有所作为，生活上比较浪费，娱乐方面喜爱卡拉OK，去游乐场等……由于出生的年代不同，对社会的看法也不同，所以我们不能盲目地阻止他们的所作所为[BQ，]只要不离开大原则{CJ-sy就可以}，比如学校休假也不妨[B防]与他们一同去游乐场，到效外旅游，此时可多了解他们心中想的是什么，他们希望有怎样的父母？,200210540540250035,印度尼西亚,2,200210,如何解决“代沟”问题,65,85,70,73,73,356,B,
而且从小{CD时候}就应该开始培养感情。,200210540540250062,印度尼西亚,2,200210,如何解决“代沟”问题,70,70,70,60,73,331,C,
他们说我作{CC做}为家长有点儿保守、[BC，]落后及不能跟年轻[B青]人谈心。,200210540540150073,印度尼西亚,1,200210,如何解决“代沟”问题,60,70,53,62,79,309,未参加,
在不快乐[F樂]的婚姻中生活又怎能说[F說]是好办[F辨]法呢？,200210540540250075,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,65,54,55,288,C,
先说[F說]我和上一代的代沟是事实[F實]存在{CJsd}，{CD那}我们作为[F為]年轻[F輕]一代的，就应该{CC认[F認]}把这[F這]一沟通之路打通。,200210540540150098,印度尼西亚,1,200210,如何解决“代沟”问题,65,80,78,93,91,395,B,
她是一位称职的妈妈，她劳累，她努力，为的都是“望子成龙，望女成凤”。,200203522522210001,缅甸,2,200203,记对我影响最大的一个人,80,90,33,66,82,346,未参加,
那是多么炎热的一个夏天啊！,200205109529200401,泰国,2,200205,如何面对挫折,85,60,67,60,70,330,C,
遇到什么困难，我总想避免，认为这样就过去了。,200205109540200579,印度尼西亚,2,200205,如何面对挫折,70,65,65,56,68,310,C,
不然就补考，到最后毕不了业，不仅自己找不到工作[BQ，]父母的脸也不知往哪搁{CC丢}。,200205109513200754,柬埔寨,2,200205,如何面对挫折,80,70,62,60,73,335,C,
