错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我已开始能帮妈妈做一点简单{CC轻便}的家务。,200110540540250017,印度尼西亚,2,200110,我的童年,70,85,71,63,76,357,C,
我在上海大约住了一个星期（下次我寄给你{CJ-zhuy我}在上海时拍的一些照片）。,200104124545100427,乌兹别克斯坦,1,200104,一封写给父母的信,65,80,60,44,70,307,C,
我学习{CD来}的时候拼命地学，玩起来的时候拼命地玩。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
您虽然不说出任何心里的话，但我明白你的心。,200105550523150293,韩国,1,200105,一封写给父母的信,80,70,77,73,79,369,B,
所以你挣钱、很忙。,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
我下车的车站刚好没有车{CJX}到厦门和集美的，所以我一定要到别的汽车站坐车。[BC，],200105212540200041,印度尼西亚,2,200105,我的一个假期,75,75,65,63,48,316,C,
其中一位朋友生气了，她以为我们捉弄她，因此气呼呼地回家去了。,200105209625200057,葡萄牙,2,200105,我的一个假期,65,80,80,63,98,374,C,
我在南斯拉夫的时候，最喜欢的{CD之中}是他们本地做饭{CQ的}方式[B试]。,200105209635100041,俄罗斯,1,200105,我的一个假期,75,75,52,35,37,264,未参加,
我觉得这个活动很有趣。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
我也觉得人，除了圣人君子以外，大多数人往往不喜欢吃苦，如果可能的话，自己不劳动，别人替自己做，这不是一般人的愿望吗？,200105109525100594,日本,1,200105,由“三个和尚没水喝”想到的……,65,55,41,53,61,257,未参加,
人们的这样的倾向是普遍的。,200105109525100737,日本,1,200105,由“三个和尚没水喝”想到的……,60,65,48,71,64,291,未参加,
我想他们三个，可能一个一个地分住的话{CC说}每个人都能自己去挑水。,200105109525200805,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,48,47,53,269,未参加,
吸烟者把自己的烟扔在拉圾箱里的话，我们不吸烟者能安心地上街。,200105109525100859,日本,1,200105,由“三个和尚没水喝”想到的……,65,70,50,69,64,304,C,
我根本不能理解{CC了解}{CD这}妇女辞职回家的现象。,200106570525250007,日本,2,200106,如何看待“妻子回家”,65,60,35,74,49,266,未参加,
爸爸和我一样是“龙头老大”。,200203522522150007,缅甸,1,200203,记对我影响最大的一个人,85,95,69,56,88,389,C,
