错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
所以，就一口答应。,200110540540150011,印度尼西亚,1,200110,我的童年,75,90,66,44,63,332,C,
只知道，从此以后的生活再也没有妈妈的依偎了{CJ}。,200110540540250012,印度尼西亚,2,200110,我的童年,75,95,68,61,90,383,C,
看着[F著]眼前的几万个十字架，我的感觉如同来[F來]到了天堂一般。,200111512512250007,菲律宾,2,200111,我的一个假期,85,85,90,61,98,414,B,
非常想你们的{CJ-zxy××}×××2001年4月15日,200104124631200365,希腊,2,200104,一封写给父母的信,80,90,60,61,65,351,C,
所以我的脑子里全是考试和作业，没有多余的时间去想别的。,200105550523250057,韩国,2,200105,一封写给父母的信,70,70,79,68,70,345,C,
喜欢[F歡]吗？,200105550523250295,韩国,2,200105,一封写给父母的信,80,70,47,61,42,290,C,
过得怎么样？,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
你们两位{CD施的}这么大的恩，我怎么报答得了？,200105550523150499,韩国,1,200105,一封写给父母的信,85,85,41,68,70,344,未参加,
女儿写于2001年,200105550523250519,韩国,2,200105,一封写给父母的信,65,70,71,61,61,314,C,
我这次看到{CD了}父亲玩得很开心，感到以后{CC然后}我应该带父母出去玩。,200105224525200016,日本,2,200105,我的一个假期,70,70,77,61,63,329,C,
她出生在贫困的家庭，她的父母没有能力供她上学。,200105209525200065,日本,2,200105,我的一个假期,90,90,77,51,79,385,C,
在天津过两天后，我开始觉得胃不舒服，而且发烧了。,200105201525200077,日本,2,200105,我的一个假期,70,75,44,39,50,267,未参加,
到了山底那条小河，解了渴以后，矛盾又来了：没有人想把那担水担上山去，说呀说呀，吵呀吵呀，骂呀骂呀，还是没有结果。,200105109627100274,瑞士,1,200105,由“三个和尚没水喝”想到的……,70,60,50,35,55,255,未参加,
虽然是{CC说}和尚，但和尚毕竟是个人，作为人，和尚们当然有普通人的特点{CC侧面}。,200105109525100742,日本,1,200105,由“三个和尚没水喝”想到的……,70,65,57,75,95,348,C,
下面的我们抬水的地方现在已经差不多没有水了。,200105109525100789,日本,1,200105,由“三个和尚没水喝”想到的……,65,65,48,55,50,267,未参加,
如在一个地方没有人靠得住的话怎么办呢？,200105109525100838,日本,1,200105,由“三个和尚没水喝”想到的……,70,65,70,55,73,319,C,
一开始新生活就跟{CC比}以前不一样了。,200106570525250005,日本,2,200106,如何看待“妻子回家”,65,80,58,58,58,307,C,
他听[F聽]从[F從]奶奶的话[F話]到他乡[F鄉]求学[F學]。,200203522522250002,缅甸,2,200203,记对我影响最大的一个人,85,80,62,62,66,348,C,
那时我还是一个十岁左右的小女孩。,200203522522250021,缅甸,2,200203,记对我影响最大的一个人,85,95,76,73,93,418,B,
与在中国农村发生过的“安乐死”有些不同，在我国提起的安乐死[B视]问题是由医生而下手的、负责的。,200205204525200047,日本,2,200205,如何看待“安乐死”,65,60,41,60,68,277,未参加,
还有，由于宗教、生活习惯的关系，每个国家有每个国家的对安乐死的看法。,200205204525200097,日本,2,200205,如何看待“安乐死”,65,85,71,58,82,351,C,
其实我{CJX}关于这个问题还没有固定的看法。,200205204525200165,日本,2,200205,如何看待“安乐死”,75,70,69,56,70,329,C,
代沟，意思是指两代人（父母与子女）之间在行为方式、生活态度以及价值观[F觀]念等方面存在的差异。,200210540540150038,印度尼西亚,1,200210,如何解决“代沟”问题,70,85,73,73,70,363,B,
这种所谓“代沟”是可以克服的。,200210540540250089,印度尼西亚,2,200210,如何解决“代沟”问题,65,85,65,82,75,362,C,
在社会上，在发展国家的文化教育、建设中更为重要。,200210540540250132,印度尼西亚,2,200210,如何解决“代沟”问题,65,60,48,49,59,264,未参加,
那时候我是一个非常好的学生，成绩都很好，什么考试（英文、法文[BD、]等）都考得很好。,200205109631200448,希腊,2,200205,如何面对挫折,80,65,42,47,41,263,未参加,
若我们在生活上或学习中遇到了困难，他们都会很热心地帮助我们。,200205680519150021,马来西亚,1,200205,一封写给父母的信,90,80,89,81,92,427,A,
提出离婚也有很多原因，[BC。]没有爱情或爱情减少了只是原因之一。,200206570616250002,德国,2,200206,我对离婚问题的看法,80,65,60,55,51,299,C,
一般人爱看小说，而我却喜欢看作家传记。,200305533533150001,新加坡,1,200305,我最喜欢读的一本书,70,75,47,56,79,316,C,
但也只有书才可以让他们感受到惊喜和变化。,200305533533250004,新加坡,2,200305,我最喜欢读的一本书,65,75,79,77,79,362,B,
这让[Y]父亲[F親]{CD父親}很伤心。,200305533533250029,新加坡,2,200305,我最喜欢读的一本书,65,60,60,56,45,269,未参加,
不仅[F僅]如此，他不管洋人如何歧视[F視]他的黄皮肤[F膚]；嘲笑他带着[F著]浓[F濃]浓[F濃]的华[F華]人腔调[F調]的英语[F語]。,200305533533250035,新加坡,2,200305,我最喜欢读的一本书,65,75,79,73,88,367,B,
由于后来双亲一个接一个患病，她就慢慢开始挑起了这个家，父亲早些年得了喉癌，虽后来康复，但最后还是死于癌症，母亲呢，早期患高血压，后来得了肝病，父母亲先后离开{CQ了}她。,200305533533250044,新加坡,2,200305,我最喜欢读的一本书,65,70,71,56,56,304,C,
人生不如意十之八九，也常有失败、不快乐的时候。,200305533533250048,新加坡,2,200305,我最喜欢读的一本书,70,70,66,63,76,333,C,
