错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
因为少赚{CQ钱了}吗。,200109529529151006,泰国,1,200109,我的童年,85,85,55,32,52,304,未参加,
小学时代的我学习成绩还不错。,200110540540250025,印度尼西亚,2,200110,我的童年,70,90,66,63,76,358,C,
父亲经商[BQ，]去{CC上}小地方（指别的更小的村落）去做生意[BQ，]一个月难得[B的]回家一次，所以我从小就不曾感受到父爱，[BC。]也不曾受过爸爸的教诲[F誨]。,200110540540150122,印度尼西亚,1,200110,我的童年,70,90,55,70,72,350,C,
因此{CJ-zhuy我}努力、勤奋学习，[BC。]成绩一直都很好，常常得到老师的赞扬[F揚]。,200110540540150123,印度尼西亚,1,200110,我的童年,75,85,77,39,88,357,未参加,
还让我们弟兄姐妹都上学。,200110540540250132,印度尼西亚,2,200110,我的童年,65,70,52,49,92,314,未参加,
还好，我父亲是个读书人，他不但会中文，他的印尼文也不错。,200110540540250140,印度尼西亚,2,200110,我的童年,65,85,30,56,81,307,未参加,
当我渐渐长[F長]大，到{CC1到达}上学的年龄时[F時]，家人把我送到康文幼儿园上学。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
如果工作，那在哪儿工作？,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
5月13日您的女儿××,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
尤其是我最感谢的事是你们给我遗传{CQ了}乐天的思考方式。,200105550523250013,韩国,2,200105,一封写给父母的信,65,60,63,44,51,266,未参加,
你们别担心我。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
”。,200105550523250296,韩国,2,200105,一封写给父母的信,75,70,58,73,65,330,C,
我永远忘不了我入队的时候看{CQ着}我背影的爸爸、妈妈的眼睛。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
当初你们看那钟的时候{CC2时}，很高兴地说：“太好{CQ了}！,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
前天我跟朋友一起去游乐园了。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
亲爱的爸爸妈妈：[BC！]请原谅{CQ我}这不懂事的女儿，{CQ自}从离家出走{CQ后}，我自己很明白你们多么疼我爱我，却{CJX}女儿不乖。,200105550523250519,韩国,2,200105,一封写给父母的信,65,70,71,61,61,314,C,
”我心里想[BD“]杭州[BD”]也没去过，现在的杭州的气候、[BC，]景色很美，值得一看，还有以前看过的小说中发现的[BD“]绍兴的[BD”][BQ“]咸[B通]享[BQ”]酒店，[BC。]也很想去。,200105212525200031,日本,2,200105,我的一个假期,65,65,37,16,39,206,未参加,
我的外婆是一个非常可爱[F愛]开放的人，而且很漂亮。,200105212525200047,日本,2,200105,我的一个假期,70,80,80,63,79,362,C,
我父亲回日本以后，我回忆了这几年{CJ-zxy的事情}。,200105224525200016,日本,2,200105,我的一个假期,70,70,77,61,63,329,C,
你一个人去吧！,200105109525100724,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,57,71,82,318,未参加,
因此，有一次饭没煮好，[BC。]我们一共十六个{CQ人}都饿坏了。,200105109525200856,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,59,80,68,335,C,
