错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
爱情可以慢慢培养，只要男女双方在{CC1朝着}一个互相体谅、互相迁就、互相尊重、互相爱护的基础上去一起生活，我想应该首先去尝试它，因为相处也是一种学问来的。,200103533533250012,新加坡,2,200103,我对离婚问题的看法,80,80,75,70,61,358,B,
有人说：“没有爱情的婚姻是不道德的。,200103533533250015,新加坡,2,200103,我对离婚问题的看法,75,75,75,77,96,388,B,
现在我也有机会见面{CLH}他们。,200109529529251003,泰国,2,200109,我的童年,65,80,34,35,24,226,未参加,
时间过了几年，这时候可以显得出我的长相[B象]根本不像[B象]哥哥又不像[B象]姐姐，每个人都说我的眼睛亮晶晶{CC的}给人{CD引起}难忘的感觉，当时我很高兴，没想到却{CC1确实}影响{CC引起}了我们姐妹的友好关系。,200109529529251014,泰国,2,200109,我的童年,70,70,34,23,50,235,未参加,
我读书时很用功，放学还帮妈妈看店。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
我是居于小家庭{CD成员}的孩子，我父母一共有一对儿女，我排第二也是最小的女孩，所以我也是被长辈[F輩]娇惯{CC纵[F縱]贯[F貫]}、[BC，]溺爱的满女{CJ？}。[D当],200110540540250037,印度尼西亚,2,200110,我的童年,70,75,36,32,81,283,未参加,
我的{CJX}爱哭毛病，始终都没改正{CC改到}。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
那{CD这}就到这吧。,200104124545100427,乌兹别克斯坦,1,200104,一封写给父母的信,65,80,60,44,70,307,C,
我还找不到合适的工作[BQ，]{CD对}父母亲{CJX}非常对不起。,200105550523250018,韩国,2,200105,一封写给父母的信,65,65,33,42,42,231,未参加,
请[F請]您等待{CC等候}一年吧！,200105550523250021,韩国,2,200105,一封写给父母的信,65,65,63,56,61,294,C,
我回{CC回来}北京以后，再给你们写信。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
快要种苗吧？,200105550523250058,韩国,2,200105,一封写给父母的信,75,70,82,70,58,344,B,
女儿自从考上大学以后就离开家，一年只有两三次回到家看爸妈，女儿真不孝顺。,200105550523250058,韩国,2,200105,一封写给父母的信,75,70,82,70,58,344,B,
爸爸，妈妈的老小也很好。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
我是哥哥，应该[BD，]帮助她、[BC，]关心她，我以后[BD，]要改正这些不好的毛病。,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
我从小时候一直明白，但最近几个月的生活让您生气{CJX}{CD得}很。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
××,200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
父母对孩子的心情如何，我可能不能完完全全地理解。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
老爸您不用担心我。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
这一定给老爸很多的难题。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
我去她的家的时候，她的家里人都在准备晚饭。,200105212525200010,日本,2,200105,我的一个假期,65,75,77,75,90,369,B,
关于工作、学习、恋爱，[BC、]话题不尽。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
我们的现代生活很累，所以有时候应该做好梦，轻松一点好。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
在潮州过的两天比较有趣。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
我一看到它，心里就充满了不安和恐惧。,200105209525200066,日本,2,200105,我的一个假期,75,75,65,58,68,331,C,
此外，如果留心一下，就会觉得西安的道路笔直，十字路口很多，导致交通十分拥挤。,200105209529100050,泰国,1,200105,我的一个假期,80,95,80,70,76,396,B,
有一天早上起来，我迷迷糊糊地去洗手间。,200105201525200088,日本,2,200105,我的一个假期,80,90,87,72,83,407,B,
我们花很多力气把这件事推到别人的身上。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
但，有可能发生两种方法并存的情况，就是说，三个人当中有一位和尚性格强暴，不想抬水，让最软弱最会听他话的和尚每天抬水。,200105109525100791,日本,1,200105,由“三个和尚没水喝”想到的……,75,80,68,69,88,371,B,
但他们没有遵守{CC决定}{CD犯规定的}规定。,200105109525100802,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,50,35,39,232,未参加,
于是他背起行囊和他要用的日用品去各[B名]地寻[F尋]找。,200102522522250004,缅甸,2,200102,由“三个和尚没水喝”想到的……,90,70,43,46,59,301,未参加,
母亲管教我很严，他老人家常[B长]说：“我们做人做事要诚[B城]实认[F認]真[BQ，]不可以随[F隨]便[L]说谎[F謊][BQ，]拿别人的东[F東]西。[BQ”],200203522522150004,缅甸,1,200203,记对我影响最大的一个人,85,65,64,58,59,320,C,
小时候家境不是很富裕，父亲就用他勤劳的双手钉制出桌椅、板凳，甚至是床等家具，省了不少钱。,200203533533250006,新加坡,2,200203,记对我影响最大的一个人,85,80,71,75,86,390,B,
当然他们感到非常难过{CC可怜}，但是家人也明明知道我们对患者怎么安慰也没有用，[BC。]医生们{CD也}怎么治疗也{CJX}患者还是治不好。,200205204525100068,日本,1,200205,如何看待“安乐死”,65,70,52,63,65,301,C,
我觉得文章里的丈夫很爱妻子。,200205204525200087,日本,2,200205,如何看待“安乐死”,60,75,41,45,39,246,未参加,
故意杀人罪是成立的，[BC。]丈夫的杀人行为是很明确的。,200205204525100113,日本,1,200205,如何看待“安乐死”,75,70,77,70,63,344,B,
我觉重新规定一种法律也{CQ是}好的办法。,200205212525100009,日本,1,200205,如何看待“安乐死”,65,80,66,54,61,314,C,
如果病人自己不愿意用安乐死去世，那就当然这是个杀人案。,200205212525200016,日本,2,200205,如何看待“安乐死”,80,80,44,63,70,329,未参加,
对这个短文，我很同意丈夫这样做，因为在他的妻子病中{CD之下}可能受到了很痛苦的感受{CJZR}，所以才这样做。,200205212540200025,印度尼西亚,2,200205,如何看待“安乐死”,70,60,52,24,32,223,未参加,
我知道以后非常痛苦[BQ，]因为爷爷非常疼我，我也爱他。,200205212525100047,日本,1,200205,如何看待“安乐死”,80,65,74,79,65,351,B,
虽然，我才十五岁左右，但是，那个时候我是一直在生与[B于]死的分界线上来跟死神斗争。,200205212525200054,日本,2,200205,如何看待“安乐死”,80,80,58,67,61,338,C,
因为法律需要解决社会中各种对立、纠纷、矛盾，[BC。]所以当然带有一种强烈的“公正性”。,200205209525100004,日本,1,200205,如何看待“安乐死”,80,70,85,83,77,385,B,
我觉得“安乐死”是可以取的。,200205201525200009,日本,2,200205,如何看待“安乐死”,70,75,55,63,68,320,C,
那么为什么这个问题回答{CD得}{CJX}不容易呢？,200205201525200040,日本,2,200205,如何看待“安乐死”,65,70,38,60,58,277,未参加,
一个是感情上的，一个是法律上的。,200205201525100155,日本,1,200205,如何看待“安乐死”,80,85,69,65,70,363,C,
我希望这样的做法{CC看法}在世界上能普及。,200205215525100026,日本,1,200205,如何看待“安乐死”,75,65,80,65,65,337,C,
无论{CC每次}哪个国家的老百姓都{CC也}有兴趣[BD，]经常讨论这个话题。,200210543525250005,日本,2,200210,如何看待“安乐死”,65,60,76,71,57,312,C,
我们华[F華]侨对这件事{CC1事项}是很看重{CC注重}的[BQ，]如果哪[B那]家有[D着]不孝顺的行为，那[L]是会被当地的华侨[L]批评与轻视的，所以我对于[F於]此事还是觉得是很必要的一件事[B是]{CJZR}，孝顺是我们中国人的美德[BQ，]我们应该保存此种美好的文化，永远[F遠]地[B的]存在中国{CJjy}。,200210529529151020,泰国,1,200210,如何解决“代沟”问题,70,65,48,38,39,246,未参加,
总而言之，我认为只要两代人以真诚的心相对，互相理解，互相沟通，我相信世上没有跨不过的鸿沟，“代沟”问题一定能解决。,200210529529251017,泰国,2,200210,如何解决“代沟”问题,85,90,87,78,91,427,A,
我小时候，也没有与双亲有太大的“代沟”问题，因为家父、[BC，]家母都是读书人；爸爸{CD有}学英文，妈妈是学荷文的。,200210540540250019,印度尼西亚,2,200210,如何解决“代沟”问题,65,75,51,60,82,320,C,
”,200210540540250033,印度尼西亚,2,200210,如何解决“代沟”问题,75,70,84,89,88,395,B,
代沟问题的存在都是因为我们作家长{CD的}惯于摆家长的架子，时时要孩子们听从命令而不可发表意见，有时家长不对也不可以批评，所以造成了孩子叛逆的性格。,200210540540250039,印度尼西亚,2,200210,如何解决“代沟”问题,65,75,62,65,75,329,C,
”最后我想：我应该勇敢面对世界的发展{CC进展}、[BC：]勇敢面对现[F現]实。,200210540540250121,印度尼西亚,2,200210,如何解决“代沟”问题,70,65,48,43,50,262,未参加,
她看着[F著]我，坐校车[F車]去上学后[F後]，她推着[F著]推车[F車]，上市场[F場]开[F開]始营[F營]业[F業]，做生意，为的是填饱[B包]她的子女{CQ的}肚子。,200203522522210010,缅甸,2,200203,记对我影响最大的一个人,70,65,57,64,61,303,C,
因此，我就下决心坚持下去，一定要渡过{CC胜过}这个难关。,200205109513100399,柬埔寨,1,200205,如何面对挫折,70,60,67,65,75,322,C,
实际上，他们没有从他们的失败中吸取教训，以为{CJX}他们因为{CC2因}考试的难度{CJ-sy增加}而永远不会考试及格。,200205109610101076,法国,1,200205,如何面对挫折,80,80,65,71,57,345,B,
每天放学回家，面对着四堵墙，顿时感觉到自己好象被遗[B贵]弃在某个角落里。,200205680519250002,马来西亚,2,200205,一封写给父母的信,80,75,78,67,92,383,B,
因为这个是我的人生，我不能一辈子靠您们扶持我走下去。,200205680519250029,马来西亚,2,200205,一封写给父母的信,80,80,60,65,76,353,C,
最近身体好吗？,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
《三国演义》虽非历史而有丰富的历史内容，作者以其生花妙笔，把这段历史以小说的形式著述，精彩万分。,200305533533150019,新加坡,1,200305,我最喜欢读的一本书,75,80,82,70,90,388,B,
对我来说，理想的工作不只是指工资好，{CD对我来说}更重要的是，我自己觉得有意思的工作，而且通过这个工作会提高我自己的知识{CQ水平}，这样的{CJ-zxy工作}是我要求的理想的工作。,200304131525200038,日本,2,200304,我学汉语是为了……,0,65,47,54,40,199,未参加,
我高中毕业后就来到北京开始学汉语。,200304131525200138,日本,2,200304,我学汉语是为了……,65,75,30,35,49,241,未参加,
可能它的原因在于{CC在}我的性格。,200305576525200015,日本,2,200305,静音环境对人体的危害,65,65,56,63,57,290,C,
其次[B此]，这种法律{WWJ},200405109610201078,法国,2,200405,吸烟对个人健康和公众利益的影响,45,75,24,37,44,208,未参加,
许多国家政府很注重人民的健康，而对中国而言，吸烟的习[F習]惯很难[F難]改，{CQ在}大街上吸烟是很正常的事，{CD对}不吸烟的人也感[B取]到无[F無]所谓[F謂]，没有人阻止，也没有人站出来[F來]说[F說]话[F話]。,200405204529100380,泰国,1,200405,吸烟对个人健康和公众利益的影响,65,70,49,51,72,293,未参加,
而且如果没有人担心这些问题，就{CJX}对全社会的影响会越来越大。,200405205642200068,拉脱维亚,2,200405,吸烟对个人健康和公众利益的影响,65,85,63,42,58,303,C,
他们都跟吸烟的人一样害了自己的健康。,200405522522250015,缅甸,2,200405,吸烟对个人健康和公众利益的影响,75,65,41,49,49,266,未参加,
烟，它绝大部分[B份]是用尼古丁制成的。,200405522522250031,缅甸,2,200405,吸烟对个人健康和公众利益的影响,95,90,83,72,91,430,A,
大家都知道吸烟对身体是不好的。,200405209542200052,越南,2,200405,吸烟对个人健康和公众利益的影响,65,60,60,47,58,273,未参加,
吸烟者他自己害自己，这并不重要，{CJ-zhuy这}是{CC1就是}{CJ-dy他}的选择，重要的是他害全社会，特别{CQ是}儿童，青少年。,200405209608200074,波兰,2,200405,吸烟对个人健康和公众利益的影响,70,60,60,61,58,294,C,
这是政府出台的一项新规定，也是有利于大家的健康和公众利益的规定。,200405209616200089,德国,2,200405,吸烟对个人健康和公众利益的影响,80,95,79,68,85,402,B,
因为他丈夫不管他孩子的事，由她一个人来教育孩子。,200505109525200640,日本,2,200505,父母是孩子的第一任老师,75,70,69,58,59,320,C,
{CD对}一般来讲，从小到大影响最大的是父母的教育方式和家庭的环境。,200505109525101469,日本,1,200505,父母是孩子的第一任老师,70,65,57,56,66,300,C,
我小时候，我爸陪我{CJX}常常去钓鱼。,200505217525200003,日本,2,200505,父母是孩子的第一任老师,60,60,50,51,52,255,未参加,
怎样改善？,200505217525100078,日本,1,200505,父母是孩子的第一任老师,75,45,54,67,58,281,未参加,
我对这个观念持肯定态度。,200505204525200174,日本,2,200505,父母是孩子的第一任老师,60,70,67,71,80,333,C,
那样的话，小的时候[C]不知道，可长大以后一定会感觉{CC2感}到对父母的谢意的。,200505204525200458,日本,2,200505,父母是孩子的第一任老师,65,55,58,51,58,269,未参加,
举个比较极端的例子，有的父母利用孩子赚钱，[BC、]甚至让孩子盗东西。,200505204525100477,日本,1,200505,父母是孩子的第一任老师,90,60,71,77,85,373,C,
父母是孩子的第一任老师，怎么能逃避{CC逃出}这个责任呢？,200505204525100500,日本,1,200505,父母是孩子的第一任老师,70,70,58,75,74,335,C,
在我的记忆中最有印象的是我外公[B宫]去[B出]世了。,200110602801150008,澳大利亚,1,200110,我的一个假期,75,65,57,28,39,251,未参加,
我那样想的时候，[BC、]想起来了我的俱乐部的朋友。[BD“],200112576525200020,日本,2,200112,如何面对挫折,65,65,54,73,69,310,C,
1999年的暑假对我来说最难忘的{CJsd}。,200105271525100016,日本,1,200105,我的一个假期,65,70,55,51,61,288,未参加,
”她说[BQ:]“你不在的一年中我有了。,200105217525200012,日本,2,200105,我的一个假期,70,85,52,37,35,271,未参加,
不但家里的人惊呆了，连周围的人也站在那儿呆呆{CC2目瞪口呆}地看着我们。,200105217525200016,日本,2,200105,我的一个假期,75,75,85,58,81,364,B,
空气也特别清新{CC清鲜}，尤其香港人的习惯、生活方式给我更深的印[B因]象。,200105217540100079,印度尼西亚,1,200105,我的一个假期,65,55,60,65,61,288,C,
在中国生活的过程中，我的精神和身体[BD、]渐渐疲惫{CC2累}。,200105204525100003,日本,1,200105,我的一个假期,65,65,22,44,44,224,未参加,
如果你们开心地玩儿，我也很高兴。,200105217525200083,日本,2,200105,我的一个假期,65,75,52,58,39,276,未参加,
我在泰国过假期，但是对泰国的理解比出发前{CJX}并没有加深{CC2深}，反而对自己国家的理解越来越深，例如{CC2例}：[BC，]日本总[F總]面积是三十七万平方米，日本某一个县[C]{CJ+zxy的人口}和泰国的某一个县[C]是友好城市等知识。,200105204525100027,日本,1,200105,我的一个假期,70,65,82,65,48,316,C,
炒、[BC，]炸关键是时间。,200105204525100076,日本,1,200105,我的一个假期,60,65,17,21,52,198,未参加,
春节前后我在海南岛。,200105204525200085,日本,2,200105,我的一个假期,65,75,42,56,68,293,未参加,
我希望你们照样在旁边支持我。,200105550523150087,韩国,1,200105,一封写给父母的信,65,70,71,61,76,329,C,
最近天气热得很吧！,200105550523250085,韩国,2,200105,一封写给父母的信,65,70,49,25,49,244,未参加,
我不知道怎么表达我的心，再说，感谢！,200105550523250094,韩国,2,200105,一封写给父母的信,70,65,49,39,45,254,未参加,
真对不起。,200105550523250097,韩国,2,200105,一封写给父母的信,65,70,44,56,58,279,未参加,
虽然我离开你们[BQ，]{CQ但}我会看你们{CJX}在照片上。,200105550523250102,韩国,2,200105,一封写给父母的信,65,65,66,37,49,266,未参加,
”我知道母亲为了我这样说。,200105550523250127,韩国,2,200105,一封写给父母的信,75,70,60,49,49,292,C,
我真的变[B遍]成了听话的女儿。{CP{CQ在},200105550523250134,韩国,2,200105,一封写给父母的信,65,70,44,39,49,253,未参加,
你们等着看我成功的结果吧。,200105550523150164,韩国,1,200105,一封写给父母的信,70,60,33,16,27,191,未参加,
我们三个孩子都很健康，努力学习。,200105550523250162,韩国,2,200105,一封写给父母的信,70,75,49,61,72,316,C,
很忙吧。,200105550523250179,韩国,2,200105,一封写给父母的信,65,65,27,49,56,246,未参加,
要是真的应该恭喜她了。,200105550523150204,韩国,1,200105,一封写给父母的信,70,75,68,42,72,316,C,
每次我觉得[B的]辛[B幸]苦[B古]的时候{CC2时}[BQ，]给我力量的就是爸爸。,200105550523250199,韩国,2,200105,一封写给父母的信,65,65,55,49,70,288,未参加,
亲爱的妈妈近年我没写过送给您的信了。,200105550523250202,韩国,2,200105,一封写给父母的信,65,65,58,39,51,262,未参加,
我第一次离开{CD过}父母，天天很困[B固]难。,200105550523250289,韩国,2,200105,一封写给父母的信,70,65,66,42,58,287,C,
那么您可以享受自己的人生，可以得到幸福{CC2幸福感}。,200105550523250309,韩国,2,200105,一封写给父母的信,60,65,52,56,67,283,未参加,
我察觉对您们的态度不好，每次心里想{CC留}着以后绝[B决]对别这么说，别这么做{CC1行动}。,200105550523250408,韩国,2,200105,一封写给父母的信,65,65,30,47,51,242,未参加,
我看肯定交{CD个}女朋友了。,200105550523250410,韩国,2,200105,一封写给父母的信,60,70,49,37,42,243,未参加,
我是××。,200105550523250421,韩国,2,200105,一封写给父母的信,70,60,38,30,40,223,未参加,
还有一件事[BQ，]爸爸的病一天比一天不好。{CJbi},200105550523150435,韩国,1,200105,一封写给父母的信,65,60,38,37,45,228,未参加,
