错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
因为小时候，我有机会学汉语。,200109529529251003,泰国,2,200109,我的童年,65,80,34,35,24,226,未参加,
日子虽然苦，但妈以身作则[F則]地教导[F導]我们五个要作坚强的人。,200110540540250014,印度尼西亚,2,200110,我的童年,75,90,74,75,92,400,B,
不能独立。,200110540540250018,印度尼西亚,2,200110,我的童年,70,90,63,63,79,358,C,
每一次比赛，和我一组的只{CC奇}败无胜。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
亲爱的父母：你们好！,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
亲爱的父母：我已经好久没有给你们写过信{CQ了}。,200104124635200229,俄罗斯,2,200104,一封写给父母的信,70,70,63,58,65,314,C,
他说他工作虽然{CC固然}很忙，但他还是抽出一些时间来学习。,200104124635200229,俄罗斯,2,200104,一封写给父母的信,70,70,63,58,65,314,C,
家里都好吗？,200104124545100427,乌兹别克斯坦,1,200104,一封写给父母的信,65,80,60,44,70,307,C,
所以，请您们{CC2您}别担[B但]心。,200105550523150012,韩国,1,200105,一封写给父母的信,70,60,79,65,74,333,C,
因为你们是辛辛苦苦地养我，喂[B喟]我，教育我的母亲和父亲。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
但我担心爸爸、[BC。]妈妈的健康。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
我已经二十五岁了，都长大了。,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
勇敢地生活。,200105550523150334,韩国,1,200105,一封写给父母的信,75,75,63,75,81,359,B,
但我毕业以后一定进{CC入}好的公司。[BC.],200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
所有的地方都壮观{CC壮大}而且{CC2并}美丽，真是名副其实。,200105212525100014,日本,1,200105,我的一个假期,75,70,57,56,70,317,C,
可是每个假期有很多作业。,200105209525200014,日本,2,200105,我的一个假期,65,70,80,75,72,348,C,
我们在苏州想要参观寒山寺，可是到了它的门口发现人太多进不去。,200105201525200011,日本,2,200105,我的一个假期,70,70,72,68,63,331,C,
“三个和尚没水喝”这样的情况实际上经常{CC往往}发生。,200105109525200603,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,57,80,79,344,C,
灭火后，{WWJ},200105109525100724,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,57,71,82,318,未参加,
这传说的结果是三个和尚都没有水喝了，它告诉现代人要有{CC1坚持}积极性，否则自己让自己吃苦，多亏{CC亏损}呢！,200105109525100840,日本,1,200105,由“三个和尚没水喝”想到的……,70,70,70,53,64,315,C,
如对方要求帮助自杀，那么可以帮助自杀。,200205204525100031,日本,1,200205,如何看待“安乐死”,70,60,21,42,54,232,未参加,
为什么这个丈夫不给妻子鼓励呢？,200205224525200040,日本,2,200205,如何看待“安乐死”,50,75,46,47,51,253,未参加,
换句话说，法律是为{CC对}人民服务的。,200205209525100004,日本,1,200205,如何看待“安乐死”,80,70,85,83,77,385,B,
丈夫的目的不是为了杀自己的妻子，而是为了解脱他们夫妻的痛苦，[BC。]尤其是按照死者的要求{CJX}丈夫{CD下}进行的。,200205209525100022,日本,1,200205,如何看待“安乐死”,70,80,46,60,44,290,C,
如果自己家人患了不治之症，你能忍受{CC忍耐}看他的痛苦的样子吗？,200205209525200035,日本,2,200205,如何看待“安乐死”,85,80,80,79,84,401,B,
帮助者自己也对帮助对方自杀感到十分难过，为什么让他又一次受到法律的制裁的苦难呢？,200205209525200085,日本,2,200205,如何看待“安乐死”,75,65,71,72,96,366,B,
我同学说：“安乐死和自杀从某些方面说没有什么区别。,200205201525200008,日本,2,200205,如何看待“安乐死”,80,80,69,63,68,352,C,
我觉得这个问题回答{CD得}{CJX}很难，不{CD能}容易回答。,200205201525200040,日本,2,200205,如何看待“安乐死”,65,70,38,60,58,277,未参加,
总[F總]而言之，无[F無]论[F論]与双亲沟[F溝]通有多难[F難]，[BC、]我们做[B作]儿[F兒]女的，还是该放下己心，[BC、]了解他们、照顾[F顧]他们。[BC、],200210529529151015,泰国,1,200210,如何解决“代沟”问题,90,60,51,62,70,323,未参加,
因此要解决或减少代沟的问[F問]题[F題]。,200210540540150009,印度尼西亚,1,200210,如何解决“代沟”问题,75,75,76,62,82,360,B,
先在情谊上取得下辈的尊敬。,200210540540150029,印度尼西亚,1,200210,如何解决“代沟”问题,90,60,62,65,86,353,C,
两{CC二}代人生活在不同时代，生活方式、[BC，]观点难免不一样。,200210540540250053,印度尼西亚,2,200210,如何解决“代沟”问题,70,70,70,80,91,369,C,
做爸爸的每天拼命地[B的]赚{CC找}钱，从早到晚，连见孩子们的时间也没有，何况带他们去玩，跟他们沟通。,200210540540150072,印度尼西亚,1,200210,如何解决“代沟”问题,60,70,48,69,44,276,未参加,
他们说我作{CC做}为家长有点儿保守、[BC，]落后及不能跟年轻[B青]人谈心。,200210540540150073,印度尼西亚,1,200210,如何解决“代沟”问题,60,70,53,62,79,309,未参加,
中华文化传统美德在六十年代还{CD可}盛行，现在时代变了，六十年代中叶不受华文教育{CC4华教}的下一代被迫在印尼学校读书，受了不同文化的影响[BD。]使许许多多的华人子女没有得到应有的华文教育。,200210540540150090,印度尼西亚,1,200210,如何解决“代沟”问题,70,75,65,58,70,327,C,
其实，父母与孩子的关系仍然不变，改变的是：父母与儿女们对事情的看法{CJ+sy不同}，也就是说两代人之间在行为方式、[BC，]生活态度以及价值观念方面存在着差异。{CP当我们{CJ+sy来到},200210540540250109,印度尼西亚,2,200210,如何解决“代沟”问题,75,85,59,60,88,360,C,
总的来说[F說]，{CJ-sy解决}代沟问题，还得靠道德教育{CD为重}。,200210540540250134,印度尼西亚,2,200210,如何解决“代沟”问题,60,65,59,56,73,296,C,
面对[F對]挫折仍然要坚[F堅]持到底，这[F這]样[F樣]做才能从[F從]逆境{CQ中}扭转[F轉]过[F過]来[F來]。,200205109919201015,加拿大,2,200205,如何面对挫折,85,80,67,56,73,354,C,
”毕竟当时年纪轻，没听懂老师话中涵义，以为那我就再重新看一遍呗。,200305533533250008,新加坡,2,200305,我最喜欢读的一本书,70,65,79,84,92,376,C,
他们都找到了救星。,200305533533250040,新加坡,2,200305,我最喜欢读的一本书,75,75,71,77,83,371,B,
我现在不断{CC2不急}地学习很多东西，[BC。]这些东西都是为了当体育方面的翻译。,200304131525100074,日本,1,200304,我学汉语是为了……,80,65,77,63,63,336,C,
我学汉语是为了找一个理想的工作。,200304131525200038,日本,2,200304,我学汉语是为了……,0,65,47,54,40,199,未参加,
真的会达到自己的目的吗？,200304131525200044,日本,2,200304,我学汉语是为了……,65,70,33,41,49,244,未参加,
现在我学汉语学了三年多了。,200304131525200128,日本,2,200304,我学汉语是为了……,65,80,56,38,40,267,未参加,
我学汉语是为了开拓新的视野{CC2看法}。,200304131525100141,日本,1,200304,我学汉语是为了……,65,70,44,38,57,260,未参加,
