错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
虽然从表面上{CQ看}是有道理的，不过关键是要考核最终的结果。,200103533533150002,新加坡,1,200103,我对离婚问题的看法,90,70,42,30,39,264,未参加,
此后，还必须况大不相同，每日所遇之言语与教学制度、[BC，]方式等，完全两样，倒改一时受警而几乎失调{CJ-zxy的现象}，多亏兄姐辅助才渡过难关而踏入中年期。,200110540540150008,印度尼西亚,1,200110,我的童年,65,80,66,58,85,342,C,
只是，后来明白什么是“死亡”后，除了明白亲爱的外公就是因“死”而离开我，也明白了我的童年就此结束。,200103680519201619,马来西亚,2,200103,我的童年,80,90,80,93,98,436,B,
您心里[B理]也{CC还}希望吧！,200105550523250009,韩国,2,200105,一封写给父母的信,65,70,60,68,56,305,C,
好久没见过你们，身体还好吧？,200105550523250040,韩国,2,200105,一封写给父母的信,70,70,66,63,56,313,C,
我{CD都}知道这点。,200105550523250041,韩国,2,200105,一封写给父母的信,70,70,49,49,67,293,未参加,
可是在五月[L]份很忙。,200105550523150056,韩国,1,200105,一封写给父母的信,70,65,58,54,74,307,C,
我的父母也已经老了……。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
在农村一年一天也没有休息的时间。,200105550523150345,韩国,1,200105,一封写给父母的信,65,70,47,54,45,267,未参加,
他讲课的时候，每次说“新闻”，[BC。]男同学特别高兴。,200105224525200013,日本,2,200105,我的一个假期,65,75,42,61,57,287,未参加,
今{CC这}年的寒假，我去{CD过}长期旅游。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
不过有一个变化，我弟弟的个子高了。,200105201525200006,日本,2,200105,我的一个假期,65,70,55,75,70,321,C,
中国有很多美丽的地方，如果现在住在中国，那么应该去旅行看看天津以外的地方。,200105201525200014,日本,2,200105,我的一个假期,60,70,52,54,57,278,未参加,
这是我第二次来北京，到了机场，听到人们{CQ用}汉语说话，真令人怀念！,200105201525200016,日本,2,200105,我的一个假期,65,65,55,65,61,295,C,
学生也有责任，但比不上当父母、当工作人员的责任大。,200105201525200037,日本,2,200105,我的一个假期,70,70,67,70,61,326,C,
而且{CD对}我发现了得学习{CD的}汉语以外的语言。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
