错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
”其实离婚的问题是夫妻双方的问题，也是很私人的问题。,200103533533250015,新加坡,2,200103,我对离婚问题的看法,75,75,75,77,96,388,B,
我出生在印尼苏北的一个农村，双亲[F親]是从中国来[F來]的，{CJ-zhuy他们}[D就]与其同乡们一起务农，当我已几个月大时，战事[B时]发生，因此，举家[D搬]迁至乡镇，父亲[F親]得到他的朋友资助则经[L]营起小生意。,200110540540250016,印度尼西亚,2,200110,我的童年,70,75,68,61,90,353,C,
我们常去的地方有“神秘”的鬼屋（其实是等待被拆的屋子）、清澈见底的湖边以及芳草萋萋的草场。[BC，],200103680519101603,马来西亚,1,200103,我的童年,80,80,75,72,85,384,B,
也许这是我的生命、我的故事吧！,200103680519201615,马来西亚,2,200103,我的童年,80,85,78,65,82,384,B,
最近我还跟我的朋友们{CD也}谈了这些事情，他们说：继续学习还是最好的。,200104124635200229,俄罗斯,2,200104,一封写给父母的信,70,70,63,58,65,314,C,
我在这儿很好，学习有进步，日子过得很有趣。,200104124510100275,朝鲜,1,200104,一封写给父母的信,80,90,68,73,81,387,B,
因为中国的历史很长[BQ，]有五千年的文化，人们很友好[L]所以值得来。,200104124545100431,乌兹别克斯坦,1,200104,一封写给父母的信,70,65,52,28,29,230,未参加,
哇，想起这几年，好久没有写信{CJX}过。,200105550523150003,韩国,1,200105,一封写给父母的信,70,70,60,63,61,312,C,
现在回想起来当时[B是]我们家庭的和睦{CC和平}受着多么大的危胁啊。,200105550523150007,韩国,1,200105,一封写给父母的信,75,80,74,56,72,348,B,
我只希望我觉悟得不迟。,200105550523250004,韩国,2,200105,一封写给父母的信,80,75,85,54,74,359,B,
在韩国时你们经常关心我，可是我却觉得麻烦。,200105550523250005,韩国,2,200105,一封写给父母的信,70,70,38,42,54,262,未参加,
亲[F親]爱的妈[F媽]妈[F媽]：妈[F媽]妈[F媽]！,200105550523250021,韩国,2,200105,一封写给父母的信,65,65,63,56,61,294,C,
因此，你们只照顾{CC2照}自己，别担心我们。,200105550523250023,韩国,2,200105,一封写给父母的信,65,70,58,65,76,320,C,
一边吃饭一边聊天。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
现在的工作不是我理想中的工作。,200105550523250037,韩国,2,200105,一封写给父母的信,65,75,47,58,56,288,C,
但我希望你们理解我，并相信你们会理解我的。,200105550523150292,韩国,1,200105,一封写给父母的信,70,75,74,77,81,366,B,
我虽然目前没有挣钱，不能给你们买好吃的、穿的等{CD的}东西，但不久的将来我会{CJ-sy有}出息的。,200105550523150292,韩国,1,200105,一封写给父母的信,70,75,74,77,81,366,B,
父亲，母亲！[BC？],200105550523150297,韩国,1,200105,一封写给父母的信,70,70,71,56,63,318,C,
妈[F媽]妈[F媽]开了一个商店，[BC。]从每天晚上到第二天{CC下一天}早晨很辛[B幸]苦地{CC得}工作。,200105550523250298,韩国,2,200105,一封写给父母的信,70,75,38,61,56,289,未参加,
爸每天到很晚的时间{CJX}工作{CD得}很辛苦，还要喝酒，每当看爸爸的脸{CJ-dy我的}心好痛。,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
饶恕{CC2饶}我的错误{CC2错}。,200105550523250469,韩国,2,200105,一封写给父母的信,65,70,49,70,63,303,C,
我可以当您的女儿，这都是命运注[B住]定的。,200105550523250518,韩国,2,200105,一封写给父母的信,70,65,36,35,38,230,未参加,
他们特别关心我们住在哪儿，我们要去哪儿。,200105224525200008,日本,2,200105,我的一个假期,70,75,77,79,83,373,B,
自行车旅游一开始大家都很高高兴兴的。,200105209525100005,日本,1,200105,我的一个假期,70,70,70,65,72,335,C,
没有什么烦恼，所以感觉更快乐、[BC，]更痛快。,200105215525100002,日本,1,200105,我的一个假期,65,65,67,70,74,325,C,
比如在中国，如果两个人在街上{CD在}打架，那就会有人用“有话好好说{CC话}”{CD的}这句话来把他们俩拉开。,200105109525100590,日本,1,200105,由“三个和尚没水喝”想到的……,70,75,68,71,75,348,C,
但我觉得这是不太合道德的，我觉得人和人之间需要互相帮忙。,200105109525100590,日本,1,200105,由“三个和尚没水喝”想到的……,70,75,68,71,75,348,C,
不过我们都互相踢{CC跳}皮球，以为别人会做这件事。,200105109512200680,菲律宾,2,200105,由“三个和尚没水喝”想到的……,75,80,61,71,73,351,B,
在高山上的庙里只有一个和尚的时候，因为他一个人所以不得不一个人到山底下挑水。,200105109525100708,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,54,62,55,267,未参加,
每个和尚从此{CC从经}以后，向人们讲些道理，而且让{CC对}自己严格地过日子。,200105109525200728,日本,2,200105,由“三个和尚没水喝”想到的……,65,55,52,53,66,273,未参加,
”。,200105109525100862,日本,1,200105,由“三个和尚没水喝”想到的……,65,65,66,58,61,299,C,
因此，经过这次的领[F領]悟后，让我懂得了世界[B家]是人类共同创造的，社会是国民协[F協]心维持的。,200102522522250008,缅甸,2,200102,由“三个和尚没水喝”想到的……,85,90,67,58,86,382,C,
家人的心里想，她[B他]有可能病变好一些，一起生活{CJX}多一天。,200205204525200045,日本,2,200205,如何看待“安乐死”,65,60,19,60,54,241,未参加,
医生的工作{CC本命}是救助病人，[BC。]谁愿意自己的患者杀掉{CJba}？,200205204525200058,日本,2,200205,如何看待“安乐死”,75,60,33,45,46,245,未参加,
但是制定{CC2做}法律的时候，一定要认真地讨论。,200205204525100089,日本,1,200205,如何看待“安乐死”,65,75,52,58,58,295,C,
我觉得不能也不应该这样，即使得了病的人愿意，要求也一样。,200205204525100090,日本,1,200205,如何看待“安乐死”,60,65,74,79,91,352,C,
如果安乐死在只有家人和本人中，单独被实行的话，很有可能法院认不清楚是安乐死，还是杀人罪。,200205204525200106,日本,2,200205,如何看待“安乐死”,70,80,41,65,63,309,未参加,
我叔叔前年生病住院，[BC。]阿姨天天去看他好{CC1好发}照顾{CJ-by他}。,200205204525100178,日本,1,200205,如何看待“安乐死”,65,70,21,60,46,248,未参加,
我还认为{CC为}随着人们的对科学的认识深化，人们可以把“安乐死”这个观念逐渐接受{CJba}。,200205204525100187,日本,1,200205,如何看待“安乐死”,65,70,44,58,56,279,未参加,
