错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
在当今社会有大部份的年青情侣可说都是通过自由恋爱{CD后}而结婚的，他们在婚前{CD的}彼此认识，互相了解其实已有了基础，不可在往后说是由于不能沟通而作为离婚的理由。,200103533533150020,新加坡,1,200103,我对离婚问题的看法,85,65,75,49,57,320,C,
那时大约四、五岁，那时{CJ+zhuy我}，是我爸爸、妈妈最疼我的时候了。[BD（],200109529529151009,泰国,1,200109,我的童年,80,75,67,42,72,327,C,
就去当小学教师。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
白天上学时，除{CD家里}吃饱外，还有零用钱，我把这些零用钱大部分[B份]都存起来。,200110540501250129,中国,2,200110,我的童年,80,90,68,49,92,374,C,
我出生于并不富裕的家庭。,200110540540250138,印度尼西亚,2,200110,我的童年,70,95,68,75,97,398,C,
老师很准时，总是在敲钟前把一切教具都准备好。,200111512512250003,菲律宾,2,200111,我的一个假期,80,95,87,75,98,430,B,
我希望能找得到。,200104124630200404,西班牙,2,200104,一封写给父母的信,65,75,38,37,49,251,未参加,
学校会帮我们找工作的。,200105550523250021,韩国,2,200105,一封写给父母的信,65,65,63,56,61,294,C,
自从离开家的那天，我没有一天不想念家。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
再见！,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
我很少听过您的亲密的话。,200105550523250325,韩国,2,200105,一封写给父母的信,75,80,63,65,74,348,C,
可是爸爸您的公司最近情况不好，连薪水也不正常，你的脸影子愈来愈深了，妈妈也很担心。,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
爸爸，妈妈！,200105550523250337,韩国,2,200105,一封写给父母的信,70,65,66,54,65,306,C,
我太爱你们啦！,200105550523250519,韩国,2,200105,一封写给父母的信,65,70,71,61,61,314,C,
开元寺，赣文公祠，凤凰塔等等。,200105212525200039,日本,2,200105,我的一个假期,65,70,55,54,55,285,C,
我考虑{CQ了}很长时间，跟老师、同学商量。,200105224525200004,日本,2,200105,我的一个假期,65,70,60,61,70,312,C,
我与同班同学{CD们}考完期末考试后，就坐{CQ上}开往西安的长途火车。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
今年的黄金周对{CC给}我的人生、思想起了很大{CC长}的作用。,200105224525200016,日本,2,200105,我的一个假期,70,70,77,61,63,329,C,
她出生在贫困的家庭，她的父母没有能力供她上学。,200105209525200065,日本,2,200105,我的一个假期,90,90,77,51,79,385,C,
苏州市并不大，我们用一天的时间就可以参观全市{CD内}。,200105201525200010,日本,2,200105,我的一个假期,70,85,82,72,90,391,B,
我今天为了参加汉语水平考试又来到天津，面貌{CC风景}发生了改变，比以前高建筑多了{CJbi}。,200105201525200077,日本,2,200105,我的一个假期,70,75,44,39,50,267,未参加,
我觉得不单只有这一些，他们可能也聊聊天，生活{CJ+zy稍微}更变得有意义了。,200105109540200100,印度尼西亚,2,200105,由“三个和尚没水喝”想到的……,70,80,63,64,75,342,C,
在高山上的庙里只有一个和尚的时候，因为他一个人所以不得不一个人到山底下挑水。,200105109525100708,日本,1,200105,由“三个和尚没水喝”想到的……,60,55,54,62,55,267,未参加,
为什么跟这个故事有关系呢？,200105109616100722,德国,1,200105,由“三个和尚没水喝”想到的……,70,65,48,44,50,263,未参加,
