错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
我小时候，不但要学好自己的功课，还要帮妈妈照顾弟弟们，关心他们的学业。,200110540540250001,印度尼西亚,2,200110,我的童年,70,95,49,63,72,342,C,
虽然，童年时发生过的许许多多的事，在记忆里有些已经消失得无影无踪，但是，我生长的地方却是如此清晰地{CC的}刻在我的脑[F腦]海里。,200110540540250035,印度尼西亚,2,200110,我的童年,70,65,66,61,83,331,C,
每天上学、放学都是走路的。,200110540540250140,印度尼西亚,2,200110,我的童年,65,85,30,56,81,307,未参加,
工作如何？,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
你们好吗？,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
现在{CD在}国内天气怎样？,200104124520200378,蒙古国,2,200104,一封写给父母的信,70,85,58,49,54,308,C,
其实很想写一封信，但一开始写信，我就忘了该说些什么话。,200105550523150015,韩国,1,200105,一封写给父母的信,75,75,71,54,65,330,C,
你们应该保重身体。,200105550523150028,韩国,1,200105,一封写给父母的信,65,70,41,47,67,276,未参加,
不过我这儿真的没什么事。,200105550523150048,韩国,1,200105,一封写给父母的信,70,80,58,47,76,321,C,
尊敬的父母：[BC。]{CP最近天气这么热，我希望{CC想}你们一定{CC必}身体健康。P},200105550523250051,韩国,2,200105,一封写给父母的信,70,70,47,49,49,273,未参加,
可是你们千万不要怛心，女儿每天准时吃饭[BQ，]身体也很好，因为日子过得太好，最近发胖了，胖得都{CC还}认不出我来呢。,200105550523250058,韩国,2,200105,一封写给父母的信,75,70,82,70,58,344,B,
我{CQ现在}比国小的时候，写信的次数还少。,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
我真对不起你。,200105550523250353,韩国,2,200105,一封写给父母的信,65,70,38,44,56,259,未参加,
那时我挂[B卦]电话以后，不由得掉下眼泪来了。,200105550523250355,韩国,2,200105,一封写给父母的信,70,75,74,47,49,304,C,
