错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
（4）不要[C]再重提以前对方所做错过的事情，只要[C]能改过就别再提起了。,200103533533250026,新加坡,2,200103,我对离婚问题的看法,75,80,60,56,61,323,C,
可是{CC可惜}我仍然{CC毕竟}感到我的童年是[D我]幸福的。,200110540540250130,印度尼西亚,2,200110,我的童年,65,70,47,51,79,298,未参加,
因为印尼文就是把字母拼起来读的。,200110540540250140,印度尼西亚,2,200110,我的童年,65,85,30,56,81,307,未参加,
我自小无父{CD母}无母，这些年来都靠大伯把我养大。,200103680519201609,马来西亚,2,200103,我的童年,85,75,64,80,85,381,B,
当我渐渐长[F長]大，到{CC1到达}上学的年龄时[F時]，家人把我送到康文幼儿园上学。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
您把所有在外面受到的{CC了}压力只放在内心，{CJ-zhuy这}需要多大的耐心{CQ啊}。,200105550523150007,韩国,1,200105,一封写给父母的信,75,80,74,56,72,348,B,
身体好吗？,200105550523250008,韩国,2,200105,一封写给父母的信,70,70,58,42,61,289,C,
那是因为我们的关系如朋友{CD之间}般太亲近。,200105550523250035,韩国,2,200105,一封写给父母的信,70,75,68,56,74,332,C,
我常打电话问候时，妈妈的声音有生气，我也{CJX}心情变好。,200105550523250299,韩国,2,200105,一封写给父母的信,60,65,41,44,49,242,未参加,
妈妈，您往往埋怨我说，别的家庭妈妈和女儿的关系多么亲密，却{CJX}我对您一直保留着距离。,200105550523250325,韩国,2,200105,一封写给父母的信,75,80,63,65,74,348,C,
我们想来想去，很不容易决定挑[B跳]一张爸妈一起拍的照片，用那个来制造一个小的钟表{CC表钟}。,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
爸爸，妈[F媽]妈[F媽]!快要{CJ-sy放}暑假了，这[F這]次暑假我一定帶她到釜山去，好吗[F嗎]?天气[F氣]也渐[F漸]渐[F漸]热[F熱]了，爸爸!你{CQ不}是不喜欢[F歡]热[F熱]的吗[F嗎]!跟伯父在家里好好休息。[BC.],200105550523150520,韩国,1,200105,一封写给父母的信,80,65,60,35,38,266,未参加,
你说{CD一说}我是不是已经长大了！,200105550523250528,韩国,2,200105,一封写给父母的信,75,70,44,47,54,279,未参加,
我们到了西安后，参观世外闻名的兵马俑[C]、[BC，]秦始皇陵等古迹。,200105224525100021,日本,1,200105,我的一个假期,65,65,70,77,74,335,C,
冲绳县是在日本的最南边儿的一个小岛[B乌]，就像中国的海南岛[B乌]一样。,200105215525100002,日本,1,200105,我的一个假期,65,65,67,70,74,325,C,
没人去挑水，就意味着没水喝。,200105109540200490,印度尼西亚,2,200105,由“三个和尚没水喝”想到的……,75,70,54,51,70,309,未参加,
