错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
要不然，这世界就没有这么多离婚的事件。,200103533533250008,新加坡,2,200103,我对离婚问题的看法,80,75,70,44,57,317,C,
婚姻的建立与维持是需要双方一起进行的。,200103533519250030,马来西亚,2,200103,我对离婚问题的看法,80,85,70,56,87,372,B,
虽然有人认为“没有爱情的婚姻是不道德的”[BQ，]所以他{CD的}主张应该允许已经没有爱情基础的夫妻离婚。,200103533533250032,新加坡,2,200103,我对离婚问题的看法,80,85,70,49,68,346,C,
我六岁时父亲才让上学进入幼儿园。,200110540540150009,印度尼西亚,1,200110,我的童年,65,85,30,44,65,279,未参加,
尤[B又]其是古语有“血浓于水{CC血比水浓}”之说，果不[L]其然。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
上小学时，父有时用单车载[B戴]我上学，记得有一次我患感冒，头有点晕，心想在家偷懒一天不上学，可父亲[F親]摸了摸我的头额说：“[BC「]上学吧！,200110540540150134,印度尼西亚,1,200110,我的童年,80,95,68,65,81,384,C,
头发越来越少，可对童年的回忆却越来越浓！,200110540540150134,印度尼西亚,1,200110,我的童年,80,95,68,65,81,384,C,
原来因美国人皮肤[F膚]是红的，故喜欢在皮肤[F膚]上擦油变银[F銀]。,200111512512150008,菲律宾,1,200111,我的一个假期,75,70,52,56,68,310,C,
一下子，几[F幾]天过[F過]去了，快乐[F樂]{CQ的}时[F時]间[F間]总[F總]是过[F過]得{CQ很}快，大家都依依不舍[F捨]，就提起行李，回家了！,200111512512250002,菲律宾,2,200111,我的一个假期,70,75,65,58,74,331,C,
外婆看我那副模样，也不知是好气还是{CC2或}好笑。,200103680519201612,马来西亚,2,200103,我的童年,85,85,86,83,93,427,A,
如果想把某种外语学好，应该在这些方面有一定的知识。,200104124538100152,伊朗,1,200104,一封写给父母的信,65,85,49,39,47,275,未参加,
五月五日是你生日。,200104124547100232,哈萨克斯坦,1,200104,一封写给父母的信,75,65,63,39,65,294,未参加,
不知两位的真实情况如何？,200104124513100382,柬埔寨,1,200104,一封写给父母的信,70,70,41,49,49,267,未参加,
我觉得有时候我的运气真好。,200104124545100431,乌兹别克斯坦,1,200104,一封写给父母的信,70,65,52,28,29,230,未参加,
