错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
常言道：男主外，女主内。,200103533533150016,新加坡,1,200103,我对离婚问题的看法,95,80,75,51,83,380,C,
举个例子，我身边有个朋友，他今年才不过三十三岁，却因为无法忍受太太的无理取闹，从三天一小吵到五天一大吵，分房，[BC、]分居，[BC、]双方将对方视为仇人，最后终以离婚收场。,200103533519250030,马来西亚,2,200103,我对离婚问题的看法,80,85,70,56,87,372,B,
我于1945年出生于印度尼西亚的一个小城市。,200110540540250034,印度尼西亚,2,200110,我的童年,70,75,63,68,83,348,C,
父母每逢过年过节都准备好多菜{CC1菜样}，[BC。]连过中秋节也不列外，还在月圆下赏月饼，我感觉到，那时是最美丽，最难忘的时光。,200110540540250117,印度尼西亚,2,200110,我的童年,75,85,41,51,76,321,未参加,
但[BD，]无论我走到哪儿，别人总是对我指指点点。[BC，],200103680519201605,马来西亚,2,200103,我的童年,85,85,15,80,85,345,未参加,
依稀[B希]记得有一次，家里来了一只流浪狗，它把我深深地{CC的}吸引住{CQ了}。,200103680519201606,马来西亚,2,200103,我的童年,85,85,64,70,74,373,B,
我除了中国以外[BQ，]没去过[B国]其它的很远的国家，可是我并不觉得这可惜。,200105610610150211,法国,1,200105,我的一个假期,85,80,44,23,37,262,未参加,
请您们相信我。,200105550523250006,韩国,2,200105,一封写给父母的信,65,60,52,42,38,240,未参加,
到时见面吧。,200105550523250023,韩国,2,200105,一封写给父母的信,65,70,58,65,76,320,C,
前几年，父亲[F親]，你为了我，为了我的教育费，不得不{CC逸得}去越南。,200105550523250024,韩国,2,200105,一封写给父母的信,65,65,38,18,49,219,未参加,
我最近忙得不得了。,200105550523150031,韩国,1,200105,一封写给父母的信,65,65,44,25,42,225,未参加,
这段时间内我可以{CQ做}准备{CJX}{CQ为}我的未来。,200105550523250047,韩国,2,200105,一封写给父母的信,70,70,38,49,61,276,未参加,
爸妈也不会在意的。,200105550523250339,韩国,2,200105,一封写给父母的信,65,70,63,32,56,272,未参加,
发大财吗？,200105550523150499,韩国,1,200105,一封写给父母的信,85,85,41,68,70,344,未参加,
可是你想起爸爸的时候，我也很难过，爸爸去世以后最辛苦的大姐也很难过[B苦]，我知道{CJ-zhuy我们}一想起{CJ-by爸爸}就难过，这都表示我们多么想念他[BQ。]我想爸爸对你的爱情绝对不会输给别人，所以我们做女儿的不能代[L]替爸爸的位置，但我们要你知道我们多么关心你多么爱你。,200105550523250518,韩国,2,200105,一封写给父母的信,70,65,36,35,38,230,未参加,
我觉得，外国不是只有愉快的见面{CC相见}，也有危险[F險]的见面{CC相见}。,200105212525200036,日本,2,200105,我的一个假期,65,70,57,77,74,329,C,
我在每个城市{CJ-zy都}遇见了少数民族。,200105209525100055,日本,1,200105,我的一个假期,65,70,34,63,57,275,未参加,
各个地方的名胜古迹当然给我们留下了深刻的印象，但这次旅游中印象最深刻的就是用汉语跟中国人沟通、交流。,200105209525200043,日本,2,200105,我的一个假期,80,80,85,75,92,404,B,
去年暑假期间，我第一次来到中国参加学汉语的语言班。,200105201525100041,日本,1,200105,我的一个假期,65,80,75,70,68,346,B,
看也好，吃也好，使我们充分满足了。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
先决定抬水的顺序{CC顺番}。,200105109525200599,日本,2,200105,由“三个和尚没水喝”想到的……,70,70,48,62,53,291,C,
这表示人可以互相帮助，但是不可以全依靠别人，应该要自己的责任{CJy}。,200105109525200604,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,63,75,66,325,C,
这就是人们主动地做出贡献而不需要领导的方式。,200105109525100726,日本,1,200105,由“三个和尚没水喝”想到的……,75,65,63,75,68,333,C,
两个人的时候可能商量而决定。,200105109525100777,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,43,51,46,248,未参加,
我从小亲眼看{CQ到}，我父亲几乎都不做家里的事。,200105109525100790,日本,1,200105,由“三个和尚没水喝”想到的……,80,70,70,84,70,364,B,
而且它还让我知道{CQ了}一个真理：“靠{CC倒}人人会死，靠山山会倒。,200102522522250008,缅甸,2,200102,由“三个和尚没水喝”想到的……,85,90,67,58,86,382,C,
我曾经想过：三个和尚中，假使有一个肯退一步，先“吃”一点苦，再提出合理的要求，或许这个故事也就不会产生了。,200102522522150012,缅甸,1,200102,由“三个和尚没水喝”想到的……,95,80,71,81,97,420,B,
要体会得到付出比收回更好，佛家有言“有舍才有得”[BQ，]所以我们一定要努力付出，不要只待回报{CC收回}。,200102522522250011,缅甸,2,200102,由“三个和尚没水喝”想到的……,75,90,64,73,91,387,B,
1997年，我们的曼德勒开创{CC开始}了曼德勒外国语大学。,200203522522150029,缅甸,1,200203,记对我影响最大的一个人,65,60,14,27,26,175,未参加,
自古以来，很多人围绕这个问题提出意见。,200205204525100014,日本,1,200205,如何看待“安乐死”,80,70,69,65,75,349,C,
长寿不一定是权威，该看条件。,200205204610200022,法国,2,200205,如何看待“安乐死”,80,90,66,76,77,384,B,
最后，只是我个人的意[B义]见，要是我患了不治之症，我愿[F願]意接受一切痛苦，而不是用“[BC‘]安乐死”[BC’]来结束我的一生，我愿[F願]和病魔抗争到底，我觉得那样才是我的人生。,200205204525200162,日本,2,200205,如何看待“安乐死”,90,75,91,74,87,411,B,
比如说，[BC、]试卷上的事件的结果是让我很{CC真}失望的。,200205204525200165,日本,2,200205,如何看待“安乐死”,75,70,69,56,70,329,C,
我认为因为先要制定{CC2做}这些法律，{CJ-sy达成}共同的认识。,200205212525100040,日本,1,200205,如何看待“安乐死”,70,65,49,70,58,298,C,
我虽然理解这个丈夫采取{CC2取}的办法是为了解脱死者和家人的痛苦，可是我认为人的死是谁也不能定的。,200205224525200041,日本,2,200205,如何看待“安乐死”,70,70,46,49,46,269,未参加,
而且每个[B各]国家的关于[B与]安乐死的法律也不统一的情况下，更难说。,200205201525200134,日本,2,200205,如何看待“安乐死”,80,70,66,70,58,334,C,
如果他不是愿意的话，怎么办？,200205201525200134,日本,2,200205,如何看待“安乐死”,80,70,66,70,58,334,C,
比如说，医生不应该告诉癌症患者，他得了一种不治之症，告诉患者的亲戚就行了。,200205201635200142,俄罗斯,2,200205,如何看待“安乐死”,90,75,58,63,63,343,C,
估计她有可能考虑到自己的丈夫，家人。,200205215525100026,日本,1,200205,如何看待“安乐死”,75,65,80,65,65,337,C,
比如老一辈人要坚持以思想教育为主，而年轻人则以接受新科技为主要目标等等，总是公说公有理{CQ婆说婆有理}。,200210529529251017,泰国,2,200210,如何解决“代沟”问题,85,90,87,78,91,427,A,
在生活上{CD的}要求[BD，]适应环境的需求，人人都在改变自己，争取未来，创新往往是{CD主要}生活的关键[B链]，创新造成两个不同的世界产[F產]生了代沟，这两个世界是父母与子女。,200210540540150046,印度尼西亚,1,200210,如何解决“代沟”问题,70,65,59,47,59,286,C,
我们应该做他们的好朋友，不要压制他们的想法和意见。,200210540540150118,印度尼西亚,1,200210,如何解决“代沟”问题,75,75,70,82,93,385,B,
代沟，是近几十年来{CD最}困扰家庭的问题之一，而这个问题在这以前似乎没听说过，我的意思是在我们祖先的那个时代，或许也有吧，只是问题没有像[B象]现在{CC2现时代}这样浮出表面。,200210540540250120,印度尼西亚,2,200210,如何解决“代沟”问题,75,80,73,73,84,376,B,
人在生活和工作中，总会遇到各种各样的困难和挫折，像{CC似}骑自行车总有坎坷路一样，一会儿下坡，一会儿上坡，关键是我们用什么办法{CD为了}走过这段坎坷路。,200205109513200754,柬埔寨,2,200205,如何面对挫折,80,70,62,60,73,335,C,
我和斌已经结[F結]婚了，生活过得很好，你们不必担心。,200205680519250030,马来西亚,2,200205,一封写给父母的信,85,75,49,69,78,348,C,
由此我发觉到，要了解《红》，也必须连带了解作者曹雪芹的身世{CC生世}，因为从评论中知道，《红》的故事和曹雪芹有着密切的关系，于是我萌生了要了解曹雪芹的欲望，凡与曹雪芹有关的书、[BC，]文章我都尽量一一阅读，不轻易放过。,200305533533150002,新加坡,1,200305,我最喜欢读的一本书,75,70,68,80,94,376,C,
《曹雪芹小传》[BD，]详尽地把曹雪芹的家世，从其祖父曹寅到父亲以及他本人的家族变迁写得详尽透彻。,200305533533150002,新加坡,1,200305,我最喜欢读的一本书,75,70,68,80,94,376,C,
当没走遍全世界时，不敢说自己已行万里路。,200305533533250004,新加坡,2,200305,我最喜欢读的一本书,65,75,79,77,79,362,B,
书的作者似乎很了解斯米坦那的心境{CC思境}，把作曲家{CD什么}应用不同的乐器发挥出河流不同阶段的声响分析得非常好。,200305533533250024,新加坡,2,200305,我最喜欢读的一本书,60,60,68,65,81,316,未参加,
特别是像我这样在日本成长的女性来说，这书的内容特别使我感到“[BC「]新奇”[BC」]。,200305533525250038,日本,2,200305,我最喜欢读的一本书,65,65,68,75,65,322,C,
他很懂得收买人心。,200305533533150041,新加坡,1,200305,我最喜欢读的一本书,70,65,68,65,90,344,C,
最令作者遗憾{CC2遣}的是[B事]，在双亲过世的时候都没有看到父母亲最后一眼，在有生之年，没有来得[B的]及[B急]让[B认]双亲享到福[C]，{CJ-zhuy他们}就离开{CQ了}人间。,200305533533250044,新加坡,2,200305,我最喜欢读的一本书,65,70,71,56,56,304,C,
我觉得日本离中国很近，但是我对中国的了解似乎没有，我想更了解中国，因此我决定来中国学汉语。,200304131525200011,日本,2,200304,我学汉语是为了……,70,70,62,65,71,326,C,
不过当阅读了短文之后再联想一下平日的生活情况，好像{CC好似}有些道理，现在就把我自己的看法讲述一下。{CQ在},200305576525200008,日本,2,200305,静音环境对人体的危害,90,85,65,85,88,410,B,
我认为“无菌”这个状态比较危险。,200305576525200039,日本,2,200305,静音环境对人体的危害,65,60,36,30,46,220,未参加,
据研究报告说，吸二手烟的人致癌{CJ-zxy的几率}比吸烟的人高三倍。,200405204519100095,马来西亚,1,200405,吸烟对个人健康和公众利益的影响,70,75,85,80,92,391,B,
我是一个不吸烟的人，趁[C]这个机会拿我个人的经历来说吧[BD！]。,200405212529100021,泰国,1,200405,吸烟对个人健康和公众利益的影响,75,70,55,39,74,302,未参加,
现在在不同的国家、不同的场所{CJ+zxy等地方}针对{CC对}吸烟问题出台了不少办法。,200405261542100077,越南,1,200405,吸烟对个人健康和公众利益的影响,70,80,55,37,74,306,未参加,
但是，如果市政府可以派人来管理一下这些人，那么市民就{CC也}可以更舒适地过上一天。,200405205942200184,厄瓜多尔,2,200405,吸烟对个人健康和公众利益的影响,75,80,71,63,83,363,B,
吸烟百害无益。,200405224922200080,美国,2,200405,吸烟对个人健康和公众利益的影响,75,65,47,37,47,258,未参加,
时间长{CQ了}，吸烟会导致肺癌{CC痱[C]艾}。,200405610610150012,法国,1,200405,吸烟对个人健康和公众利益的影响,60,60,74,58,65,299,未参加,
我第一任的男老师，他是个非常严[F巖]格的人。,200505109525100334,日本,1,200505,父母是孩子的第一任老师,55,55,42,44,45,221,未参加,
这些{CC近}年犯罪的种类和频度越来越多和高{CC3严[F厳]重}。,200505217525100078,日本,1,200505,父母是孩子的第一任老师,75,45,54,67,58,281,未参加,
父母要注意的是孩子不仅吸收{CC吸引}父母{CQ有}意识地教的事情[C]，而且吸收{CC吸引}父母不知不觉说的、做的事情。,200505217525100184,日本,1,200505,父母是孩子的第一任老师,70,80,52,65,78,335,C,
虽然我{CQ不}太喜欢这样的性格，不过还是传染给我了。,200505217525200233,日本,2,200505,父母是孩子的第一任老师,85,75,65,61,58,336,C,
我将[C]来想成为像{CC1好像}妈[C]妈那样的人。,200505204525200046,日本,2,200505,父母是孩子的第一任老师,55,55,41,43,43,217,未参加,
这是{CJX}当然父亲的影响。,200505204525200255,日本,2,200505,父母是孩子的第一任老师,60,70,52,65,63,295,未参加,
我肯定会说，他们是我的最尊[C]敬的人{CD们}。,200505204525100260,日本,1,200505,父母是孩子的第一任老师,65,50,37,41,52,226,未参加,
作[B做]为父母，首先要注意看自己的影响会给孩子什么样的结果。,200505204525200257,日本,2,200505,父母是孩子的第一任老师,70,65,56,67,80,324,C,
在日常生活[C]中的很小的事情也{CJX}对孩子来说，都是他们的老师。,200505204525200429,日本,2,200505,父母是孩子的第一任老师,75,75,41,49,65,295,未参加,
我也认为父母是孩子的第一任老师。{CQ从},200505204525200458,日本,2,200505,父母是孩子的第一任老师,65,55,58,51,58,269,未参加,
父母作为第一任老师，应该好好培养{CC2养}孩子的素质。,200505204525100525,日本,1,200505,父母是孩子的第一任老师,70,80,46,53,72,311,未参加,
不管这些兴趣爱好与思想观念好不好，父母对孩子成长的影响还是非常大。,200505204525100534,日本,1,200505,父母是孩子的第一任老师,65,65,52,45,69,280,未参加,
我的朋友她成熟了很多，[BC。]应[B因]该是从要保护孩子的责任感来的吧，[BC。]不像我只管自己就好，{CD那种}自由自在{CD的}，[BC。]她有对孩子的责任感。,200105205525200071,日本,2,200105,我的一个假期,65,65,72,54,52,292,C,
因此，我学会了更接近地道{CJX}中国人的发音和语气。,200112576525200011,日本,2,200112,如何面对挫折,60,70,39,71,72,297,未参加,
我现在61岁，两{CC2}年以前退休了。,200112576525200016,日本,2,200112,如何面对挫折,65,60,49,57,59,273,未参加,
我非常感谢那{CQ个}暑假的那一天，我非常感谢与她的相逢。,200105271525200007,日本,2,200105,我的一个假期,70,75,57,65,59,315,C,
我在日本没有这样的经历，我很感动{CQ地}哭起来了。,200105271525100041,日本,1,200105,我的一个假期,70,70,42,46,63,279,未参加,
我以为回日本之后不{CQ会}接触中国文化，[BC。]但我在中国{CD菜}饭店打工的这{CQ件}事情对我来说真是{CQ个}好机会。{CP过了一个月{CD那时候},200105204525100076,日本,1,200105,我的一个假期,60,65,17,21,52,198,未参加,
同时某个从事文化事业的组织同意给我奖学金，派我到复旦攻读博士学位。[BC，],200105204525200087,日本,2,200105,我的一个假期,65,80,82,70,81,366,B,
虽然这次旅游只有七天，但是我有了{CC体会}很宝贵的体验。,200105204525100089,日本,1,200105,我的一个假期,65,80,24,58,55,270,未参加,
时间有，钱也准备好了。,200105204525100102,日本,1,200105,我的一个假期,70,75,57,63,55,309,C,
昨天我跟朋友一块去买了一辆自行车。,200105550523150062,韩国,1,200105,一封写给父母的信,70,70,22,25,36,211,未参加,
只是努力！,200105550523250094,韩国,2,200105,一封写给父母的信,70,65,49,39,45,254,未参加,
现在你们不要担心{CQ了}。,200105550523250102,韩国,2,200105,一封写给父母的信,65,65,66,37,49,266,未参加,
亲爱[F愛]的爸爸，妈妈！,200105550523250103,韩国,2,200105,一封写给父母的信,70,65,47,77,63,308,C,
还有我快要找到工作了。,200105550523150133,韩国,1,200105,一封写给父母的信,70,65,74,56,56,307,C,
×××,200105550523150177,韩国,1,200105,一封写给父母的信,70,65,49,39,47,256,未参加,
到现在想，我真不懂事，真后悔。,200105550523250196,韩国,2,200105,一封写给父母的信,70,70,52,44,42,266,未参加,
因为现在比以前更懂事了。,200105550523150211,韩国,1,200105,一封写给父母的信,65,70,49,56,63,289,C,
请好好看一看我是什么样{CQ的}儿子。,200105550523150211,韩国,1,200105,一封写给父母的信,65,70,49,56,63,289,C,
您不要太辛苦干活儿。,200105550523150215,韩国,1,200105,一封写给父母的信,70,65,60,49,67,297,C,
