错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
当这个朋友询问我的意见时，我问她：“当初你是因为他的才华而爱上他，现在是因为钱而想离开他，难道你变了？,200103533533250025,新加坡,2,200103,我对离婚问题的看法,75,85,77,75,70,375,B,
母亲常说：“[BC「]做人要有道德，{CJ-sy有}学问”[BC」]。,200109529529251001,泰国,2,200109,我的童年,70,70,50,51,52,281,未参加,
从那天开始，他们俩就不跟我一起玩，妈妈给我买衣服，姐姐{CC2她}得要先选去，我感到很寂寞{CC摸}，只跟着姨母在一起。[BC，],200109529529251014,泰国,2,200109,我的童年,70,70,34,23,50,235,未参加,
在这[F這]种社会背景之中，自然而然{CJX}各族群中的交往非常频繁，也能和[L]睦相处。,200110540540150015,印度尼西亚,1,200110,我的童年,75,90,74,65,90,388,B,
哥哥去哪里我也跟着。,200110540540250020,印度尼西亚,2,200110,我的童年,65,85,36,39,54,269,未参加,
但好景不常在，六十年代由于局势恶化，我们遇到华人不可经商{CQ的}[BD，]不合理的法令，双亲在毫无计策下，把屋子卖掉了，举家搬到现居的印尼第二大城市，所幸的是我们能继续升学，直至{CC至直}念到国中一年级，才又遇到学校被封闭而失学，于[C]是，也结束了我那充满回忆却平凡的童年。,200110540540250024,印度尼西亚,2,200110,我的童年,75,90,47,44,79,329,未参加,
每一次比赛，和我一组的只{CC奇}败无胜。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
这样的童年现实写照，值得与大家分享。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
每当{CC2每}在晚上写日记的时候，我很想你们，于是拿出照片来看一看。,200104124510100275,朝鲜,1,200104,一封写给父母的信,80,90,68,73,81,387,B,
亲爱的爸爸、[BC，]妈妈：你们好！,200104124520200437,蒙古国,2,200104,一封写给父母的信,75,80,55,47,67,315,未参加,
我也不是每天吃中国菜，有时自己做菜，而且我知道虽然我在你眼中{CJ-sy是}孩子，但{CJ-zhuy我}已经长大了。,200104124545100426,乌兹别克斯坦,1,200104,一封写给父母的信,70,80,47,39,49,275,未参加,
说心理话，无可救药，我以前不是现在[L]这样天天和睦地过日子，[BC、]我以前充满了信心，可现在甚至不懂活[B话]的理由，[BC、]总地来看我现在{CD的}所有问题的原因是我自己。[BC、],200105550523150001,韩国,1,200105,一封写给父母的信,65,60,58,44,58,268,未参加,
一般在韩国，每到5月8日给父母写信，送礼物和送上一朵康乃[B奶]馨[B新]以表达谢意。,200105550523250004,韩国,2,200105,一封写给父母的信,80,75,85,54,74,359,B,
”我怎么不能了解妈妈的心情呢？,200105550523250010,韩国,2,200105,一封写给父母的信,75,60,74,61,76,332,C,
大女儿——×××2001.5.12,200105550523250014,韩国,2,200105,一封写给父母的信,85,75,79,63,65,359,B,
祝你们健康2001/5/12老小,200105550523150025,韩国,1,200105,一封写给父母的信,70,65,77,68,67,333,C,
吃的也不要担心{CC人}。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
我也许受不了整天在学校呢！,200105550523150031,韩国,1,200105,一封写给父母的信,65,65,44,25,42,225,未参加,
P.S爸爸！,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
妈妈每逢周末到爸爸那儿去帮助爸爸。,200105550523250046,韩国,2,200105,一封写给父母的信,70,65,52,61,56,290,C,
好吧？,200105550523150054,韩国,1,200105,一封写给父母的信,70,65,58,58,49,286,C,
你们保重吧。,200105550523250051,韩国,2,200105,一封写给父母的信,70,70,47,49,49,273,未参加,
高中二年级是对我来说非常重要的时期。,200105550523150327,韩国,1,200105,一封写给父母的信,70,75,44,30,58,266,未参加,
我是女强人，爸爸退休以后，也不用再找工作。,200105550523250343,韩国,2,200105,一封写给父母的信,65,80,58,51,54,296,C,
最近温度变化大了。,200105550523150530,韩国,1,200105,一封写给父母的信,70,60,68,63,51,297,C,
我的这个假期快要结束{CQ了}。,200105224525200028,日本,2,200105,我的一个假期,65,80,65,68,63,329,C,
