错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
正所谓“国家”，[BC。]国与家是分不开的。,200103533533150001,新加坡,1,200103,我对离婚问题的看法,90,85,87,72,90,421,A,
有人说：“没有爱情的婚姻是不道德的”。,200103533519250014,马来西亚,2,200103,我对离婚问题的看法,80,85,77,70,100,406,B,
因家庭经济不好。,200110540540150009,印度尼西亚,1,200110,我的童年,65,85,30,44,65,279,未参加,
每当日幕低垂，我家隔壁的老爷爷喜欢坐在宽敞的空地上，为我们几个小孩子讲[F講]述三国的故事，我们都听得津津有味。,200110540540250035,印度尼西亚,2,200110,我的童年,70,65,66,61,83,331,C,
这次的假期不仅让我参观了纪念园，也使我更加明白了和平的重要性。,200111512512250007,菲律宾,2,200111,我的一个假期,85,85,90,61,98,414,B,
妈[F媽]妈[F媽]！,200105550523250021,韩国,2,200105,一封写给父母的信,65,65,63,56,61,294,C,
我春节回家。[BC、],200105550523150032,韩国,1,200105,一封写给父母的信,65,75,60,51,67,305,C,
爸爸，妈妈，不[BQ，]全韩国的爸爸妈妈，不，全世界的爸爸妈妈，[BC。]你们辛苦了，下一代的子女爱你们！,200105550523250291,韩国,2,200105,一封写给父母的信,65,90,58,51,65,320,C,
敬爱的父亲、[BC．]母亲：[BC；]爸爸、妈妈，[BC、]你们好！{CJ-zhuy我},200105550523250296,韩国,2,200105,一封写给父母的信,75,70,58,73,65,330,C,
吧！P},200105550523150330,韩国,1,200105,一封写给父母的信,70,75,47,39,42,262,未参加,
再见！,200105550523250329,韩国,2,200105,一封写给父母的信,75,70,52,44,58,288,未参加,
我觉得有点儿不可思议，不过能够顺利地过境，心里很高兴。,200105212525200040,日本,2,200105,我的一个假期,70,70,67,70,81,346,C,
但是，第二天，第三天，我们越骑越觉得累，而且夏天的太阳晒的它不知温柔似的厉害{CJ?}。,200105209525100005,日本,1,200105,我的一个假期,70,70,70,65,72,335,C,
寒假大概有两个月。,200105209525100055,日本,1,200105,我的一个假期,65,70,34,63,57,275,未参加,
