错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
但希望各位三思而后行。,200103533533150001,新加坡,1,200103,我对离婚问题的看法,90,85,87,72,90,421,A,
放眼望去，许多社会上的问题少年还不是来自那些所谓的“健全家庭”。,200103533533250017,新加坡,2,200103,我对离婚问题的看法,80,75,87,77,79,389,B,
况且，如果夫妻如果有生育儿[F兒]女{CJy}，这将会影响儿[F兒]女的心智发[F發]展，变成单亲家庭。[BC，],200103533533150029,新加坡,1,200103,我对离婚问题的看法,75,80,67,46,76,335,C,
每一次老师布置数学{CD的}作业，我回家问我姐姐或者我朋友。,200109529529251005,泰国,2,200109,我的童年,70,75,39,49,61,283,未参加,
从小我就善于交际因为我家里总是有很多人，特别是小孩，所以我有很多朋友，课余的时间，除了复习，就跟小朋友一起玩。,200110540540250025,印度尼西亚,2,200110,我的童年,70,90,66,63,76,358,C,
童年的成长带给我一个对人生很大的启示：那就是，无论身在什么样的环境，别人怎样地{CC的}对待都好，我们都能从中坚强地{CC的}站起来，从中学习人生宝贵的一课！,200103680519201607,马来西亚,2,200103,我的童年,90,85,50,47,80,349,未参加,
婆婆的影子，在我的脑海里留下一个阴影。,200103680519201615,马来西亚,2,200103,我的童年,80,85,78,65,82,384,B,
今天写到这儿。,200104124610200377,法国,2,200104,一封写给父母的信,70,85,47,49,56,299,未参加,
上星期考完了期中考式。,200105550523150034,韩国,1,200105,一封写给父母的信,65,75,52,37,56,272,未参加,
前几天，上课时{CC中}我学过一篇散文。,200105550523150048,韩国,1,200105,一封写给父母的信,70,80,58,47,76,321,C,
爸爸请等一等{CC3等一会儿}吧，[BC。]我马上就去你们的身边替爸爸看妈妈的病。,200105550523150059,韩国,1,200105,一封写给父母的信,75,65,47,51,56,281,未参加,
那么，我结婚时又不一样吗？,200105550523250295,韩国,2,200105,一封写给父母的信,80,70,47,61,42,290,C,
爸！,200105550523150330,韩国,1,200105,一封写给父母的信,70,75,47,39,42,262,未参加,
他和他哥哥特地到飞机场来接我。,200105212525100017,日本,1,200105,我的一个假期,70,75,72,63,68,337,C,
他们特别关心我们住在哪儿，我们要去哪儿。,200105224525200008,日本,2,200105,我的一个假期,70,75,77,79,83,373,B,
好在两个女孩子也会说汉语，因此我们在沟通交流{CC4沟交}上没有什么不方便的事了。,200105201525200075,日本,2,200105,我的一个假期,65,80,60,51,50,294,C,
虽然“三个和尚没水喝”这个传说是古代人创造的，可{CD对}我们现代人也受到不少教训。,200105109525100705,日本,1,200105,由“三个和尚没水喝”想到的……,85,65,66,75,77,357,C,
非常自私。,200105109525100705,日本,1,200105,由“三个和尚没水喝”想到的……,85,65,66,75,77,357,C,
我不想去。,200105109525200782,日本,2,200105,由“三个和尚没水喝”想到的……,75,70,70,69,59,332,C,
这个故事对我们告诉在人的心理活动当中{WWJ},200105109525100838,日本,1,200105,由“三个和尚没水喝”想到的……,70,65,70,55,73,319,C,
不到紧要关头是不会坚强{CJsd}。,200102522522250007,缅甸,2,200102,由“三个和尚没水喝”想到的……,90,85,81,75,88,416,B,
一个男人如果觉[F覺]得自己妻子什么[F麼]都不懂，那他又怎么会带她出去，跟她讨[F討]论[F論]问[F問]题[F題]呢？,200106570634250017,英国,2,200106,如何看待“妻子回家”,75,80,74,60,54,334,C,
通过这个故事希望[C]大家能尽量发挥[F揮]互助合力的精神，为[B未]把团体[BQ、]社会[BQ，]甚至于国家搞得{CC的}更繁荣、强盛，使人类的生活更丰衣足食，这都是我们该有的认识。[BC，],200102522522150018,缅甸,1,200102,由“三个和尚没水喝”想到的……,90,85,38,31,53,294,未参加,
师[F師]长[F長]同学和环[F環]境{CJX}周围[F圍]亦是影响一个人的重要因素。,200203522522150006,缅甸,1,200203,记对我影响最大的一个人,70,75,69,70,35,308,未参加,
为什么婆婆对我影响最大呢？,200203533533150024,新加坡,1,200203,记对我影响最大的一个人,80,65,52,56,68,309,C,
另一方面，我{CQ的}情人倘若病情无法好转{CD的}，{CC。}他自愿安乐死的话，也许我为让他放松，请医生让{CC使}他解脱{CC解放}。,200205204525100005,日本,1,200205,如何看待“安乐死”,65,60,52,49,61,270,未参加,
几分，几秒也可以，我想活{CC看}下去。,200205204525100038,日本,1,200205,如何看待“安乐死”,65,55,33,49,51,235,未参加,
当然，那种人中也有{CJ+zy简直}享爱生命的，努力工作的。,200205204525100044,日本,1,200205,如何看待“安乐死”,70,70,52,45,58,283,未参加,
