错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
但我觉得需要一定的忍耐接受对象，努力营造良好{CQ的}家庭环境。,200103533525250034,日本,2,200103,我对离婚问题的看法,75,75,65,75,74,354,B,
我们的店{CD住}在十龙金路，当时这里也是住宅{CD的家}，全部有两层楼，有两个卧室{CC睡房}。,200109529529251013,泰国,2,200109,我的童年,70,65,22,16,37,196,未参加,
最难忘的时刻{CC童年}，也就是和邻居们分别的时候，那时父亲买了新家，我们就要迁到别处，和“老友”们道别，那种依依不舍的感觉[BD，]如今依稀记在心里，再见吧！,200110540540150135,印度尼西亚,1,200110,我的童年,65,90,49,65,85,345,C,
我有一个幸福的童年，从小我的家庭环境并不很富裕，只是{CC只堪}衣食无缺的小康之家；家中是父慈母严，我们弟兄姐妹都比较听妈妈的自豪感{CJ？}。,200110540540250139,印度尼西亚,2,200110,我的童年,65,95,63,56,81,351,C,
”小弟的一番话把我从回忆拉回了现实。,200103680519201608,马来西亚,2,200103,我的童年,90,90,89,88,98,453,A,
但经过了多年的人生体验，方才觉得，许多人{CD们}根本生活在一些不求实际的范围里。,200103680519101616,马来西亚,1,200103,我的童年,85,70,67,78,80,371,C,
我知道，妈妈一定疼妹妹过于我。,200103680519201618,马来西亚,2,200103,我的童年,90,85,56,60,76,364,C,
祝你们身体健康，万事如意。,200104124538100152,伊朗,1,200104,一封写给父母的信,65,85,49,39,47,275,未参加,
他说他工作虽然{CC固然}很忙，但他还是抽出一些时间来学习。,200104124635200229,俄罗斯,2,200104,一封写给父母的信,70,70,63,58,65,314,C,
爸，妈[BQ，]注意健康。,200105550523150056,韩国,1,200105,一封写给父母的信,70,65,58,54,74,307,C,
几天前，刚过了父母节，但我们三姐弟{CC兄弟}一个也没回家看看你们，是否觉得很寂寞？,200105550523250296,韩国,2,200105,一封写给父母的信,75,70,58,73,65,330,C,
