错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
虽然，古代有媒妁[B约]之言，但是夫妻已生活结伴多年，怎么说，都存在有一些感情。[BC，],200103533533150029,新加坡,1,200103,我对离婚问题的看法,75,80,67,46,76,335,C,
你都变成一个小北京人了。,200109529529151007,泰国,1,200109,我的童年,75,80,72,75,98,391,B,
所以，就一口答应。,200110540540150011,印度尼西亚,1,200110,我的童年,75,90,66,44,63,332,C,
往往还会互相比赛，看谁捉的蝌蚪较大，输的一方就得赔上十粒玻璃弹球。,200103680519201610,马来西亚,2,200103,我的童年,75,90,70,78,98,405,B,
童年时可说要风得风，要雨得雨。,200103680519201617,马来西亚,2,200103,我的童年,80,80,80,75,93,400,B,
请你们放心，我工作并不是为了钱，你们送给我的钱，满足我所有的需要，我工作是为了了解中国的文化，是为了多一点儿跟中国人交流。,200104124538200134,伊朗,2,200104,一封写给父母的信,80,65,47,44,45,269,未参加,
×××北京，4月15日,200104124619100227,罗马尼亚,1,200104,一封写给父母的信,70,75,68,58,72,332,C,
对了，我忘了一个消息{CJX}告诉{CD给}你们。,200104124510100278,朝鲜,1,200104,一封写给父母的信,85,75,74,68,79,373,B,
我明白了一个道理，{CP为了将来过好日子，才能作为一个真正的人。P},200104124520200319,蒙古国,2,200104,一封写给父母的信,70,65,47,49,85,302,未参加,
你的女儿××2000年4月20日,200104124520200331,蒙古国,2,200104,一封写给父母的信,65,90,58,51,70,325,C,
在一九九七年金融[B隔]危机后您被公司开除，到{CC过}几个月后再找到新工作为止，[BC。]母亲和我怕您伤心，在所有方面都为您着[B找]想，您也知道吧。,200105550523150007,韩国,1,200105,一封写给父母的信,75,80,74,56,72,348,B,
两年前我离开家时心里非常难过。,200105550523250010,韩国,2,200105,一封写给父母的信,75,60,74,61,76,332,C,
我想我就业后爸爸妈妈可以放心。,200105550523250046,韩国,2,200105,一封写给父母的信,70,65,52,61,56,290,C,
少年的时候，给我好吃的东西、您亲手做{CJX}给我衣服、给我买玩具等等，高中的时候，您为了我考上大学，每天在我的背后{CC后面}{CD里}支持我，我都知道，但那时候，我觉得这是应该的，所以有时跟朋友比起来我没有的话，常常骂你们。,200105550523250061,韩国,2,200105,一封写给父母的信,65,65,47,32,42,235,未参加,
）我绝对不让你们失望。,200105550523250295,韩国,2,200105,一封写给父母的信,80,70,47,61,42,290,C,
’虽然您们不能看到这封信，可是我希望您们知道我的真心。,200105550523250325,韩国,2,200105,一封写给父母的信,75,80,63,65,74,348,C,
原来每个子女对父母有忽视的感觉，因为跟你们一起生活，没有不好意思的。,200105550523250335,韩国,2,200105,一封写给父母的信,70,70,49,44,54,275,未参加,
几天前爸和我的关系特别好。,200105550523250340,韩国,2,200105,一封写给父母的信,75,65,44,47,49,267,未参加,
我读她的小说时常常想起母亲[F親]和父亲[F親]。[BC.],200105550523250354,韩国,2,200105,一封写给父母的信,65,70,41,54,54,270,未参加,
那时我挂[B卦]电话以后，不由得掉下眼泪来了。,200105550523250355,韩国,2,200105,一封写给父母的信,70,75,74,47,49,304,C,
但在那欢乐的时候，我们不得不离开西安回到{CC回往}厦门。,200105212540200001,印度尼西亚,2,200105,我的一个假期,80,80,80,70,74,376,B,
妈妈，你到那时特别注意你身体健康{CJZR}，我很担心您。,200105550523250529,韩国,2,200105,一封写给父母的信,65,65,55,61,63,293,C,
我也喜欢看那一朵朵的浪花滚滚冲到一群群的礁石，飞溅起许多水珠。,200105212540200009,印度尼西亚,2,200105,我的一个假期,70,90,77,68,92,390,B,
我一到他们家，就受到了他家里人的热烈欢迎。,200105212525100017,日本,1,200105,我的一个假期,70,75,72,63,68,337,C,
她现在在上海日系公司做翻译，跟父母和姐姐住在一起。,200105212525200010,日本,2,200105,我的一个假期,65,75,77,75,90,369,B,
由于当时只有三户人家{CC2家}，所以叫做‘三家子’[BQ。]我小的时候就常常来{CD到}这座[B坐]山玩。,200105224525200005,日本,2,200105,我的一个假期,80,70,87,70,87,384,B,
我想帮他{CD的}学习汉语。,200105201525200050,日本,2,200105,我的一个假期,70,70,57,54,41,280,未参加,
这种情况我生活上也有。,200105109525200597,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,61,55,57,294,C,
我读了这篇[B遍]短文以后觉得非常有意思，以前在上课的时候也学过跟这篇[B遍]差不多的短文。,200105109525100718,日本,1,200105,由“三个和尚没水喝”想到的……,65,60,57,53,77,295,未参加,
当然这{CJ+sy是}让父母生气并{CC连}骂我们。,200105109616100722,德国,1,200105,由“三个和尚没水喝”想到的……,70,65,48,44,50,263,未参加,
一个道理是：虽然在人间世界必需分工{CC分业}，但是我们应该各负责任、自理自办、[BC，]自力更生。,200105109525200822,日本,2,200105,由“三个和尚没水喝”想到的……,75,65,84,77,91,379,B,
虽然一个人工作的话，收入也一定会减少，[BC、]可是，最重要的事是家庭的幸福。,200106570525250014,日本,2,200106,如何看待“妻子回家”,70,75,71,67,84,356,B,
一位全心为了家庭放下了自己的事业，而被丈夫抛弃的妇女值得社会去同情。,200106570919250009,加拿大,2,200106,如何看待“妻子回家”,65,70,71,35,51,278,未参加,
令曾经[F經]令她伤心的丈夫知道，抛弃她是他自己的损[F損]失。,200106570919250013,加拿大,2,200106,如何看待“妻子回家”,70,85,85,85,80,397,B,
传说古时[F時]候，在一座高山上的一座庙里[BD，]有一个和尚，他每天都要到山底下自己挑水喝，后来又来了一个和尚，于是两个人就抬水喝。,200102522522150015,缅甸,1,200102,由“三个和尚没水喝”想到的……,85,90,43,68,82,364,未参加,
在我刚出生[L]还不会吃饭、不会走路时，母亲便背着我用香甜的乳汁给我喝。,200203522522150004,缅甸,1,200203,记对我影响最大的一个人,85,65,64,58,59,320,C,
如果要治疗的话，有时发生药的副作用，[BC。]不舒服，呕吐，拉肚子等等。,200205204525200013,日本,2,200205,如何看待“安乐死”,65,65,52,79,75,320,C,
安乐死问题，好像上帝给我们的哲学问题{CJs}。,200205204525200102,日本,2,200205,如何看待“安乐死”,70,85,52,72,63,334,C,
我估计这样的{CQ和}安乐死有关的事件以后会越来越多{CC4增加}。,200205204525200165,日本,2,200205,如何看待“安乐死”,75,70,69,56,70,329,C,
我自己认为“安乐死”是可取的。,200205204525100187,日本,1,200205,如何看待“安乐死”,65,70,44,58,56,279,未参加,
生病，痛苦虽然能使一个人死去，可应该是自然地死去，别用一些手段来结束生命。,200205212540200021,印度尼西亚,2,200205,如何看待“安乐死”,80,65,80,60,75,348,C,
随着医疗水平的提高，人类的寿命也增加{CC增长}了，[BC。]这的确是喜人的成就，可是从生活的质量的角度来看，不一定是好的事。,200205224525100013,日本,1,200205,如何看待“安乐死”,65,80,49,70,77,329,C,
“安乐死”也是一种去死的办法。,200205224525100028,日本,1,200205,如何看待“安乐死”,65,75,44,72,65,308,未参加,
如果我家人得了不治之症呢？,200205209525200035,日本,2,200205,如何看待“安乐死”,85,80,80,79,84,401,B,
是不是时[F時]间[F間]到了就应该[F該]按照天命，一切顺[F順]其自然呢？,200210543616150008,德国,1,200210,如何看待“安乐死”,75,70,70,65,88,357,C,
但是这是以前{CC往日}的事情了。,200210529529251002,泰国,2,200210,如何解决“代沟”问题,65,60,31,47,50,236,未参加,
所以万事都以花钱来寻找途径，完全不要与家人妥协，下等家庭也因为经济能力差，也没有花时间去培养，寻找问题的由来，一直抱着以后会有好转的观念，迟迟不把事情当一回事儿。,200210540540150005,印度尼西亚,1,200210,如何解决“代沟”问题,80,70,67,76,64,347,C,
通过学校和家庭的教育让孩子懂我们为什么而活？,200210540540150044,印度尼西亚,1,200210,如何解决“代沟”问题,70,60,65,71,82,333,C,
其实这倒难为了丈夫或儿[F兒]子，他觉得母亲[F親]与媳妇都好，为什么双方都不能互相礼让，双方都采取得礼不饶[F饒]人的态度，使问题越弄越僵。[BC，],200210540540150093,印度尼西亚,1,200210,如何解决“代沟”问题,65,75,56,76,79,338,C,
以上实例说明一个孩子与父母的沟通，关键还是{CD在}“家教”问题。,200210540540250123,印度尼西亚,2,200210,如何解决“代沟”问题,65,65,59,60,64,297,C,
爸爸临走的时候说了一定{CC2一包了}要好好的读书的时候[BQ，]我也知道对我来说[BQ，]爸爸是{CC见}一个好人[BQ，]为了我他到远的地方去赚钱[BQ，]我心里很不高兴。{CP见在我长大了我要忙妈妈爸爸的事一切都及样我来做爸妈也老了我長大了我忙妈和爸就好P},200203522522110015,缅甸,1,200203,记对我影响最大的一个人,60,60,14,21,30,167,未参加,
我当时本以为母亲会生气的，但是她没有，只是对我说：“你原来在小学时的成绩是很好的，可现在却[B确]考成这样了，你有没有问过自己为什么会退步呢？,200205109513200400,柬埔寨,2,200205,如何面对挫折,95,90,84,84,93,445,A,
我说[BQ：]“您不热吗？,200205109529200401,泰国,2,200205,如何面对挫折,85,60,67,60,70,330,C,
但即使是这种情况，实际上也不否定上述的观点，因为一个从来没受到失败的人，一旦面临很小的危机，就会绝望[B忘]地放弃自己的追求，做不到“百折不挠”。,200205109615100787,捷克,1,200205,如何面对挫折,80,90,81,82,82,410,B,
甚至在实[F實]验[F驗]室设[F設]备[F傋]不完备[F傋]的情况[F況]下，只顾[F顧]着[F著]自己的本分，坚[F堅]守原则[F則]，就是要把证[F證]据[F據]找出来。,200305533533250035,新加坡,2,200305,我最喜欢读的一本书,65,75,79,73,88,367,B,
而且，读完书后[B候]，留下非常不舍[F捨]的感情。,200305533533250039,新加坡,2,200305,我最喜欢读的一本书,65,70,77,82,74,354,C,
毕业之后，我打算考电影学院。,200304131525200072,日本,2,200304,我学汉语是为了……,60,65,71,60,43,282,C,
