错句,作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书
女性有时间{CJ-sy了解}什么是公平、自由、珍贵等。,200103533525250007,日本,2,200103,我对离婚问题的看法,70,65,34,35,52,242,未参加,
因此，我认为双方都必须[B需]考虑清楚，双方地位变化，并非能影响婚姻，有爱情的婚姻是经得起考验{CJsd}。,200103533533250004,新加坡,2,200103,我对离婚问题的看法,75,75,70,21,50,281,未参加,
从哪儿说起好呢？[BD！],200109529529151009,泰国,1,200109,我的童年,80,75,67,42,72,327,C,
现在的社会，讲究自我推销，如何做到让别人接纳我们是一个关键。,200111512512250003,菲律宾,2,200111,我的一个假期,80,95,87,75,98,430,B,
课外活动最让我感到荣幸。,200103680519101601,马来西亚,1,200103,我的童年,75,80,61,72,85,364,B,
“砍竹头”是我的拿手好戏。,200103680519201610,马来西亚,2,200103,我的童年,75,90,70,78,98,405,B,
妈，妹妹的学习情况怎么样？,200104124545100107,乌兹别克斯坦,1,200104,一封写给父母的信,75,90,47,54,58,318,C,
可惜的是在西安{CD的}隐藏的古迹还没有全部都检查{CJ-buy出来}{CD了}。,200105610610150211,法国,1,200105,我的一个假期,85,80,44,23,37,262,未参加,
老师们，同学们都[B者]称赞我。,200105550523250026,韩国,2,200105,一封写给父母的信,70,75,74,73,70,351,B,
不过现在想想，跟你们一起生活的时间是{CJX}对我来说最重要的宝贝。,200105550523250040,韩国,2,200105,一封写给父母的信,70,70,66,63,56,313,C,
虽然{CQ会}非常辛[B幸]苦，但我要尝试一下。,200105550523250060,韩国,2,200105,一封写给父母的信,80,70,49,58,51,298,C,
我们一起加油吧！,200105550523250336,韩国,2,200105,一封写给父母的信,60,65,55,42,47,252,未参加,
临行密密缝，意恐迟迟归。,200105550523150499,韩国,1,200105,一封写给父母的信,85,85,41,68,70,344,未参加,
我过得很好，在汉城的生活已经习惯[B贯]了。,200105550523250528,韩国,2,200105,一封写给父母的信,75,70,44,47,54,279,未参加,
所以我认为怎样有意义[L]地度过每个假期对我们是相当重要的。,200105212525100004,日本,1,200105,我的一个假期,75,80,80,70,76,372,B,
对我{CJX}从未钓过鱼的来说，钓鱼是很无聊的，浪费时间，但[BD，]那时候，我才发现原来钓鱼是那么的有趣，而且教我钓鱼是需要很大的耐心{CJsd}。,200105212540200009,印度尼西亚,2,200105,我的一个假期,70,90,77,68,92,390,B,
假期时我最高兴的是找很久没见的朋友。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
跟她{CQ在}一起的时候我想起{CC2想起来}了以前的留学生活。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
可以做跟平时不一样的事情。,200105212525200027,日本,2,200105,我的一个假期,70,75,52,61,57,304,C,
想来想去，其实现在中国{CD生活}没去的地方这么多，太可惜。,200105212525200031,日本,2,200105,我的一个假期,65,65,37,16,39,206,未参加,
以后我跟他们不能在一起{CQ了}，我应该珍惜这种机会。,200105224525200016,日本,2,200105,我的一个假期,70,70,77,61,63,329,C,
山清水秀，风景旖旎。,200105209525200010,日本,2,200105,我的一个假期,80,75,82,72,90,390,B,
每天在咖[C]啡[C]厅看书，随便逛逛古城。,200105201525200013,日本,2,200105,我的一个假期,65,70,62,70,72,325,C,
大家肯定上过学。,200105109540100683,印度尼西亚,1,200105,由“三个和尚没水喝”想到的……,85,65,50,51,84,324,未参加,
我们人类是社会性动物，跟别人一起生活应该互相帮助、[BC，]互相照顾才对。,200105109525200725,日本,2,200105,由“三个和尚没水喝”想到的……,65,70,70,58,66,315,C,
[BD×][BD×]再说，很多来中国学习的留学生选择的专业就是像中医之类的，因为这些专业在本国没有机会学习。,200105109631200723,希腊,2,200105,由“三个和尚没水喝”想到的……,80,65,48,42,37,260,未参加,
”后来他们的关系不错。,200105109525200782,日本,2,200105,由“三个和尚没水喝”想到的……,75,70,70,69,59,332,C,
为了未来的地球，我们不要当“三个和尚”！,200105109525100859,日本,1,200105,由“三个和尚没水喝”想到的……,65,70,50,69,64,304,C,
在我高中那年，父亲[F親]病重。,200203522522150025,缅甸,1,200203,记对我影响最大的一个人,80,75,69,62,55,332,C,
古代时，一生下来就死的或活不到满周岁的婴儿很多，但现在呢[B哪]？,200205204525100113,日本,1,200205,如何看待“安乐死”,75,70,77,70,63,344,B,
我很同情她的丈夫。,200205212525100004,日本,1,200205,如何看待“安乐死”,65,65,49,65,56,284,C,
我觉重新规定一种法律也{CQ是}好的办法。,200205212525100009,日本,1,200205,如何看待“安乐死”,65,80,66,54,61,314,C,
我们让他们们忍受痛苦还是想办法去解除{CC止断}他们的痛苦，让他们安乐地进入“第二世界”呢？,200205212542100044,越南,1,200205,如何看待“安乐死”,65,55,71,38,80,291,未参加,
我国法律规定不许认何人[D能]帮助别人自杀[BQ。]如果有这种情[B请]况[C][BQ，]按照[C]法律是{CC要}{CD有}犯[B苑]法的。,200205209542100054,越南,1,200205,如何看待“安乐死”,65,45,27,29,39,184,未参加,
